Spread,Oeff1,Deff1,Oeff2,Deff2,Result
-8.0,108.3,104.3,102.6,109.2,1
-6.0,108.3,104.3,113.5,99.9,0
-1.5,108.3,104.3,107.0,101.0,1
-12.0,108.3,104.3,114.9,92.8,0
-6.5,108.3,104.3,104.3,102.9,0
-2.0,108.3,104.3,105.2,98.7,0
-8.5,108.3,104.3,97.0,98.5,1
-11.5,108.3,104.3,119.8,95.0,0
-8.0,107.0,98.1,98.3,104.8,1
-5.5,107.0,98.1,103.2,105.9,0
+6.0,107.0,98.1,119.3,97.3,1
-10.0,107.0,98.1,99.2,108.5,1
+3.5,107.0,98.1,111.2,94.1,1
-6.0,107.0,98.1,107.5,97.4,0
-9.0,107.0,98.1,103.2,105.9,1
-10.0,107.0,98.1,111.9,93.2,1
-6.0,107.0,98.1,116.7,104.9,0
-10.0,105.3,94.2,99.8,104.2,1
-7.5,105.3,94.2,102.7,112.3,1
-10.0,105.3,94.2,99.2,108.3,1
-7.0,105.3,94.2,108.2,94.0,0
+3.0,105.3,94.2,113.1,95.6,0
-1.5,108.3,104.3,102.2,103.3,1
-12.5,108.3,104.3,116.5,89.4,1
-9.5,108.3,104.3,115.5,95.5,1
-8.0,108.3,104.3,97.0,107.6,1
-3.5,108.3,104.3,100.6,100.0,0
+2.5,108.3,104.3,110.6,108.7,1
-12.0,107.0,98.1,101.5,111.7,1
-6.5,107.0,98.1,115.6,98.8,0
-8.5,107.0,98.1,118.0,100.7,0
-1.0,107.0,98.1,101.5,104.3,1
-9.5,107.0,98.1,124.4,94.6,0
-12.5,105.3,94.2,97.7,108.2,1
-4.0,105.3,94.2,107.9,101.7,0
-17.5,105.3,94.2,124.5,92.0,0
+5.0,105.3,94.2,109.0,99.8,1
+3.5,110.7,109.1,104.1,103.1,1
-3.0,110.7,109.1,109.0,99.6,1
-4.5,110.7,109.1,107.1,93.7,0
-5.0,110.7,109.1,110.6,107.2,0
-6.5,110.7,109.1,104.1,106.2,0
-4.5,110.7,109.1,99.1,106.6,1
-7.5,111.3,98.6,103.3,104.7,1
-1.5,108.3,104.3,104.2,93.3,0
+6.0,108.3,104.3,114.9,92.8,0
-5.5,108.3,104.3,106.2,105.2,1
-14.5,108.3,104.3,122.4,92.5,0
-6.0,108.3,104.3,103.5,104.5,1
-9.0,108.3,104.3,107.7,105.3,0
-9.5,108.3,104.3,102.6,102.8,1
-11.5,107.0,98.1,111.2,94.1,1
-3.5,107.0,98.1,114.3,98.9,0
-9.5,107.0,98.1,100.1,107.7,1
-8.0,107.0,98.1,110.1,93.6,0
-7.5,105.3,94.2,107.7,97.7,1
+8.0,105.3,94.2,114.5,91.8,1
-11.0,105.3,94.2,101.7,109.6,1
-17.0,105.3,94.2,122.7,92.0,0
-8.5,105.3,94.2,100.9,109.3,1
-2.5,105.3,94.2,101.3,95.3,1
-2.0,105.3,94.2,100.3,100.0,0
-10.5,108.3,104.3,102.6,109.2,1
-2.0,108.3,104.3,104.2,93.3,0
-3.0,108.3,104.3,105.2,98.7,0
-6.0,108.3,104.3,97.0,98.5,0
-6.5,108.3,104.3,107.0,101.0,1
+7.5,108.3,104.3,119.8,95.0,0
-15.5,108.3,104.3,96.4,107.7,1
-11.0,107.0,98.1,102.1,104.0,1
-6.5,107.0,98.1,111.2,99.7,0
-4.0,107.0,98.1,116.7,104.9,1
+10.0,107.0,98.1,122.8,90.8,0
-13.5,107.0,98.1,98.3,104.8,1
+5.0,107.0,98.1,111.9,93.2,1
-4.0,107.0,98.1,102.1,104.0,1
-14.0,105.3,94.2,101.4,105.2,1
-1.5,105.3,94.2,102.6,94.9,0
-7.5,105.3,94.2,113.1,95.6,0
-13.0,105.3,94.2,103.7,108.6,1
-3.0,105.3,94.2,108.2,94.0,1
-3.5,105.3,94.2,105.5,98.0,1
-7.5,105.3,94.2,99.2,108.3,1
-5.5,108.3,104.3,97.0,98.5,0
-8.0,108.3,104.3,96.4,107.7,1
-7.0,107.0,98.1,116.1,95.9,0
+4.0,107.0,98.1,111.9,93.2,0
-10.5,107.0,98.1,98.3,104.8,1
-6.5,107.0,98.1,97.9,101.3,1
-3.5,107.0,98.1,107.5,97.4,1
-4.0,105.3,94.2,109.0,99.8,1
-4.5,105.3,94.2,108.4,98.2,1
-12.5,105.3,94.2,105.8,108.6,1
-4.0,105.3,94.2,113.1,95.6,0
-4.0,105.3,94.2,105.5,98.0,1
-3.5,105.3,94.2,107.7,97.7,1
-6.0,105.3,94.2,103.7,108.6,1
+1.0,110.7,109.1,107.1,106.1,0
-3.0,110.7,109.1,102.4,104.3,1
-3.5,110.7,109.1,107.1,106.1,1
-3.5,110.7,109.1,111.1,107.7,0
-12.5,111.3,98.6,120.8,91.5,0
-4.5,111.3,98.6,116.8,99.8,1
-4.5,111.3,98.6,107.4,99.5,0
+1.0,111.3,98.6,114.0,93.7,1
-11.5,111.3,98.6,100.2,108.0,1
-12.5,111.3,98.6,100.5,102.8,1
-3.0,113.3,98.9,103.9,90.8,0
-7.5,113.3,98.9,106.2,96.3,0
