Team,Opponent,Spread,TeamOeff,TeamDeff,OppOeff2,OppDeff2,Result
1261,1397,+9.0,115.6,103.1,114.8,92.7,0
1261,1120,+10.5,115.6,103.1,118.2,97.5,0
1261,1401,+1.5,115.6,103.1,111.2,94.3,1
1261,1435,+1.5,115.6,103.1,115.6,107.5,0
1261,1208,-5.0,115.6,103.1,107.8,95.8,0
1261,1104,-4.0,115.6,103.1,108.4,94.6,0
1261,1116,+8.5,115.6,103.1,117.3,101.7,1
1261,1401,+7.0,115.6,103.1,111.2,94.3,1
1261,1246,+2.5,115.6,103.1,116.4,96.0,0
1261,1404,-14.5,115.6,103.1,NaN,NaN,1
1261,1266,+4.5,115.6,103.1,119.3,105.6,0
1261,1323,+8.0,115.6,103.1,116.1,99.3,0
1261,1276,+5.5,115.6,103.1,115.9,92.7,1
1261,1359,-8.0,115.6,103.1,108.1,120.0,1
1261,1272,-2.0,115.6,103.1,107.9,106.9,1
1261,1372,-8.5,115.6,103.1,105.0,99.4,0
1261,1222,+2.5,115.6,103.1,115.8,95.2,1
1261,1423,-12.5,115.6,103.1,104.5,112.1,1
1261,1376,+4.5,115.6,103.1,105.8,95.8,0
1261,1208,+4.5,115.6,103.1,107.8,95.8,0
1261,1435,-4.0,115.6,103.1,115.6,107.5,1
1261,1104,+7.0,115.6,103.1,108.4,94.6,0
1261,1279,-4.5,115.6,103.1,111.5,104.9,1
1261,1196,+8.5,115.6,103.1,115.1,96.4,0
1261,1116,-1.5,115.6,103.1,117.3,101.7,1
1261,1280,+2.5,115.6,103.1,109.6,97.2,0
1261,1280,-1.5,115.6,103.1,109.6,97.2,1
