Spread,Oeff1,Deff1,Oeff2,Deff2,Result
-4.5,115.8,100.0,111.1,103.1,0
-4.5,115.8,100.0,113.5,102.1,1
-10.0,115.8,100.0,103.9,98.9,1
-1.5,115.8,100.0,115.0,98.4,1
-3.5,115.8,100.0,113.8,103.1,0
-4.5,115.8,100.0,107.7,94.1,1
-6.0,115.8,100.0,113.1,96.5,0
-2.0,115.8,100.0,113.5,102.1,0
-1.0,115.8,100.0,121.9,96.9,1
-4.5,115.8,100.0,99.4,96.5,1
-30.0,115.8,100.0,101.9,115.3,1
-12.5,115.8,100.0,103.0,108.5,1
-14.5,115.8,100.0,94.7,106.4,1
-16.5,115.8,100.0,103.7,106.4,1
-11.5,115.8,100.0,122.6,93.5,0
-21.5,115.8,100.0,105.7,110.6,1
-25.5,115.8,100.0,99.6,107.2,1
-6.0,115.8,100.0,112.1,98.6,0
-13.5,115.8,100.0,107.2,107.0,1
-9.0,115.8,100.0,115.1,96.4,1
-3.0,115.8,100.0,113.8,93.5,0
-1.0,115.8,100.0,116.4,101.3,0
-22.5,115.8,100.0,99.2,104.8,1
-4.5,115.8,100.0,113.8,93.5,1
-1.0,115.8,100.0,116.1,99.3,0
+3.0,115.8,100.0,116.5,84.4,0
-4.0,115.8,100.0,113.1,96.5,1
-2.5,115.8,100.0,113.1,96.5,0
-8.5,115.8,100.0,113.8,103.1,1
