Team,Opponent,Spread,TeamOeff,TeamDeff,OppOeff2,OppDeff2,Result
1293,1404,-6.0,107.2,109.8,NaN,NaN,1
1293,1369,-8.5,107.2,109.8,NaN,NaN,0
1293,1122,-5.0,107.2,109.8,106.2,117.3,0
1293,1184,-8.0,107.2,109.8,98.4,107.9,1
1293,1188,-7.5,107.2,109.8,95.0,109.2,1
1293,1183,-1.0,107.2,109.8,100.1,105.0,1
1293,1399,-4.0,107.2,109.8,98.9,107.0,0
1293,1240,-4.5,107.2,109.8,105.8,105.2,1
1293,1404,-3.0,106.3,106.4,NaN,NaN,0
1293,1184,-1.5,106.3,106.4,107.4,111.0,1
1293,1188,-10.0,106.3,106.4,95.2,109.6,1
1293,1183,-9.5,106.3,106.4,100.5,109.8,1
1293,1398,-1.5,106.3,106.4,101.5,101.6,0
1293,1125,-8.0,106.3,106.4,114.0,110.5,0
1293,1240,-12.5,106.3,106.4,98.3,110.9,1
1293,1399,-6.5,106.3,106.4,108.5,111.6,0
1293,1287,-2.0,106.3,106.4,106.6,102.8,1
1293,1404,-11.0,116.5,104.5,NaN,NaN,1
1293,1184,-7.5,116.5,104.5,106.3,102.8,1
1293,1188,-10.5,116.5,104.5,97.9,104.8,1
1293,1183,-6.5,116.5,104.5,100.3,105.2,1
1293,1398,-23.0,116.5,104.5,89.5,108.4,1
1293,1356,-2.0,107.2,109.8,104.8,103.7,0
1293,1132,-2.5,107.2,109.8,100.1,107.2,0
1293,1282,-5.5,107.2,109.8,103.0,107.4,0
1293,1453,-1.5,107.2,109.8,102.0,103.4,1
1293,1292,-8.5,107.2,109.8,112.2,97.2,0
1293,1229,+2.0,107.2,109.8,107.6,93.6,1
1293,1451,-1.5,106.3,106.4,103.4,100.9,0
1293,1337,-4.0,106.3,106.4,106.1,103.0,1
1293,1208,-8.5,106.3,106.4,107.9,97.3,0
1293,1292,-2.0,106.3,106.4,104.6,99.9,1
1293,1179,-9.0,116.5,104.5,105.3,114.3,1
1293,1434,-2.5,116.5,104.5,107.4,96.3,0
1293,1339,-3.5,116.5,104.5,109.0,105.8,0
1293,1462,-11.0,116.5,104.5,116.6,97.1,0
1293,1292,-1.5,116.5,104.5,102.3,101.7,1
1293,1222,-12.5,116.5,104.5,101.4,105.2,0
1293,,-18.0,109.0,105.8,110.2,105.0,0
1293,1292,+3.0,109.0,105.8,105.3,97.0,0
1293,1120,-6.5,109.0,105.8,109.8,105.4,0
1293,1398,+1.5,107.2,109.8,100.3,99.7,1
1293,1460,-6.0,107.2,109.8,106.5,106.2,0
1293,1355,-3.0,107.2,109.8,110.2,111.4,0
1293,1279,-10.5,107.2,109.8,111.1,100.9,0
1293,1191,-2.5,107.2,109.8,104.1,103.2,0
1293,1178,-14.5,107.2,109.8,102.3,114.5,1
1293,1460,-2.0,106.3,106.4,101.4,99.4,0
1293,1356,-2.5,106.3,106.4,107.2,104.4,0
1293,1229,-5.5,106.3,106.4,104.0,99.4,0
1293,1191,+3.5,106.3,106.4,108.3,97.8,0
1293,1222,-8.0,106.3,106.4,116.7,104.9,0
1293,1356,-1.5,116.5,104.5,98.8,103.6,1
1293,1229,-4.0,116.5,104.5,107.7,96.1,1
1293,1191,-6.5,116.5,104.5,106.6,101.3,1
1293,1443,-5.0,116.5,104.5,105.0,102.7,1
1293,1173,-13.5,109.0,105.8,113.8,99.6,0
1293,1404,-2.0,107.2,109.8,NaN,NaN,0
1293,1369,-1.0,107.2,109.8,NaN,NaN,0
1293,1183,-7.5,107.2,109.8,100.1,105.0,0
1293,1188,-14.0,107.2,109.8,95.0,109.2,1
1293,1122,-10.0,107.2,109.8,106.2,117.3,1
1293,1287,-4.0,107.2,109.8,106.7,109.8,0
1293,1125,+2.5,107.2,109.8,110.8,102.7,0
1293,1404,-6.5,106.3,106.4,NaN,NaN,1
1293,1183,-5.0,106.3,106.4,100.5,109.8,0
1293,1122,-1.0,106.3,106.4,104.5,109.6,1
1293,1369,-14.5,106.3,106.4,NaN,NaN,1
1293,1188,-6.5,106.3,106.4,95.2,109.6,1
1293,1122,-8.0,106.3,106.4,104.5,109.6,0
1293,1369,-10.5,106.3,106.4,NaN,NaN,1
1293,1404,-5.0,116.5,104.5,NaN,NaN,1
1293,1183,-13.5,116.5,104.5,100.3,105.2,1
1293,1122,-16.5,116.5,104.5,94.8,109.0,1
1293,1369,-7.0,116.5,104.5,NaN,NaN,1
1293,1188,-13.5,116.5,104.5,97.9,104.8,1
1293,1122,-11.5,116.5,104.5,94.8,109.0,1
1293,1369,-14.0,116.5,104.5,NaN,NaN,1
1293,1404,-7.5,109.0,105.8,NaN,NaN,1
1293,1404,-1.5,107.2,109.8,NaN,NaN,0
1293,1287,-3.0,107.2,109.8,106.7,109.8,1
1293,1399,-4.0,107.2,109.8,98.9,107.0,1
1293,1287,-2.5,106.3,106.4,106.6,102.8,0
1293,1183,-6.0,106.3,106.4,100.5,109.8,1
1293,1330,-1.5,116.5,104.5,106.5,96.3,0
1293,1409,-3.5,116.5,104.5,102.6,94.9,1
