Spread,Oeff1,Deff1,Oeff2,Deff2,Result
-8.0,105.3,102.2,111.6,117.6,1
-7.5,105.3,102.2,112.6,106.4,0
-3.5,105.3,102.2,95.9,106.0,0
-7.5,105.3,102.2,107.1,106.8,1
-3.0,105.3,102.2,104.9,103.3,1
-6.0,105.3,102.2,104.7,105.3,0
+2.0,105.3,102.2,105.6,99.9,0
-7.5,105.3,102.2,106.1,104.9,1
-2.5,105.3,102.2,108.8,106.1,0
-5.5,105.9,102.9,108.6,104.5,1
-4.5,105.9,102.9,103.5,102.6,1
-1.0,105.9,102.9,103.7,105.4,0
-1.0,105.9,102.9,97.4,104.7,1
-1.5,105.9,102.9,110.5,110.0,1
-6.5,105.9,102.9,106.7,105.4,0
-6.5,105.9,102.9,106.4,107.8,1
+2.5,105.9,102.9,110.1,101.5,0
-6.0,111.3,99.4,107.4,102.3,1
-8.0,111.3,99.4,108.0,107.1,1
-2.5,111.3,99.4,103.0,108.5,0
-2.5,111.3,99.4,114.9,106.6,0
-19.5,105.3,102.2,115.3,96.5,0
-1.5,105.3,102.2,108.5,109.0,1
-5.5,105.3,102.2,114.6,101.3,0
-7.0,105.3,102.2,NaN,NaN,1
-15.0,105.3,102.2,115.7,99.0,0
-6.0,105.3,102.2,101.4,109.3,1
-2.0,105.9,102.9,108.1,114.4,1
+3.5,105.9,102.9,107.8,106.6,1
-11.0,105.9,102.9,95.7,114.7,1
-8.5,105.9,102.9,114.3,98.9,0
-10.5,105.9,102.9,107.0,99.5,0
-3.5,111.3,99.4,103.6,101.8,1
-3.5,111.3,99.4,103.4,105.9,1
-32.5,111.3,99.4,121.3,84.4,0
-3.5,111.3,99.4,108.8,102.0,1
-2.5,109.7,103.4,101.9,110.7,0
-6.0,109.7,103.4,101.4,95.9,0
+7.5,103.3,104.7,111.3,98.6,0
-7.5,105.3,102.2,108.7,109.9,0
-12.5,105.3,102.2,112.4,103.7,0
-10.0,105.3,102.2,109.0,101.8,0
-6.5,105.9,102.9,101.5,111.7,1
-13.0,105.9,102.9,112.1,95.0,0
-11.5,105.9,102.9,106.5,113.7,1
-21.0,105.9,102.9,121.2,100.3,0
-24.5,105.9,102.9,121.9,100.0,0
+1.5,105.9,102.9,113.7,105.1,0
-22.5,111.3,99.4,129.0,95.2,0
-13.0,111.3,99.4,99.8,111.2,1
-7.5,111.3,99.4,99.3,106.5,1
-2.5,111.3,99.4,105.4,100.1,0
-8.0,109.7,103.4,105.2,101.8,1
-6.0,109.7,103.4,107.2,97.0,0
-3.5,109.7,103.4,112.5,108.3,0
-4.5,105.3,102.2,105.6,99.9,1
-2.0,105.3,102.2,112.6,106.4,0
-7.0,105.3,102.2,104.9,103.3,0
-12.5,105.3,102.2,95.9,106.0,1
-3.5,105.3,102.2,111.6,117.6,1
-2.5,105.3,102.2,100.1,107.2,1
-6.5,105.3,102.2,98.9,102.4,1
-3.0,105.3,102.2,104.7,105.3,1
-3.5,105.9,102.9,110.6,108.1,0
-5.5,105.9,102.9,106.4,107.8,1
-7.0,105.9,102.9,100.9,106.7,1
-7.0,105.9,102.9,110.1,101.5,0
-4.0,105.9,102.9,110.6,108.1,0
-2.0,105.9,102.9,108.6,104.5,0
-6.0,105.9,102.9,106.7,105.4,1
-3.0,105.9,102.9,101.6,101.7,1
-2.0,111.3,99.4,107.4,102.3,1
-6.5,111.3,99.4,105.1,99.4,1
-2.0,111.3,99.4,105.9,100.7,1
-1.5,111.3,99.4,101.8,99.2,1
-5.5,111.3,99.4,114.9,106.6,0
-5.0,111.3,99.4,113.3,105.8,0
-3.5,105.3,102.2,104.9,103.3,0
-9.5,105.3,102.2,100.1,107.2,1
-14.0,105.9,102.9,109.2,96.0,0
-5.0,105.9,102.9,110.1,101.5,1
-1.0,105.9,102.9,110.6,108.1,1
-6.0,105.9,102.9,97.4,104.7,1
-2.5,105.9,102.9,100.9,106.7,1
-10.0,105.9,102.9,97.4,104.7,0
-4.5,111.3,99.4,112.6,94.9,0
-3.0,111.3,99.4,114.9,106.6,1
-4.5,111.3,99.4,105.1,99.4,1
-6.5,111.3,99.4,105.9,100.7,1
-14.0,111.3,99.4,103.0,108.5,1
-3.0,109.7,103.4,98.5,95.3,0
-11.0,109.7,103.4,93.0,96.9,1
-2.0,109.7,103.4,105.0,102.9,0
-11.0,109.7,103.4,98.9,103.5,1
-4.0,103.3,104.7,107.8,103.4,0
-3.0,103.3,104.7,99.5,107.3,1
-8.0,103.3,104.7,105.1,112.5,1
-3.0,103.3,104.7,96.9,100.8,0
+4.0,103.3,104.7,106.6,97.5,0
+6.5,103.3,104.7,106.8,95.2,1
-2.5,107.3,99.4,114.4,112.7,0
-2.5,107.3,99.4,101.3,102.2,1
+3.5,107.3,99.4,106.6,94.7,0
