Team,Opponent,Spread,TeamOeff,TeamDeff,OppOeff2,OppDeff2,Result
1168,1218,-6.0,105.0,103.6,99.6,102.7,1
1168,1364,-1.0,105.0,103.6,111.9,107.2,0
1168,1253,-2.0,105.0,103.6,106.5,108.7,0
1168,1364,-6.0,105.0,103.6,111.9,107.2,0
1168,1413,-1.5,105.0,103.6,104.7,101.1,1
1168,1414,-4.0,105.0,103.6,100.5,98.0,1
1168,1142,-2.5,105.0,103.6,98.7,113.3,1
1168,1415,-7.0,105.0,103.6,94.9,103.7,1
1168,1217,+6.5,105.0,103.6,101.4,99.3,1
1168,1170,-10.0,105.0,103.6,100.2,110.6,1
1168,1208,+10.0,105.0,103.6,107.8,95.8,0
1168,,-28.0,105.0,103.6,113.5,102.1,0
1168,1425,-26.5,105.0,103.6,115.4,100.1,0
1168,1258,-4.5,105.0,103.6,107.9,113.3,1
1168,1143,-7.5,105.0,103.6,98.7,105.5,0
1168,1339,-1.0,105.0,103.6,99.6,108.5,1
1168,,-7.5,105.0,103.6,113.5,102.1,1
1168,1253,-5.0,105.0,103.6,106.5,108.7,1
1168,1415,-5.5,105.0,103.6,94.9,103.7,0
1168,,-12.0,105.0,103.6,113.5,102.1,1
1168,1413,-3.5,105.0,103.6,104.7,101.1,1
1168,1142,-7.5,105.0,103.6,98.7,113.3,1
1168,1414,-2.5,105.0,103.6,100.5,98.0,1
1168,1413,-1.0,105.0,103.6,104.7,101.1,1
1168,1253,-1.5,105.0,103.6,106.5,108.7,1
1168,1218,-5.5,105.0,103.6,99.6,102.7,0
