Spread,Oeff1,Deff1,Oeff2,Deff2,Result
-3.0,95.2,108.1,98.8,107.6,0
-7.5,95.2,108.1,98.7,102.9,0
-14.5,92.1,107.4,99.5,107.0,0
-5.5,102.5,104.2,100.2,107.8,0
-20.5,95.2,108.1,113.1,98.7,0
+2.5,102.5,104.2,104.1,103.1,1
-11.0,102.5,104.2,109.0,99.8,0
-13.5,102.5,104.2,96.6,114.7,1
-26.5,103.4,98.9,109.3,88.0,0
-32.0,95.2,108.1,122.4,92.5,0
-20.5,92.1,107.4,111.9,102.3,0
-5.5,95.2,108.1,98.6,104.7,0
-4.0,102.5,104.2,106.4,112.7,0
-11.5,92.1,107.4,104.9,107.6,0
-8.0,92.1,107.4,102.8,108.7,1
-4.0,102.5,104.2,112.9,115.1,0
-4.5,102.5,104.2,108.0,109.2,1
-4.0,102.5,104.2,99.9,102.7,1
-13.5,103.4,98.9,122.0,96.1,0
-6.5,103.4,98.9,106.3,102.5,1
-4.5,103.4,98.9,104.5,103.5,1
-6.5,103.4,98.9,108.5,109.7,1
-8.5,98.0,108.5,105.3,104.7,0
+2.5,101.3,102.2,107.3,99.4,0
-9.0,101.3,102.2,108.6,99.3,0
-6.5,104.1,104.7,103.0,108.2,0
-14.0,104.1,104.7,97.2,112.5,1
-9.0,94.1,107.2,105.6,106.6,0
-5.0,94.1,107.2,96.3,109.0,1
-15.5,105.3,100.6,114.4,90.5,0
-5.0,105.3,100.6,98.7,100.1,1
-20.0,107.9,106.3,116.2,94.0,0
-6.5,107.9,106.3,98.1,101.3,1
