Spread,Oeff1,Deff1,Oeff2,Deff2,Result
-9.0,100.7,97.2,96.3,110.8,1
-3.5,100.7,97.2,107.8,107.1,1
-2.5,100.7,97.2,103.1,109.5,0
-13.0,100.7,97.2,93.0,108.5,1
-2.5,100.7,97.2,103.0,109.1,1
-3.0,100.7,97.2,110.8,109.7,0
-13.0,100.7,97.2,96.3,110.8,1
-4.0,107.0,99.5,103.2,108.8,1
-7.5,107.0,99.5,95.7,108.1,1
-6.0,107.0,99.5,111.0,109.1,0
-8.5,107.0,99.5,108.6,109.2,1
-5.5,107.0,99.5,104.6,99.9,0
-3.0,107.0,99.5,109.3,104.2,0
-12.0,107.0,99.5,96.5,110.3,0
-3.0,107.0,99.5,104.6,103.7,1
-14.5,107.0,99.5,105.8,108.7,1
-14.0,106.5,96.3,98.7,109.0,1
-14.0,106.5,96.3,96.0,104.6,1
-4.5,106.5,96.3,104.9,101.9,0
-2.0,106.5,96.3,102.3,101.7,0
-14.5,106.5,96.3,98.6,105.2,1
-17.0,106.5,96.3,102.0,105.6,1
-15.5,100.7,97.2,99.2,112.1,1
+1.5,100.7,97.2,109.0,102.7,1
-1.5,100.7,97.2,109.7,109.9,0
+16.5,100.7,97.2,117.2,91.7,0
-6.0,100.7,97.2,110.0,102.8,1
-4.0,100.7,97.2,98.8,104.1,1
-7.5,107.0,99.5,112.1,95.0,0
-1.5,107.0,99.5,114.3,98.9,0
+8.5,107.0,99.5,116.9,93.1,0
-10.5,107.0,99.5,105.9,102.9,1
-18.5,107.0,99.5,94.1,108.2,1
+6.0,106.5,96.3,111.1,94.9,1
-5.5,106.5,96.3,107.6,111.4,1
-4.5,106.5,96.3,107.7,96.1,0
+2.0,106.5,96.3,108.9,95.1,1
-2.5,106.5,96.3,108.6,96.8,1
-13.5,106.5,96.3,101.5,102.4,1
-15.0,100.7,101.4,105.7,90.0,0
+7.5,100.7,101.4,115.5,103.2,0
-9.5,100.7,101.4,98.3,110.4,1
-3.5,100.7,101.4,109.0,105.8,1
-5.0,100.7,97.2,107.8,107.1,1
-6.0,100.7,97.2,111.9,109.7,0
-5.0,100.7,97.2,103.9,101.5,1
+3.0,100.7,97.2,110.1,96.0,0
-8.0,100.7,97.2,111.5,95.2,0
-2.5,100.7,97.2,105.5,101.2,1
-1.5,107.0,99.5,108.4,99.0,1
-4.0,107.0,99.5,113.6,105.9,0
-1.5,107.0,99.5,99.9,101.2,0
-2.5,107.0,99.5,113.3,104.5,0
-8.0,106.5,96.3,113.9,108.8,1
-3.5,106.5,96.3,111.6,101.3,1
-4.0,106.5,96.3,102.9,106.0,1
-11.5,100.7,101.4,105.3,97.3,0
-3.0,100.7,101.4,96.0,105.7,1
-3.5,100.7,101.4,98.1,100.9,0
-9.5,100.7,101.4,115.6,104.3,0
-9.5,100.7,97.2,103.0,109.1,1
-6.5,100.7,97.2,110.8,109.7,1
-10.0,100.7,97.2,103.1,109.5,1
-3.0,100.7,97.2,103.9,106.4,1
-7.5,100.7,97.2,112.2,97.2,0
-10.5,100.7,97.2,98.6,107.9,0
-12.5,100.7,97.2,102.9,112.5,1
-16.5,107.0,99.5,97.9,116.9,1
-7.5,107.0,99.5,102.6,107.6,1
-2.5,107.0,99.5,111.0,109.1,0
-1.0,107.0,99.5,108.6,109.2,1
-12.5,107.0,99.5,105.7,115.8,0
-12.5,107.0,99.5,100.8,112.7,1
-1.0,107.0,99.5,105.8,108.7,1
-5.5,106.5,96.3,98.6,105.2,1
-6.5,106.5,96.3,102.0,105.6,1
-2.5,106.5,96.3,109.0,99.8,1
-15.5,106.5,96.3,97.3,111.0,1
-4.0,106.5,96.3,106.2,99.6,0
-5.0,106.5,96.3,106.4,110.0,0
-8.5,106.5,96.3,109.9,108.0,1
-6.0,100.7,101.4,99.9,105.7,1
-5.0,100.7,97.2,110.8,109.7,0
-8.0,100.7,97.2,95.4,102.7,0
-4.0,100.7,97.2,99.7,102.7,1
+1.5,107.0,99.5,116.3,106.7,1
-2.0,107.0,99.5,106.3,99.5,1
-8.0,107.0,99.5,108.5,111.6,1
-3.0,107.0,99.5,104.6,99.9,0
-4.0,107.0,99.5,108.6,109.2,1
-3.0,107.0,99.5,104.6,103.7,1
-10.5,107.0,99.5,95.7,108.1,1
-5.5,107.0,99.5,105.7,115.8,1
-7.0,107.0,99.5,100.8,112.7,1
+4.0,106.5,96.3,113.6,98.9,0
-1.5,106.5,96.3,116.5,104.5,1
-4.5,106.5,96.3,107.7,96.1,1
-13.0,106.5,96.3,107.0,109.2,1
-6.5,106.5,96.3,102.3,101.7,0
-9.0,106.5,96.3,105.0,102.7,1
-15.0,106.5,96.3,96.3,104.3,1
-8.0,100.7,101.4,110.2,105.2,0
-7.0,100.7,101.4,106.9,114.3,1
-1.0,100.7,101.4,107.0,104.2,1
-8.5,100.7,101.4,105.3,97.0,0
-3.5,100.7,101.4,99.9,105.7,1
-5.5,100.7,101.4,106.0,111.8,1
-3.5,100.7,101.4,102.7,103.2,0
