Team,Opponent,Spread,TeamOeff,TeamDeff,OppOeff2,OppDeff2,Result
1325,1138,+7.0,100.8,103.8,114.3,103.7,0
1325,1103,-1.5,100.8,103.8,102.1,110.3,0
1325,1185,-6.0,100.8,103.8,103.4,101.2,1
1325,1405,-1.0,100.8,103.8,114.1,109.0,0
1325,1123,-1.5,100.8,103.8,103.6,103.8,0
1325,1296,-7.0,100.8,103.8,103.5,111.5,1
1325,1141,-2.5,100.8,103.8,109.1,109.0,0
1325,1233,-3.5,100.8,103.8,110.2,107.4,0
1325,1232,-2.0,100.8,103.8,104.8,102.6,1
1325,1173,-3.5,100.8,103.8,108.6,108.6,0
1325,1155,+11.5,100.8,103.8,113.8,93.5,0
1325,1267,-4.5,100.8,103.8,109.3,103.9,0
1325,1443,+2.5,100.8,103.8,113.6,101.1,1
1325,1268,-14.5,100.8,103.8,114.1,99.4,0
1325,1132,-4.0,100.8,103.8,102.4,108.6,1
1325,1138,-12.0,100.8,103.8,114.3,103.7,0
1325,1245,-4.0,100.8,103.8,102.4,106.9,1
1325,1275,-4.0,100.8,103.8,99.4,101.9,1
1325,1405,-9.0,100.8,103.8,114.1,109.0,0
1325,1444,-7.0,100.8,103.8,106.5,108.7,0
1325,1103,-5.5,100.8,103.8,102.1,110.3,1
1325,1141,-2.0,100.8,103.8,109.1,109.0,0
1325,1275,-3.0,100.8,103.8,99.4,101.9,0
1325,1275,-3.5,100.8,103.8,99.4,101.9,1
