Spread,Oeff1,Deff1,Oeff2,Deff2,Result
+7.5,109.0,102.7,115.7,99.0,0
-7.0,109.0,102.7,108.5,96.0,1
-8.5,109.0,102.7,109.4,95.8,0
-10.5,109.0,102.7,103.5,104.5,1
+12.5,109.0,102.7,122.4,92.5,0
-6.5,109.0,102.7,100.9,93.7,0
-13.5,109.0,102.7,115.7,99.0,0
+7.0,109.0,102.7,115.3,96.5,0
-4.0,109.0,102.7,103.5,104.5,1
+20.0,97.8,102.2,122.8,90.8,0
-16.0,97.8,102.2,111.1,92.9,0
+5.5,97.8,102.2,108.0,100.1,0
-19.5,97.8,102.2,118.0,100.7,0
+8.5,97.8,102.2,109.2,96.0,0
-12.0,97.8,102.2,108.0,100.1,0
+15.0,97.8,102.2,117.1,94.6,0
-16.5,97.8,102.2,110.0,95.5,0
-3.0,110.7,97.0,112.6,95.9,1
-1.0,110.7,97.0,111.0,102.6,0
+7.0,110.7,97.0,124.5,92.0,0
-6.5,110.7,97.0,105.3,98.5,1
-22.0,109.0,102.7,94.2,114.3,0
-1.5,109.0,102.7,100.7,97.2,0
+7.0,109.0,102.7,110.1,96.0,0
-7.0,109.0,102.7,111.4,95.9,0
-7.0,109.0,102.7,109.7,93.7,0
-14.5,109.0,102.7,96.3,110.0,1
-17.5,109.0,102.7,NaN,NaN,1
-11.5,97.8,102.2,NaN,NaN,1
-20.5,97.8,102.2,121.7,98.7,0
-15.0,97.8,102.2,113.6,94.9,0
-6.5,97.8,102.2,97.5,108.1,1
-5.5,97.8,102.2,100.7,103.1,1
+7.0,110.7,97.0,121.7,93.9,0
-1.0,110.7,97.0,112.7,99.7,1
-3.0,108.5,95.4,104.8,99.6,1
-3.5,108.5,95.4,110.3,101.3,0
-20.0,108.5,95.4,96.8,105.3,1
-7.5,108.5,95.4,103.0,102.1,1
+8.5,109.0,102.7,117.7,97.0,1
-14.0,109.0,102.7,115.7,102.3,1
-3.0,109.0,102.7,104.5,97.2,0
-14.0,109.0,102.7,100.2,107.7,0
-5.0,109.0,102.7,97.0,100.0,1
-10.5,109.0,102.7,100.9,93.7,1
-5.0,109.0,102.7,102.6,109.2,1
+8.0,97.8,102.2,113.4,97.6,0
-13.5,97.8,102.2,109.0,96.2,0
-1.5,97.8,102.2,102.3,105.9,0
-8.5,97.8,102.2,102.1,109.1,0
+10.5,97.8,102.2,112.7,94.1,1
-9.0,97.8,102.2,94.1,108.2,1
-7.5,97.8,102.2,109.2,96.0,1
-6.5,97.8,102.2,102.3,102.4,0
-1.5,110.7,97.0,109.3,101.3,0
-11.5,110.7,97.0,99.8,104.2,1
-9.5,110.7,97.0,104.0,100.9,1
-7.0,110.7,97.0,106.0,102.4,1
-16.0,110.7,97.0,102.0,105.5,1
-18.0,110.7,97.0,97.4,112.5,1
-6.5,110.7,97.0,107.0,94.2,1
-17.0,110.7,97.0,99.8,111.2,1
-9.5,109.0,102.7,115.3,96.5,0
-1.5,109.0,102.7,100.9,93.7,1
-9.5,109.0,102.7,120.8,104.2,0
-10.0,109.0,102.7,117.7,97.0,0
+1.5,109.0,102.7,109.4,95.8,1
-17.0,109.0,102.7,122.4,92.5,0
+2.5,109.0,102.7,120.8,104.2,1
-15.0,97.8,102.2,113.4,97.6,0
-5.0,97.8,102.2,104.5,106.2,0
+10.5,97.8,102.2,111.1,92.9,0
+2.5,97.8,102.2,104.5,106.2,1
-26.5,97.8,102.2,122.8,90.8,0
-14.5,97.8,102.2,109.2,96.0,0
+11.0,97.8,102.2,118.0,100.7,0
-21.5,97.8,102.2,117.1,94.6,0
+1.5,110.7,97.0,106.0,102.4,1
-1.0,110.7,97.0,116.6,97.1,1
-9.5,110.7,97.0,109.3,101.3,1
-7.0,110.7,97.0,106.0,102.4,0
-8.0,110.7,97.0,116.6,97.1,1
-9.5,110.7,97.0,108.6,106.8,1
-7.0,110.7,97.0,111.0,102.6,1
-6.0,110.7,97.0,110.2,90.1,0
-16.0,109.0,102.7,122.4,92.5,0
+1.0,109.0,102.7,100.9,93.7,1
-8.5,97.8,102.2,108.0,100.1,0
+9.0,97.8,102.2,110.0,95.5,0
-4.5,110.7,97.0,108.8,102.0,0
-1.0,110.7,97.0,112.6,95.9,0
-11.5,110.7,97.0,122.7,92.0,0
-2.0,110.7,97.0,105.3,98.5,1
-13.5,108.5,95.4,105.8,106.5,0
-5.0,108.5,95.4,114.6,100.8,0
-3.0,108.5,95.4,109.7,98.6,1
-15.0,108.5,95.4,106.1,107.3,1
-10.0,100.4,94.0,107.5,92.0,0
-6.5,100.4,94.0,109.0,99.6,1
+4.0,100.4,94.0,106.3,92.7,0
+7.0,100.4,94.0,113.2,94.9,0
-10.5,100.4,94.0,114.6,97.9,0
-6.5,100.4,94.0,107.9,97.2,0
+5.5,103.9,102.7,113.4,102.0,0
-8.0,103.9,102.7,102.0,96.9,0
+1.0,111.2,95.3,112.1,95.6,0
-3.0,111.2,95.3,114.9,92.4,0
-10.0,111.2,95.3,108.6,99.1,1
-12.0,111.2,95.3,103.7,100.4,1
-3.0,111.2,95.3,104.4,91.5,0
-6.5,106.5,94.5,115.3,100.1,0
+1.5,105.4,95.3,110.5,99.9,1
