Team,Opponent,Spread,TeamOeff,TeamDeff,OppOeff2,OppDeff2,Result
1288,1265,-3.0,100.4,105.5,101.6,105.5,1
1288,1435,+10.0,100.4,105.5,104.1,98.6,0
1288,,+11.5,91.2,106.6,100.9,93.7,0
1288,1258,+16.0,91.2,106.6,103.0,103.4,0
1288,1266,+17.5,94.3,113.2,105.3,98.5,0
1288,1332,+24.5,100.4,105.5,118.9,99.9,0
1288,1224,-1.0,91.2,106.6,90.4,110.2,0
1288,1214,+9.5,94.9,108.5,99.8,107.2,0
1288,1214,-2.0,94.3,113.2,96.6,104.0,0
1288,1224,-4.0,91.2,106.6,90.4,110.2,0
1288,1214,+5.5,94.9,108.5,99.8,107.2,0
1288,1271,+2.0,94.9,108.5,NaN,NaN,1
1288,1214,+5.5,94.3,113.2,96.6,104.0,0
1288,1300,+10.0,100.4,105.5,108.6,100.7,0
1288,1164,-4.0,100.4,105.5,100.3,112.6,1
1288,1197,-5.5,100.4,105.5,94.9,108.1,1
1288,1299,-3.5,99.4,102.6,93.2,98.5,0
1288,1126,-4.0,99.4,102.6,NaN,NaN,1
1288,1366,+1.0,99.4,102.6,88.2,91.8,1
1288,1354,-13.0,99.4,102.6,91.9,113.9,1
1288,1214,-2.5,99.3,107.2,92.1,102.6,0
1288,1214,+3.0,94.8,102.1,94.4,98.7,0
1288,1126,-2.0,94.8,102.1,NaN,NaN,1
1288,1299,-4.5,94.8,102.1,99.1,111.4,1
