Spread,Oeff1,Deff1,Oeff2,Deff2,Result
+19.5,93.6,115.6,104.7,105.3,0
-32.0,93.6,115.6,113.5,99.3,0
-19.5,99.1,116.1,115.2,101.3,0
-21.5,100.3,112.6,123.9,100.5,0
+6.0,93.6,115.6,NaN,NaN,0
-30.0,95.9,113.1,113.4,97.6,0
-32.0,95.9,113.1,112.5,94.2,0
-26.0,99.1,116.1,110.0,100.5,0
-13.5,95.9,113.1,105.6,113.1,0
-4.5,99.1,116.1,94.3,113.2,1
+2.5,93.6,115.6,90.4,110.2,0
-5.5,95.9,113.1,103.3,112.8,0
-1.5,95.9,113.1,95.7,114.7,1
-14.5,99.1,116.1,105.4,99.4,0
-2.5,99.1,116.1,NaN,NaN,1
-4.0,100.3,112.6,100.4,105.5,0
-7.0,100.3,112.6,96.4,100.8,1
-4.5,100.3,112.6,NaN,NaN,1
-5.5,93.2,107.7,NaN,NaN,0
-6.0,106.6,116.1,93.4,110.6,0
-2.5,98.5,108.0,97.1,109.8,0
-1.0,89.3,108.7,NaN,NaN,0
-7.0,92.4,106.8,99.3,100.6,0
-6.5,92.4,106.8,100.0,101.0,1
