Spread,Oeff1,Deff1,Oeff2,Deff2,Result
-7.5,103.0,109.1,95.4,102.7,1
-8.0,103.0,109.1,99.7,102.7,1
-8.5,103.0,109.1,110.8,109.7,0
-14.5,103.0,109.1,112.2,97.2,0
-8.5,103.0,109.1,103.9,106.4,0
-2.5,103.0,109.1,100.7,97.2,0
-5.0,103.0,109.1,103.1,109.5,1
-2.5,103.0,109.1,102.9,112.5,1
+1.5,108.6,109.2,104.6,99.9,0
+4.5,108.6,109.2,109.3,104.2,1
-2.5,108.6,109.2,105.8,108.7,0
-8.5,108.6,109.2,107.0,99.5,0
-4.0,108.6,109.2,100.8,112.7,1
-1.5,108.6,109.2,105.7,115.8,0
-12.5,108.6,109.2,95.7,108.1,1
-8.0,108.6,109.2,103.2,108.8,0
-2.5,108.6,109.2,111.0,109.1,0
-8.0,105.0,102.7,97.3,111.0,1
-8.5,105.0,102.7,109.0,99.8,0
-10.5,105.0,102.7,106.4,110.0,1
+2.0,105.0,102.7,106.2,99.6,1
-5.5,105.0,102.7,96.0,104.6,1
-4.0,105.0,102.7,98.7,109.0,1
+2.0,105.0,102.7,106.5,96.3,1
-1.5,103.0,109.1,98.4,107.9,0
-3.5,103.0,109.1,98.3,105.3,0
-7.0,103.0,109.1,107.7,107.4,0
-7.5,103.0,109.1,110.8,102.7,0
-12.0,103.0,109.1,105.8,105.2,1
+2.5,108.6,109.2,107.6,106.9,0
-4.0,108.6,109.2,110.5,110.0,1
-5.0,108.6,109.2,104.1,112.7,0
-9.0,108.6,109.2,114.0,110.5,0
-1.5,105.0,102.7,100.3,100.0,1
-2.5,105.0,102.7,110.2,107.9,0
-9.5,105.0,102.7,112.7,99.7,0
-14.0,105.0,102.7,94.8,109.0,1
-7.5,101.1,102.1,98.7,112.0,1
-3.5,101.1,102.1,99.9,105.7,0
-15.5,101.1,102.1,100.9,116.6,1
-8.0,101.1,102.1,96.0,105.7,1
-2.0,103.0,109.1,98.6,107.9,1
-10.5,103.0,109.1,106.2,117.3,1
+7.0,103.0,109.1,105.6,99.9,1
-2.5,103.0,109.1,102.3,114.5,0
-22.0,103.0,109.1,100.9,93.7,0
-9.5,103.0,109.1,99.6,102.3,1
-7.5,103.0,109.1,101.5,100.9,0
-2.5,108.6,109.2,110.6,111.5,1
-23.0,108.6,109.2,113.4,88.8,0
-2.0,108.6,109.2,99.4,99.8,1
-19.0,108.6,109.2,117.1,94.6,0
-7.0,108.6,109.2,107.4,111.0,1
+14.5,105.0,102.7,110.2,88.9,0
-9.5,105.0,102.7,114.5,100.6,1
-5.0,105.0,102.7,116.5,104.5,0
-3.0,105.0,102.7,105.9,100.7,1
+2.0,101.1,102.1,111.2,102.3,0
-9.5,103.0,109.1,100.7,97.2,0
-1.5,103.0,109.1,103.1,109.5,0
+3.5,103.0,109.1,103.9,106.4,1
+7.5,103.0,109.1,112.2,97.2,0
-2.0,103.0,109.1,110.8,109.7,0
-5.5,103.0,109.1,93.0,108.5,1
-12.0,103.0,109.1,107.9,100.9,0
-9.0,108.6,109.2,109.3,104.2,0
-6.5,108.6,109.2,104.6,99.9,1
-2.5,108.6,109.2,105.8,108.7,1
-1.0,108.6,109.2,107.0,99.5,0
+1.5,108.6,109.2,111.0,109.1,0
-2.5,108.6,109.2,102.6,107.6,0
-7.5,108.6,109.2,97.9,116.9,1
-10.0,105.0,102.7,96.0,104.6,1
-11.5,105.0,102.7,98.7,109.0,1
-4.0,105.0,102.7,102.3,101.7,0
-4.0,105.0,102.7,104.9,101.9,0
-4.0,105.0,102.7,96.3,104.3,0
-12.0,105.0,102.7,102.0,105.6,0
-9.5,105.0,102.7,98.6,105.2,1
-2.0,101.1,102.1,94.9,104.3,1
-4.5,103.0,109.1,95.4,102.7,0
+3.0,103.0,109.1,107.8,107.1,1
-10.5,103.0,109.1,96.3,110.8,1
-4.0,108.6,109.2,107.0,99.5,0
-7.0,108.6,109.2,109.3,104.2,1
-8.0,108.6,109.2,100.8,112.7,1
-2.0,108.6,109.2,104.6,103.7,1
-12.0,108.6,109.2,96.5,110.3,1
-3.0,105.0,102.7,104.9,101.9,0
-8.0,105.0,102.7,96.3,104.3,1
-9.0,105.0,102.7,106.5,96.3,0
-4.5,105.0,102.7,109.9,108.0,1
+3.5,101.1,102.1,NaN,NaN,0
-9.5,101.1,102.1,115.6,104.3,0
-1.5,101.1,102.1,NaN,NaN,1
-1.0,101.1,102.1,105.9,110.3,0
-20.5,101.8,102.2,112.7,87.5,0
-2.5,101.8,102.2,101.6,102.9,1
-3.5,101.8,102.2,98.8,97.1,1
-2.0,101.8,102.2,99.1,101.4,1
-12.0,101.8,102.2,NaN,NaN,1
+7.0,101.8,102.2,107.3,92.5,0
-26.5,97.8,100.5,122.2,89.6,0
-3.5,97.8,100.5,NaN,NaN,1
-3.0,97.8,100.5,100.7,100.3,1
