Team,Opponent,Spread,TeamOeff,TeamDeff,OppOeff2,OppDeff2,Result
1294,1186,-2.5,107.4,101.3,108.3,104.8,0
1294,1225,-4.5,107.4,101.3,109.5,105.8,1
1294,1315,-7.0,107.4,101.3,103.4,109.6,1
1294,1226,-11.0,107.4,101.3,103.6,109.1,1
1294,1451,-5.0,107.4,101.3,107.1,106.0,0
1294,1285,-7.5,107.4,101.3,110.1,99.3,0
1294,1286,-3.0,107.4,101.3,102.4,111.6,0
1294,1413,-5.5,107.4,101.3,104.7,101.1,0
1294,1379,-3.0,107.4,101.3,105.7,110.6,1
1294,1377,-8.5,107.4,101.3,110.0,98.8,1
1294,1464,-5.0,107.4,101.3,101.4,116.5,1
1294,1337,-1.0,107.4,101.3,105.7,114.5,1
1294,1413,-7.0,107.4,101.3,104.7,101.1,0
1294,1160,-10.5,107.4,101.3,105.4,99.7,0
1294,1225,-3.5,107.4,101.3,109.5,105.8,1
1294,1186,-5.0,107.4,101.3,108.3,104.8,1
1294,1424,-14.0,107.4,101.3,111.7,105.2,0
1294,1461,-9.5,107.4,101.3,105.9,100.8,1
1294,1176,-5.5,107.4,101.3,103.0,106.9,1
1294,1315,-5.0,107.4,101.3,103.4,109.6,1
1294,1381,-12.0,107.4,101.3,102.7,110.1,1
1294,1319,-15.5,107.4,101.3,93.9,109.5,1
1294,1451,-2.5,107.4,101.3,107.1,106.0,0
1294,1226,-6.5,107.4,101.3,103.6,109.1,1
1294,1286,-9.5,107.4,101.3,102.4,111.6,1
1294,1285,+2.0,107.4,101.3,110.1,99.3,0
1294,1285,-3.5,107.4,101.3,110.1,99.3,0
1294,1451,-2.0,107.4,101.3,107.1,106.0,1
1294,1319,-13.0,107.4,101.3,93.9,109.5,1
1294,1170,-7.5,107.4,101.3,100.2,110.6,0
1294,1340,-1.5,107.4,101.3,108.6,107.9,1
