Spread,Oeff1,Deff1,Oeff2,Deff2,Result
-3.5,100.4,110.4,96.1,107.8,1
-5.5,100.4,110.4,99.9,103.8,0
-32.0,97.7,109.5,115.6,94.8,0
-13.0,100.4,110.4,88.9,118.1,1
-7.5,100.4,110.4,98.9,108.1,0
+6.0,100.4,110.4,107.0,101.7,0
+1.5,100.4,110.4,105.2,110.2,1
-12.5,100.4,110.4,106.1,101.6,0
-2.0,100.4,110.4,96.1,107.8,1
-12.0,100.4,110.4,107.4,102.5,1
+1.5,100.2,113.0,100.7,106.8,0
-5.0,97.7,109.5,107.6,111.4,0
+6.0,98.5,115.9,106.1,111.0,0
-8.0,97.8,110.9,98.0,99.6,0
-3.5,97.8,110.9,94.9,117.8,1
-9.5,97.8,105.5,104.1,98.9,0
+1.5,100.5,99.7,100.9,98.4,0
