Spread,Oeff1,Deff1,Oeff2,Deff2,Result
-1.0,113.0,102.5,101.5,99.3,1
-1.5,113.0,102.5,111.2,101.0,1
-5.0,113.0,102.5,107.2,95.8,0
-1.5,113.0,102.5,113.1,98.7,0
-6.5,113.0,102.5,111.3,95.5,0
+6.5,113.0,102.5,117.0,93.9,1
-9.5,113.0,102.5,101.5,99.3,1
-2.5,113.0,102.5,105.0,99.8,0
+2.5,113.0,102.5,122.3,99.2,1
-11.5,116.1,95.9,111.1,100.1,1
-5.5,116.1,95.9,116.2,95.9,0
-2.5,116.1,95.9,116.9,93.1,1
-22.0,116.1,95.9,97.5,108.1,1
-7.0,116.1,95.9,114.6,100.5,1
-9.0,116.1,95.9,123.4,95.5,1
-13.5,116.1,95.9,110.4,101.6,1
-9.0,116.1,95.9,116.9,93.1,1
+5.5,114.2,95.1,129.0,95.2,0
-1.5,114.2,95.1,110.9,97.0,0
-10.0,114.2,95.1,129.0,95.2,0
-1.5,114.2,95.1,115.6,94.8,1
-11.5,113.0,102.5,118.1,98.4,0
-4.0,113.0,102.5,107.0,101.0,0
+12.0,113.0,102.5,112.2,88.0,0
-2.0,113.0,102.5,109.4,95.8,0
-5.0,116.1,95.9,111.3,88.7,1
+1.5,116.1,95.9,120.6,104.0,0
-1.5,116.1,95.9,106.6,94.0,0
-4.0,116.1,95.9,108.0,100.1,1
-17.5,114.2,95.1,102.8,104.0,1
-16.0,114.2,95.1,100.5,96.4,1
-2.5,114.2,95.1,107.0,94.2,0
+4.0,114.2,95.1,112.4,93.4,0
-19.5,114.2,95.1,103.8,102.4,1
-3.0,120.2,99.8,116.3,92.6,0
-9.0,120.2,99.8,105.3,99.3,1
-6.5,120.2,99.8,112.9,99.8,1
-14.5,113.0,102.5,117.0,93.9,0
-28.0,113.0,102.5,94.2,114.3,1
-11.0,113.0,102.5,103.6,103.5,1
-2.0,113.0,102.5,97.6,97.6,1
+6.0,113.0,102.5,119.7,96.3,1
-20.0,113.0,102.5,100.9,115.4,1
-11.0,113.0,102.5,108.6,109.0,0
-2.5,116.1,95.9,123.4,95.5,1
-20.0,116.1,95.9,108.5,111.6,1
-15.5,116.1,95.9,104.1,112.7,1
-8.0,116.1,95.9,121.2,100.3,0
-18.0,116.1,95.9,101.2,107.1,1
-5.5,116.1,95.9,113.1,98.9,1
-7.0,114.2,95.1,115.6,94.8,1
-3.5,114.2,95.1,116.3,95.3,0
-5.5,114.2,95.1,119.0,97.5,0
-33.0,114.2,95.1,92.9,117.3,1
-7.5,114.2,95.1,119.1,95.3,1
-14.5,120.2,99.8,108.8,96.1,1
-7.0,113.0,102.5,113.1,98.7,1
-4.5,113.0,102.5,107.2,95.8,0
-7.0,113.0,102.5,111.4,95.9,0
-7.0,113.0,102.5,109.7,93.7,0
-4.5,113.0,102.5,105.0,99.8,1
-4.0,116.1,95.9,107.0,97.0,0
-6.5,116.1,95.9,110.1,93.6,0
-9.0,116.1,95.9,103.4,100.8,0
-19.5,116.1,95.9,101.5,104.3,1
-3.0,116.1,95.9,121.7,98.7,0
-9.0,116.1,95.9,106.9,103.0,1
-15.5,116.1,95.9,103.4,100.8,1
-3.5,114.2,95.1,105.3,97.2,1
-8.0,114.2,95.1,108.3,96.7,1
-1.5,114.2,95.1,99.6,95.0,1
-14.5,114.2,95.1,98.7,101.1,1
-6.5,114.2,95.1,107.8,103.2,0
-7.0,114.2,95.1,112.7,99.7,0
-6.5,114.2,95.1,111.3,95.7,1
-2.0,114.2,95.1,110.0,100.5,1
-4.0,120.2,99.8,107.8,96.2,0
-2.5,113.0,102.5,114.5,97.0,0
-11.0,113.0,102.5,104.2,102.7,1
+2.5,113.0,102.5,116.1,101.6,0
-7.0,113.0,102.5,104.5,97.2,1
-12.0,113.0,102.5,115.1,92.1,1
-6.0,116.1,95.9,122.8,90.8,0
-7.0,116.1,95.9,107.0,98.1,1
-10.5,116.1,95.9,106.9,103.0,0
-1.5,116.1,95.9,114.6,100.5,1
-4.0,116.1,95.9,121.7,98.7,0
-6.0,114.2,95.1,121.7,93.9,0
-2.5,114.2,95.1,119.7,104.7,1
-8.5,114.2,95.1,105.3,97.2,0
-11.5,114.2,95.1,107.8,103.2,1
-3.0,114.2,95.1,119.8,106.0,1
-2.0,120.2,99.8,117.9,94.2,0
-13.5,120.2,99.8,98.3,94.9,0
-11.5,120.2,99.8,106.5,93.4,0
-4.5,120.2,99.8,118.6,94.7,0
-15.0,120.2,99.8,108.4,100.5,1
-3.5,109.8,91.9,107.5,92.0,1
-8.5,109.8,91.9,106.7,94.4,1
-11.0,109.8,91.9,103.0,95.7,1
-6.0,109.8,91.9,112.6,88.5,0
-10.0,109.8,91.9,104.5,101.2,1
-13.0,109.8,91.9,102.1,99.1,1
-4.5,109.8,91.9,110.6,94.8,1
-13.5,109.8,91.9,120.8,91.5,0
-8.0,111.6,104.4,114.2,102.4,0
-2.5,109.8,91.9,114.3,96.4,0
-3.5,109.8,91.9,107.1,93.4,1
