Team,Opponent,Spread,TeamOeff,TeamDeff,OppOeff2,OppDeff2,Result
1173,1387,+2.0,108.6,108.6,102.4,100.3,0
1173,1172,-1.5,108.6,108.6,117.4,102.5,1
1173,1348,+3.5,108.6,108.6,111.7,97.3,0
1173,1386,+1.5,108.6,108.6,105.7,100.7,0
1173,1433,-3.0,108.6,108.6,106.4,104.1,1
1173,1350,-2.5,108.6,108.6,107.6,108.4,1
1173,1269,-8.0,108.6,108.6,106.7,110.8,0
1173,1382,+1.5,108.6,108.6,112.3,101.1,1
1173,1120,+4.0,108.6,108.6,118.2,97.5,0
1173,1103,-9.0,108.6,108.6,102.1,110.3,1
1173,1330,+2.0,108.6,108.6,108.7,97.4,0
1173,1325,-3.5,108.6,108.6,100.8,103.8,1
1173,1220,-3.0,108.6,108.6,111.2,110.4,0
1173,1123,-6.0,108.6,108.6,103.6,103.8,1
1173,1182,-3.0,108.6,108.6,104.9,108.5,0
1173,1447,-10.0,108.6,108.6,103.8,103.9,1
1173,,+9.0,108.6,108.6,113.5,102.1,0
1173,1209,-6.0,108.6,108.6,109.0,101.8,1
1173,1335,-6.5,108.6,108.6,103.5,99.8,0
1173,1399,-9.0,108.6,108.6,98.8,103.9,1
1173,1280,+9.5,108.6,108.6,109.6,97.2,0
1173,1247,+3.0,108.6,108.6,105.1,104.1,0
1173,1348,+10.5,108.6,108.6,111.7,97.3,0
1173,1387,-5.0,108.6,108.6,102.4,100.3,1
1173,1200,-12.5,108.6,108.6,94.7,106.4,1
1173,1206,-4.5,108.6,108.6,102.4,107.6,0
1173,1433,+3.0,108.6,108.6,106.4,104.1,0
1173,1182,-8.0,108.6,108.6,104.9,108.5,1
1173,1269,-2.0,108.6,108.6,106.7,110.8,0
1173,1433,+1.5,108.6,108.6,106.4,104.1,0
1173,1203,-5.5,108.6,108.6,103.7,106.4,1
