Team,Opponent,Spread,TeamOeff,TeamDeff,OppOeff2,OppDeff2,Result
1239,1316,+2.5,102.3,111.9,101.8,109.5,0
1239,,-4.0,102.3,111.9,100.9,93.7,0
1239,1252,-1.5,100.2,110.1,101.5,111.6,0
1239,1195,+12.5,96.3,116.1,101.6,103.6,0
1239,1273,+14.0,103.2,116.8,110.8,102.4,0
1239,1367,+6.0,95.8,107.9,103.0,105.3,0
1239,1374,+6.0,98.8,98.0,103.5,103.1,0
1239,1187,+7.0,98.8,98.0,105.3,103.9,1
1239,1316,-5.0,98.8,98.0,99.7,104.5,0
1239,1403,+8.5,102.2,99.5,108.8,97.6,0
1239,1113,+14.5,102.2,99.5,110.0,94.8,1
1239,1273,-3.0,102.2,99.5,107.8,111.2,0
1239,1316,-9.5,102.2,99.5,91.8,102.3,1
1239,1196,+14.5,108.2,104.4,115.1,98.9,0
1239,1190,-1.0,108.2,104.4,106.4,100.7,0
1239,1125,+7.0,102.1,107.1,109.7,106.2,0
