Spread,Oeff1,Deff1,Oeff2,Deff2,Result
-14.0,105.5,116.5,109.6,108.2,0
-13.0,105.5,116.5,107.7,104.5,0
+6.5,105.5,116.5,107.8,107.5,0
-26.5,105.5,116.5,106.6,102.3,0
-5.5,105.5,116.5,97.6,113.8,1
+14.5,105.5,116.5,108.0,96.9,0
-15.0,105.5,116.5,109.9,108.4,1
-6.0,103.1,117.6,97.0,111.2,1
+2.0,103.1,117.6,102.2,107.5,0
-13.0,103.1,117.6,107.7,106.8,0
-9.0,103.1,117.6,101.5,104.4,1
+8.0,103.1,117.6,105.0,106.0,1
+4.0,103.1,117.6,106.3,108.5,0
+9.0,103.1,117.6,105.8,107.5,0
-10.5,103.1,117.6,103.0,108.2,0
+12.5,103.1,117.6,107.5,101.0,0
-13.0,103.2,121.8,105.6,105.5,0
-8.5,103.2,121.8,98.4,109.2,0
-13.0,103.2,121.8,103.2,107.5,0
-3.0,103.2,121.8,98.3,111.5,0
+8.0,103.2,121.8,105.2,98.5,1
-26.5,105.5,116.5,111.9,109.1,0
-31.5,105.5,116.5,119.7,96.3,0
-21.5,105.5,116.5,106.2,98.9,0
-9.0,103.1,117.6,105.0,109.3,1
-29.5,103.1,117.6,118.0,100.7,0
-20.0,103.2,121.8,105.6,99.3,0
+9.5,103.2,121.8,108.1,111.2,0
+5.0,103.2,121.8,98.4,109.2,0
-18.5,96.3,118.5,110.6,107.2,0
-21.5,96.3,118.5,106.6,101.6,0
-15.0,105.5,116.5,107.0,101.7,0
+8.5,105.5,116.5,107.7,104.5,0
-31.5,105.5,116.5,117.3,103.5,0
-8.0,103.1,117.6,105.8,108.7,0
+8.5,103.1,117.6,98.6,94.4,0
-15.5,103.1,117.6,99.1,106.0,0
-24.0,103.2,121.8,116.6,94.9,0
-13.0,103.2,121.8,106.3,107.2,0
+3.0,103.2,121.8,105.6,105.5,0
-10.5,103.2,121.8,96.1,105.5,0
+10.0,96.3,118.5,98.1,100.9,0
-24.5,96.3,118.5,108.8,96.1,0
+8.0,105.5,116.5,106.6,102.3,1
-13.5,105.5,116.5,107.8,107.5,1
-6.0,105.5,116.5,90.0,105.1,0
+8.0,105.5,116.5,109.6,108.2,0
-3.5,105.5,116.5,97.6,113.8,0
-21.5,105.5,116.5,108.0,96.9,0
+10.0,105.5,116.5,107.0,101.7,0
+6.0,105.5,116.5,109.9,108.4,0
-3.5,103.1,117.6,97.0,111.2,0
-10.5,103.1,117.6,102.2,107.5,0
+4.0,103.1,117.6,101.5,104.4,0
+6.5,103.1,117.6,107.7,106.8,0
-13.5,103.1,117.6,106.3,108.5,0
-12.0,103.1,117.6,105.0,106.0,0
+3.0,103.1,117.6,103.0,108.2,0
-15.0,103.1,117.6,105.8,107.5,0
-19.0,103.1,117.6,107.5,101.0,0
+5.0,103.2,121.8,101.9,107.5,0
+7.0,103.2,121.8,103.2,107.5,1
-15.5,103.2,121.8,105.2,98.5,0
-5.5,103.2,121.8,98.3,111.5,1
-11.0,105.5,116.5,107.7,104.5,0
-3.0,105.5,116.5,90.0,105.1,1
-9.5,103.1,117.6,105.8,107.5,0
+2.0,103.2,121.8,98.3,111.5,0
-13.0,96.3,118.5,100.6,102.6,0
-6.0,96.3,118.5,93.9,108.9,1
+5.5,96.3,118.5,98.3,110.4,1
-7.5,98.4,119.2,101.6,109.0,0
-12.0,98.4,119.2,89.2,96.7,0
-7.0,92.6,110.6,100.7,107.3,0
-4.0,100.9,111.6,104.3,110.9,0
-3.0,100.3,102.3,110.1,104.0,0
-3.0,100.3,102.3,100.5,109.0,1
-10.0,102.6,105.3,105.0,98.0,0
-3.5,102.6,105.3,101.4,108.8,0
-6.5,102.6,105.3,98.0,112.7,1
-14.5,94.9,115.9,106.7,106.9,0
-14.5,94.9,115.9,106.7,110.8,0
-16.0,91.0,115.4,109.9,105.0,0
-11.0,91.0,115.4,102.6,108.7,1
-9.5,90.7,106.5,102.0,103.8,0
-8.0,86.7,110.8,99.0,107.7,0
-8.0,89.8,104.0,103.5,104.2,0
-10.0,89.8,104.0,104.2,108.0,0
-1.5,105.3,104.6,101.5,97.8,0
