Spread,Oeff1,Deff1,Oeff2,Deff2,Result
-14.0,99.7,102.7,110.8,109.7,1
-8.0,99.7,102.7,103.0,109.1,0
-3.0,99.7,102.7,95.4,102.7,1
-1.5,99.7,102.7,98.6,107.9,1
-1.5,99.7,102.7,102.9,112.5,1
-2.0,99.7,102.7,93.0,108.5,0
-15.0,99.7,102.7,107.9,100.9,0
-2.0,99.7,102.7,95.4,102.7,0
-8.5,102.6,107.6,104.6,103.7,0
-3.5,102.6,107.6,96.5,110.3,0
-6.0,102.6,107.6,103.2,108.8,0
-8.0,102.6,107.6,95.7,108.1,1
-6.0,102.6,107.6,97.9,116.9,0
-11.0,102.6,107.6,109.3,104.2,0
-9.0,102.6,107.6,104.6,99.9,0
-9.0,102.6,107.6,100.8,112.7,1
-7.0,102.6,107.6,105.7,115.8,1
-10.0,106.2,99.6,102.3,101.7,1
-11.5,106.2,99.6,104.9,101.9,1
-13.0,106.2,99.6,96.3,104.3,0
-2.0,106.2,99.6,105.0,102.7,0
-9.0,106.2,99.6,106.4,110.0,1
-17.5,106.2,99.6,97.3,111.0,1
-5.5,99.7,102.7,106.6,99.3,0
+4.0,99.7,102.7,107.1,106.8,1
+10.0,99.7,102.7,120.9,104.7,0
-4.0,102.6,107.6,112.3,110.2,1
-1.5,102.6,107.6,107.2,104.4,1
-8.0,102.6,107.6,99.5,103.9,1
-3.5,106.2,99.6,108.8,103.8,0
-6.5,106.2,99.6,116.6,97.1,1
-7.5,106.2,99.6,107.4,106.9,1
-8.0,106.2,99.6,107.4,100.8,1
-9.5,106.2,99.6,109.1,110.8,1
-14.0,105.3,99.3,119.3,94.7,0
-9.0,105.3,99.3,120.2,99.8,0
+7.0,105.3,99.3,117.9,94.2,1
-4.0,105.3,99.3,110.5,107.0,1
+4.5,99.7,102.7,101.8,100.0,0
-8.5,99.7,102.7,NaN,NaN,0
-13.5,99.7,102.7,95.1,110.4,0
-11.5,99.7,102.7,106.5,103.1,0
-4.5,102.6,107.6,102.6,107.2,1
-6.5,102.6,107.6,105.6,113.1,0
-3.0,102.6,107.6,103.3,97.2,0
-7.0,102.6,107.6,103.7,105.9,0
-1.5,102.6,107.6,106.9,99.5,0
-4.5,102.6,107.6,103.3,97.2,0
-10.0,106.2,99.6,107.4,102.3,1
-27.5,106.2,99.6,92.9,117.3,1
+5.5,106.2,99.6,119.9,87.5,0
-4.0,106.2,99.6,107.4,100.8,0
-5.5,106.2,99.6,111.6,101.6,0
-3.5,105.3,99.3,110.6,107.7,1
-11.5,105.3,99.3,94.1,103.2,1
-2.0,99.7,102.7,102.9,112.5,1
-1.0,99.7,102.7,98.6,107.9,1
-8.0,99.7,102.7,107.8,107.1,1
-4.0,99.7,102.7,96.3,110.8,1
-8.0,99.7,102.7,93.0,108.5,1
+6.5,99.7,102.7,107.9,100.9,0
+11.0,99.7,102.7,112.2,97.2,1
+6.5,99.7,102.7,103.9,106.4,1
-6.0,102.6,107.6,105.8,108.7,0
-7.5,102.6,107.6,107.0,99.5,0
-1.5,102.6,107.6,104.6,103.7,1
-9.5,102.6,107.6,96.5,110.3,1
-2.5,102.6,107.6,95.7,108.1,1
-4.0,102.6,107.6,103.2,108.8,1
-2.5,102.6,107.6,108.6,109.2,1
+2.0,102.6,107.6,111.0,109.1,1
-11.0,106.2,99.6,97.3,111.0,0
-5.5,106.2,99.6,109.0,99.8,0
-11.0,106.2,99.6,106.4,110.0,1
-4.0,106.2,99.6,106.5,96.3,1
-8.0,106.2,99.6,109.9,108.0,1
-7.5,106.2,99.6,96.0,104.6,1
-8.0,106.2,99.6,98.7,109.0,1
-9.0,99.7,102.7,112.2,97.2,0
+1.5,99.7,102.7,107.8,107.1,1
-5.5,99.7,102.7,103.1,109.5,1
+4.0,99.7,102.7,100.7,97.2,0
-5.5,102.6,107.6,111.0,109.1,0
-2.5,102.6,107.6,103.2,108.8,1
-12.0,102.6,107.6,97.9,116.9,1
-5.5,106.2,99.6,116.5,104.5,0
-5.0,106.2,99.6,102.3,101.7,0
-11.5,106.2,99.6,96.0,104.6,1
-13.0,106.2,99.6,102.0,105.6,1
-11.5,106.2,99.6,98.6,105.2,1
-5.5,105.3,99.3,110.2,105.2,0
-2.5,105.3,99.3,110.9,99.4,0
-11.5,105.3,99.3,106.0,111.8,1
-9.5,105.3,99.3,100.9,115.6,1
-4.5,105.3,99.3,99.4,104.9,1
-2.5,103.7,98.5,110.4,98.2,0
-7.0,103.7,98.5,108.0,108.8,1
-1.5,103.7,98.5,100.8,102.1,1
+3.0,103.7,98.5,107.3,91.0,0
-10.5,103.7,98.5,96.0,113.4,1
-16.0,102.0,99.4,114.2,92.3,0
-3.5,102.0,99.4,105.6,107.9,1
-2.0,102.0,99.4,98.0,100.9,0
-6.5,105.0,94.6,111.9,97.2,0
-5.0,105.0,94.6,104.5,97.6,0
-9.0,108.2,98.4,106.1,101.2,0
-10.0,108.2,98.4,106.1,101.2,1
