Spread,Oeff1,Deff1,Oeff2,Deff2,Result
-7.5,98.7,102.9,95.2,108.1,1
+3.5,98.7,102.9,109.7,100.3,0
-7.5,98.7,102.9,99.9,103.4,1
+6.5,98.7,102.9,109.1,100.5,0
-9.5,98.7,102.9,99.0,118.5,1
-12.0,98.7,102.9,108.9,88.1,0
-10.0,101.2,107.7,104.8,95.6,1
-3.5,104.5,103.5,102.2,107.8,1
-8.5,104.5,103.5,113.9,106.8,0
-21.0,104.5,103.5,112.6,94.2,0
-4.0,98.7,102.9,101.7,103.4,0
-16.0,104.5,103.5,123.9,100.5,0
-5.5,98.7,102.9,98.4,104.2,1
-10.5,98.7,102.9,109.7,100.3,0
-12.0,97.1,108.5,104.9,107.6,0
-2.0,98.7,102.9,99.9,103.4,0
-22.5,97.1,108.5,119.1,96.4,0
-2.0,97.1,108.5,100.5,106.3,1
-10.0,97.1,108.5,104.9,107.6,1
-9.0,97.1,108.5,99.5,107.0,1
-13.5,97.1,108.5,105.6,106.5,1
-4.5,97.1,108.5,NaN,NaN,1
-5.0,101.2,107.7,105.8,108.6,0
-5.5,101.2,107.7,NaN,NaN,1
-4.5,104.5,103.5,102.8,101.5,0
-2.5,104.5,103.5,101.1,100.5,1
-4.5,104.5,103.5,103.4,98.9,0
-9.5,104.5,103.5,98.0,104.1,1
-6.5,99.0,105.5,106.0,106.2,0
-5.5,101.6,106.9,103.0,108.2,0
-4.0,102.2,109.4,104.1,111.8,0
-5.0,102.2,109.4,98.0,105.9,1
-5.0,98.7,100.1,105.3,100.6,0
-7.5,103.0,95.6,109.8,88.8,0
-3.0,103.0,95.6,106.6,99.7,1
-7.5,100.3,96.3,105.7,93.1,0
