Team,Opponent,Spread,TeamOeff,TeamDeff,OppOeff2,OppDeff2,Result
1310,1351,+1.0,101.4,109.3,100.9,104.6,1
1310,1264,-3.0,101.4,109.3,97.0,107.6,0
1310,1145,+4.5,101.4,109.3,108.7,109.9,1
1310,1389,-8.0,101.4,109.3,102.5,95.9,1
1310,1265,-5.0,101.4,109.3,100.7,114.3,0
1310,1284,+10.5,101.4,109.3,109.1,100.5,0
1310,1264,-6.0,101.4,109.3,97.0,107.6,0
1310,1351,-8.5,101.4,109.3,100.9,104.6,0
1310,1373,+5.0,101.4,109.3,106.2,106.3,1
1310,1346,-2.5,101.4,109.3,101.6,113.0,0
1310,1346,-2.5,94.1,108.2,91.9,103.8,0
1310,1265,-5.0,94.1,108.2,102.0,116.0,1
1310,1373,+8.0,94.1,108.2,108.1,104.5,0
1310,1145,+4.5,94.1,108.2,108.1,114.4,0
1310,1264,-7.0,94.1,108.2,98.8,106.6,0
1310,1193,-8.0,94.1,108.2,103.8,107.9,0
1310,1264,+2.0,94.1,108.2,98.8,106.6,1
1310,1389,+2.5,94.1,108.2,96.7,102.0,1
1310,1233,-16.0,94.1,108.2,110.5,103.4,0
1310,1373,-12.0,94.1,108.2,108.1,104.5,0
1310,1265,-3.5,99.8,111.2,94.6,107.4,0
1310,1233,-14.0,99.8,111.2,113.6,107.4,0
1310,1317,-3.0,101.4,109.3,96.3,110.8,0
1310,1180,+3.5,101.4,109.3,102.9,110.1,1
1310,1353,-12.5,101.4,109.3,101.5,99.3,0
1310,1216,-2.0,101.4,109.3,92.5,110.9,0
1310,1135,-5.5,101.4,109.3,104.1,114.0,0
1310,1138,+6.0,101.4,109.3,105.3,102.2,0
1310,1464,-4.0,94.1,108.2,103.2,113.9,0
1310,1299,-5.5,94.1,108.2,95.7,114.7,1
1310,1436,+7.5,94.1,108.2,107.8,106.6,0
1310,1135,+3.5,94.1,108.2,102.4,111.6,1
1310,1386,-16.0,94.1,108.2,114.3,98.9,0
1310,1330,-18.5,94.1,108.2,107.0,99.5,0
1310,1382,-9.5,99.8,111.2,105.4,100.1,0
1310,1389,-9.0,99.8,111.2,100.0,101.7,1
1310,1338,-25.0,99.8,111.2,113.5,104.8,0
1310,1335,-6.0,101.9,110.7,99.1,106.6,0
1310,1245,-11.0,101.9,110.7,104.1,106.2,0
1310,1441,-1.0,101.9,110.7,103.7,109.5,0
1310,1367,+3.5,101.9,110.7,105.0,104.9,0
1310,1382,-14.0,101.4,109.3,109.0,101.8,0
1310,1464,-6.5,101.4,109.3,102.6,112.9,0
