Spread,Oeff1,Deff1,Oeff2,Deff2,Result
+4.5,102.2,103.3,108.4,100.7,0
-1.0,102.2,103.3,110.6,108.7,1
-10.0,102.2,103.3,109.0,101.8,0
-2.5,102.2,103.3,102.6,102.8,1
-6.5,102.2,103.3,100.6,100.0,0
-2.0,102.2,103.3,110.0,102.8,0
-4.0,102.2,103.3,107.3,104.2,0
-13.5,102.2,103.3,111.5,95.2,0
-3.5,114.3,98.9,108.4,99.0,1
-12.5,114.3,98.9,102.8,103.1,1
-10.5,114.3,98.9,99.2,108.5,1
-11.0,114.3,98.9,100.1,107.7,1
-10.0,114.3,98.9,102.3,102.4,1
-5.0,114.3,98.9,101.5,104.8,1
-3.0,114.3,98.9,108.4,99.0,1
-1.0,114.3,98.9,112.1,95.0,0
-4.5,114.3,98.9,113.6,105.9,1
+3.0,100.3,100.0,119.7,104.7,1
-5.0,100.3,100.0,101.3,95.3,0
-4.5,100.3,100.0,97.7,108.2,0
+1.5,102.2,103.3,108.3,104.3,0
-5.0,102.2,103.3,112.6,107.6,0
-3.5,102.2,103.3,111.1,100.9,0
-5.5,102.2,103.3,108.9,102.5,1
-6.5,102.2,103.3,101.1,107.3,1
-2.5,102.2,103.3,108.8,106.1,1
+1.5,114.3,98.9,107.0,99.5,1
+5.5,114.3,98.9,110.5,93.9,0
-8.5,114.3,98.9,105.9,102.9,1
-16.0,114.3,98.9,94.1,108.2,1
-9.5,114.3,98.9,99.5,106.7,1
+1.5,100.3,100.0,105.0,102.7,0
-22.5,100.3,100.0,121.7,93.9,0
-2.5,100.3,100.0,99.3,106.5,1
-11.5,112.3,99.4,101.6,101.3,1
+3.0,112.3,99.4,110.7,98.5,0
+3.5,112.3,99.4,124.2,102.5,0
-17.0,112.3,99.4,101.6,105.5,1
-4.0,102.2,103.3,107.7,105.3,1
-5.0,102.2,103.3,107.6,93.6,0
-8.5,102.2,103.3,109.0,96.4,1
-6.0,102.2,103.3,102.9,110.1,1
-17.0,102.2,103.3,122.4,92.5,0
-3.0,114.3,98.9,110.6,98.9,1
-6.5,114.3,98.9,104.0,99.4,1
-3.5,114.3,98.9,107.0,98.1,1
-3.5,114.3,98.9,112.3,101.7,1
-3.0,114.3,98.9,112.4,106.7,1
+13.5,114.3,98.9,122.8,90.8,0
-5.0,100.3,100.0,106.0,110.6,0
-8.5,100.3,100.0,94.6,107.4,1
-19.5,100.3,100.0,122.7,92.0,0
+2.0,100.3,100.0,105.3,94.2,1
-4.0,112.3,99.4,105.2,101.8,1
+5.0,112.3,99.4,116.3,92.6,0
-2.0,112.3,99.4,110.7,109.1,0
-3.0,112.3,99.4,101.7,103.6,1
-4.5,102.2,103.3,95.4,105.0,0
+6.0,102.2,103.3,109.0,101.8,0
-6.0,102.2,103.3,110.6,108.7,0
-15.5,102.2,103.3,110.1,96.0,0
-2.0,102.2,103.3,100.6,100.0,0
-15.5,102.2,103.3,111.9,96.3,0
-5.0,102.2,103.3,97.0,100.0,0
-17.0,114.3,98.9,96.9,102.4,1
-7.5,114.3,98.9,102.8,103.1,1
-2.0,114.3,98.9,114.3,107.6,0
-1.0,114.3,98.9,106.6,94.0,1
-17.0,114.3,98.9,99.2,108.5,1
-4.5,114.3,98.9,114.8,101.0,1
-8.0,114.3,98.9,102.3,102.4,1
-6.0,114.3,98.9,113.7,105.1,0
+2.5,100.3,100.0,108.6,96.8,0
-6.0,100.3,100.0,106.5,102.3,1
-2.0,100.3,100.0,105.4,100.1,0
-10.0,100.3,100.0,109.2,95.0,0
-2.0,100.3,100.0,102.0,105.5,0
+2.0,100.3,100.0,103.9,92.2,1
-6.0,100.3,100.0,102.9,106.0,1
-4.0,102.2,103.3,100.6,100.0,0
-3.0,102.2,103.3,101.9,107.3,1
+8.0,102.2,103.3,111.5,95.2,0
-7.0,114.3,98.9,119.1,96.4,0
+3.5,114.3,98.9,111.2,94.1,1
-4.0,114.3,98.9,112.1,95.0,1
-2.5,114.3,98.9,106.6,94.0,1
-2.0,114.3,98.9,114.8,101.0,1
-11.0,114.3,98.9,107.6,106.9,0
-3.5,114.3,98.9,113.7,105.1,0
-3.0,100.3,100.0,105.4,100.1,0
-9.0,100.3,100.0,103.9,92.2,0
-2.0,100.3,100.0,101.3,95.3,1
-5.5,112.3,99.4,113.6,91.5,0
-4.5,112.3,99.4,109.2,89.4,1
-3.5,112.3,99.4,111.2,102.4,1
-1.0,112.3,99.4,113.8,99.6,1
-9.0,112.3,99.4,106.3,100.4,0
-4.0,112.3,99.4,110.8,97.0,0
-3.5,112.3,99.4,111.2,102.4,1
-6.5,109.0,99.6,100.4,94.0,0
-8.0,109.0,99.6,114.0,93.7,0
-1.0,109.0,99.6,106.0,96.4,1
-2.0,109.0,99.6,101.4,97.5,0
-9.0,109.0,99.6,100.5,102.8,1
-14.5,109.0,99.6,100.2,108.0,1
-6.5,110.5,99.6,106.9,97.3,0
