Team,Opponent,Spread,TeamOeff,TeamDeff,OppOeff2,OppDeff2,Result
1369,1122,-1.5,NaN,NaN,106.2,117.3,1
1369,1293,-8.5,NaN,NaN,107.2,109.8,1
1369,1188,-6.5,NaN,NaN,95.0,109.2,1
1369,1404,-5.5,NaN,NaN,NaN,NaN,0
1369,1399,-3.0,NaN,NaN,98.9,107.0,1
1369,1125,-15.0,NaN,NaN,110.8,102.7,0
1369,1398,-11.5,NaN,NaN,100.3,99.7,0
1369,1122,+6.0,NaN,NaN,104.5,109.6,0
1369,1188,-8.0,NaN,NaN,95.2,109.6,1
1369,1404,+8.5,NaN,NaN,NaN,NaN,1
1369,1399,-16.5,NaN,NaN,108.5,111.6,0
1369,1240,+2.0,NaN,NaN,98.3,110.9,0
1369,1184,-13.0,NaN,NaN,107.4,111.0,0
1369,1287,-16.0,NaN,NaN,106.6,102.8,0
1369,1398,-5.5,NaN,NaN,101.5,101.6,0
1369,1122,-1.0,NaN,NaN,94.8,109.0,1
1369,1188,-6.0,NaN,NaN,97.9,104.8,0
1369,1404,-4.5,NaN,NaN,NaN,NaN,0
1369,1399,-4.0,NaN,NaN,104.2,111.1,1
1369,1240,-3.5,NaN,NaN,95.2,108.4,1
1369,1282,-10.5,NaN,NaN,103.0,107.4,0
1369,1133,-4.5,NaN,NaN,98.4,102.7,0
1369,1442,-11.0,NaN,NaN,97.1,108.9,1
1369,1228,-24.0,NaN,NaN,107.2,95.8,0
1369,1258,+3.5,NaN,NaN,103.7,108.9,0
1369,1191,-20.0,NaN,NaN,108.3,97.8,0
1369,1173,-19.0,NaN,NaN,106.6,94.0,0
1369,1132,-8.0,NaN,NaN,105.9,100.7,0
1369,1360,-6.5,NaN,NaN,104.0,98.0,0
1369,1258,-6.0,NaN,NaN,103.0,111.6,0
1369,1408,-8.0,NaN,NaN,99.7,111.1,1
1369,1297,-8.5,NaN,NaN,102.7,116.8,1
1369,1123,-2.0,NaN,NaN,96.5,109.6,0
1369,1237,-4.5,NaN,NaN,96.2,114.3,1
1369,1184,+2.5,NaN,NaN,98.4,107.9,1
1369,1165,-3.5,NaN,NaN,99.7,108.4,0
1369,1152,-6.0,NaN,NaN,92.3,110.9,0
1369,1177,-11.0,NaN,NaN,103.5,104.5,0
1369,1283,-15.5,NaN,NaN,108.3,106.0,0
1369,1297,+3.5,NaN,NaN,106.8,104.9,0
1369,1283,+8.5,NaN,NaN,108.3,106.0,0
1369,1231,-24.0,NaN,NaN,116.1,101.6,0
1369,1125,+13.5,NaN,NaN,114.0,110.5,0
1369,1283,-15.5,NaN,NaN,100.4,105.8,1
1369,1297,-10.5,NaN,NaN,100.7,108.4,0
1369,1279,+16.0,NaN,NaN,111.9,102.0,0
1369,1132,+5.5,NaN,NaN,100.9,106.7,0
1369,1272,-23.0,NaN,NaN,107.5,97.4,0
1369,1356,-13.5,NaN,NaN,107.2,104.4,0
1369,1279,-7.5,NaN,NaN,114.5,100.6,0
1369,1116,-14.0,NaN,NaN,114.7,98.3,0
1369,1283,-4.0,NaN,NaN,98.9,106.5,0
1369,1122,-8.0,NaN,NaN,106.2,117.3,0
1369,1293,+1.0,NaN,NaN,107.2,109.8,1
1369,1183,-4.5,NaN,NaN,100.1,105.0,0
1369,1188,-4.5,NaN,NaN,95.0,109.2,1
1369,1287,+2.0,NaN,NaN,106.7,109.8,0
1369,1240,-5.0,NaN,NaN,105.8,105.2,0
1369,1122,-11.0,NaN,NaN,104.5,109.6,0
1369,1183,+4.0,NaN,NaN,100.5,109.8,0
1369,1188,+2.0,NaN,NaN,95.2,109.6,0
1369,1293,-14.5,NaN,NaN,106.3,106.4,0
1369,1404,-11.5,NaN,NaN,NaN,NaN,0
1369,1183,-10.0,NaN,NaN,100.5,109.8,0
1369,1293,+10.5,NaN,NaN,106.3,106.4,0
1369,1122,-7.0,NaN,NaN,94.8,109.0,1
1369,1183,-3.5,NaN,NaN,100.3,105.2,0
1369,1188,-1.0,NaN,NaN,97.9,104.8,0
1369,1293,+7.0,NaN,NaN,116.5,104.5,0
1369,1404,+1.5,NaN,NaN,NaN,NaN,1
1369,1183,-5.5,NaN,NaN,100.3,105.2,1
1369,1293,-14.0,NaN,NaN,116.5,104.5,0
1369,1122,-9.0,NaN,NaN,99.6,111.2,1
1369,1240,-4.0,NaN,NaN,105.8,105.2,0
1369,1398,+5.0,NaN,NaN,100.3,99.7,1
1369,1287,-4.5,NaN,NaN,104.1,103.1,0
1369,1184,-5.0,NaN,NaN,112.4,108.4,0
1369,1183,-7.5,NaN,NaN,98.7,112.0,1
1369,1293,-1.5,NaN,NaN,109.0,105.8,1
1369,1184,-7.5,NaN,NaN,110.7,105.3,0
1369,1183,-4.5,NaN,NaN,100.0,110.2,1
1369,1293,-10.0,NaN,NaN,105.6,102.3,1
1369,1399,-4.0,NaN,NaN,103.4,105.4,0
1369,1122,-10.5,NaN,NaN,103.6,100.9,0
1369,1184,-7.0,NaN,NaN,102.3,108.9,1
1369,1240,-6.0,NaN,NaN,97.4,115.8,0
1369,1184,-1.0,NaN,NaN,102.8,100.8,0
1369,1293,-7.0,NaN,NaN,108.6,103.9,1
1369,1287,-12.0,NaN,NaN,109.6,108.1,0
1369,1398,-8.5,NaN,NaN,91.0,118.8,1
1369,1261,-13.0,NaN,NaN,NaN,NaN,0
