Spread,Oeff1,Deff1,Oeff2,Deff2,Result
-1.5,98.3,105.2,NaN,NaN,0
-9.5,98.3,105.2,NaN,NaN,0
-2.5,98.3,105.2,109.7,107.6,0
-6.0,98.3,105.2,98.7,105.5,1
-1.5,98.3,105.2,106.3,103.3,0
-1.5,98.3,105.2,101.8,105.4,0
+2.0,98.3,105.2,NaN,NaN,0
-7.5,NaN,NaN,99.9,101.2,1
-15.0,NaN,NaN,105.0,109.3,1
-3.0,NaN,NaN,106.9,99.5,1
-6.5,NaN,NaN,99.5,103.9,1
-7.0,NaN,NaN,100.3,107.8,0
-15.5,NaN,NaN,102.7,110.9,1
-11.0,NaN,NaN,NaN,NaN,1
-5.5,NaN,NaN,NaN,NaN,1
-8.5,NaN,NaN,98.3,109.0,1
-8.0,NaN,NaN,100.5,98.6,0
-3.5,NaN,NaN,96.2,107.0,1
-1.0,NaN,NaN,103.4,105.9,0
-6.5,NaN,NaN,99.8,109.5,1
-1.5,NaN,NaN,101.0,112.2,0
-3.0,NaN,NaN,NaN,NaN,0
-1.0,98.3,105.2,102.0,114.2,0
+4.5,98.3,105.2,109.0,101.8,1
-8.5,98.3,105.2,101.8,106.0,0
-10.5,NaN,NaN,111.2,99.7,1
-3.5,NaN,NaN,103.2,105.9,1
-16.5,NaN,NaN,111.4,101.8,1
-4.0,NaN,NaN,106.0,102.4,1
-5.0,NaN,NaN,98.2,107.9,1
-16.0,NaN,NaN,119.4,102.7,0
-16.0,NaN,NaN,117.9,100.0,0
-13.0,NaN,NaN,105.3,97.0,0
-20.0,NaN,NaN,116.5,88.0,0
-9.0,NaN,NaN,99.1,109.4,1
-8.0,98.3,105.2,NaN,NaN,1
-19.0,98.3,105.2,116.9,89.5,0
-2.5,98.3,105.2,104.4,110.7,0
-12.0,98.3,105.2,95.1,110.4,1
-5.5,98.3,105.2,104.3,102.9,1
-8.0,NaN,NaN,95.8,104.1,1
-4.5,NaN,NaN,113.2,99.4,0
-16.5,NaN,NaN,92.5,113.1,1
-4.0,NaN,NaN,104.5,106.2,1
-5.0,NaN,NaN,98.6,103.5,1
+1.0,NaN,NaN,NaN,NaN,0
-1.5,NaN,NaN,93.7,101.3,1
+10.0,NaN,NaN,104.7,94.6,0
+2.0,NaN,NaN,107.4,102.3,0
+6.5,NaN,NaN,102.6,94.9,0
-6.5,NaN,NaN,98.9,106.5,0
-12.0,NaN,NaN,110.9,99.4,0
-2.5,98.3,105.2,105.2,107.3,1
+2.5,98.3,105.2,103.9,101.5,0
-7.0,98.3,105.2,106.3,103.3,0
-11.5,98.3,105.2,110.6,100.8,0
-2.5,98.3,105.2,101.3,101.7,0
-5.5,98.3,105.2,99.5,109.2,1
-4.5,98.3,105.2,101.8,105.4,0
-12.0,NaN,NaN,99.5,103.9,1
-6.5,NaN,NaN,106.9,99.5,1
-5.5,NaN,NaN,105.0,109.3,1
-4.0,NaN,NaN,99.9,101.2,1
-3.5,NaN,NaN,NaN,NaN,1
-2.0,NaN,NaN,NaN,NaN,0
-15.5,NaN,NaN,95.8,104.1,1
-14.0,NaN,NaN,98.3,109.0,1
-4.0,NaN,NaN,103.4,105.9,0
+7.5,NaN,NaN,111.6,101.3,1
-1.0,NaN,NaN,99.8,109.5,1
-5.5,NaN,NaN,96.2,107.0,1
+1.5,NaN,NaN,100.5,98.6,0
-1.0,NaN,NaN,98.3,107.9,1
-2.5,NaN,NaN,93.7,98.9,1
-3.5,NaN,NaN,NaN,NaN,0
-5.5,98.3,105.2,NaN,NaN,0
-5.5,98.3,105.2,109.7,107.6,0
-1.5,98.3,105.2,98.7,105.5,1
-6.0,NaN,NaN,121.2,100.3,0
-8.0,NaN,NaN,116.9,93.1,1
-2.5,NaN,NaN,NaN,NaN,1
-2.5,NaN,NaN,NaN,NaN,1
-9.5,NaN,NaN,102.7,110.9,0
-14.5,NaN,NaN,100.3,107.8,1
-5.5,NaN,NaN,101.0,112.2,0
-7.5,NaN,NaN,NaN,NaN,0
-5.5,NaN,NaN,106.6,106.0,0
-1.0,NaN,NaN,101.9,108.8,1
-4.5,NaN,NaN,NaN,NaN,0
+2.5,NaN,NaN,106.6,106.0,1
-1.0,NaN,NaN,101.6,102.9,0
+3.0,NaN,NaN,98.8,97.1,1
-3.5,NaN,NaN,97.8,100.5,0
+4.0,NaN,NaN,101.9,100.0,0
-3.5,NaN,NaN,109.0,109.8,1
-4.5,NaN,NaN,98.5,100.7,1
-4.5,NaN,NaN,100.9,103.6,1
-2.0,NaN,NaN,99.8,112.2,1
-1.5,NaN,NaN,109.0,109.8,0
-4.5,NaN,NaN,99.1,102.0,0
-2.0,NaN,NaN,102.8,104.1,0
-5.5,NaN,NaN,102.7,106.2,1
