Nov 30, 2017,CAMBP,85,STETS,78,L,0.0,,0.0,
Nov 27, 2017,STETS,83,WISGB,71,W,0.0,,0.0,
Nov 25, 2017,STETS,58,ND.ST,94,L,0.0,,0.0,
Nov 22, 2017,STETS,81,S.ALA,77,W,0.0,,0.0,
Nov 20, 2017,AVEMAR,53,STETS,87,W,0.0,,0.0,
Nov 18, 2017,SIUED,80,STETS,76,L,0.0,,0.0,
Nov 15, 2017,S.FLA,75,STETS,72,L,0.0,,0.0,
Nov 12, 2017,STETS,70,FLAIN,64,W,0.0,,0.0,
Nov 10, 2017,WEBINT,89,STETS,98,W,0.0,,0.0,
Nov 30, 2016,STETS,45,UCF,81,L,0.0,,0.0,
Nov 26, 2016,STETS,98,FLA&M,90,W,0.0,,0.0,
Nov 25, 2016,RADFD,80,STETS,66,L,-2.5,L,0.0,
Nov 22, 2016,STETS,72,AIRFO,85,L,0.0,,0.0,
Nov 20, 2016,STETS,50,E.CAR,73,L,0.0,,0.0,
Nov 18, 2016,CITDL,116,STETS,112,L,0.0,,0.0,
Nov 14, 2016,FLAIN,67,STETS,82,W,0.0,,0.0,
Nov 11, 2016,WEBINT,62,STETS,78,W,0.0,,0.0,
Nov 30, 2015,STETS,81,FLAIN,75,W,0.0,,0.0,
Nov 27, 2015,E.CAR,93,STETS,73,L,0.0,,0.0,
Nov 26, 2015,BCOOK,70,STETS,83,W,0.0,,0.0,
Nov 23, 2015,FTVAL,72,STETS,101,W,0.0,,0.0,
Nov 20, 2015,STETS,62,W.VA,103,L,0.0,,0.0,
Nov 17, 2015,STETS,93,CITDL,94,L,0.0,,0.0,
Nov 15, 2015,STETS,85,RICHM,108,L,0.0,,0.0,
Nov 29, 2014,FLA&M,50,STETS,62,W,0.0,,0.0,
Nov 28, 2014,STETS,62,NCOLO,82,L,0.0,,0.0,
Nov 26, 2014,STETS,41,WYOM,65,L,0.0,,0.0,
Nov 24, 2014,STETS,68,NMXST,88,L,0.0,,0.0,
Nov 20, 2014,PALMB,85,STETS,96,W,0.0,,0.0,
Nov 18, 2014,FLAIN,53,STETS,52,L,0.0,,0.0,
