Nov 29, 2017,USCUP,70,NCASH,82,L,0.0,,0.0,
Nov 26, 2017,USCUP,74,CAMBP,93,L,0.0,,0.0,
Nov 25, 2017,ABILE,78,USCUP,88,W,0.0,,0.0,
Nov 24, 2017,USCUP,74,BOWLG,83,L,0.0,,0.0,
Nov 20, 2017,PAINE,59,USCUP,79,W,0.0,,0.0,
Nov 18, 2017,CHASO,82,USCUP,72,L,0.0,,0.0,
Nov 14, 2017,USCUP,65,GA,74,L,0.0,,0.0,
Nov 12, 2017,ALLEN,66,USCUP,85,W,0.0,,0.0,
Nov 10, 2017,USCUP,77,MINN,92,L,0.0,,0.0,
Nov 29, 2016,USCUP,83,AUBRN,90,L,0.0,,0.0,
Nov 27, 2016,USCUP,60,COLCH,72,L,0.0,,0.0,
Nov 22, 2016,USCUP,108,CHARL,103,W,0.0,,0.0,
Nov 19, 2016,USCUP,79,CHASO,77,W,0.0,,0.0,
Nov 17, 2016,NCASH,73,USCUP,57,L,0.0,,0.0,
Nov 14, 2016,MHILL,66,USCUP,91,W,0.0,,0.0,
Nov 12, 2016,USCUP,60,GTOWN,105,L,0.0,,0.0,
Nov 30, 2015,TOCCO,54,USCUP,101,W,0.0,,0.0,
Nov 28, 2015,CITDL,88,USCUP,81,L,0.0,,0.0,
Nov 27, 2015,GASOU,84,USCUP,80,L,0.0,,0.0,
Nov 24, 2015,WINTH,79,USCUP,78,L,0.0,,0.0,
Nov 21, 2015,BOBJON,83,USCUP,79,L,0.0,,0.0,
Nov 19, 2015,NAVY,67,USCUP,55,L,0.0,,0.0,
Nov 16, 2015,USCUP,73,PRESB,74,L,0.0,,0.0,
Nov 13, 2015,USCUP,64,TEXAM,104,L,0.0,,0.0,
Nov 29, 2014,WRIGH,56,USCUP,51,L,-7.0,L,0.0,
Nov 28, 2014,FULLR,64,USCUP,79,W,-5.5,W,0.0,
Nov 27, 2014,FLAIN,53,USCUP,68,W,-8.0,W,0.0,
Nov 23, 2014,USCUP,69,UCF,76,L,0.0,,0.0,
Nov 20, 2014,BOBJON,41,USCUP,107,W,0.0,,0.0,
Nov 17, 2014,USCUP,63,NCA&T,46,W,0.0,,0.0,
