Feb 26, 2018,NCCEN,75,SAVAN,85,W,0.0,,0.0,
Feb 24, 2018,SAVAN,92,BCOOK,121,L,0.0,,0.0,
Feb 19, 2018,SAVAN,102,HAMPT,114,L,0.0,,0.0,
Feb 17, 2018,SAVAN,77,NORFK,85,L,0.0,,0.0,
Feb 12, 2018,NCA&T,106,SAVAN,108,W,0.0,,0.0,
Feb 10, 2018,MORGN,94,SAVAN,97,W,0.0,,0.0,
Feb 3, 2018,SC.ST,99,SAVAN,111,W,0.0,,0.0,
Feb 27, 2017,SAVAN,74,NCCEN,73,W,0.0,,0.0,
Feb 25, 2017,SAVAN,110,NCA&T,91,W,0.0,,0.0,
Feb 20, 2017,COPIN,84,SAVAN,83,L,0.0,,0.0,
Feb 18, 2017,SAVAN,75,MORGN,83,L,0.0,,0.0,
Feb 6, 2017,NORFK,92,SAVAN,87,L,0.0,,0.0,
Feb 4, 2017,HAMPT,92,SAVAN,89,L,0.0,,0.0,
Feb 29, 2016,SAVAN,44,NCCEN,61,L,0.0,,0.0,
Feb 27, 2016,SC.ST,64,SAVAN,76,W,0.0,,0.0,
Feb 23, 2016,ALLEN,72,SAVAN,83,W,0.0,,0.0,
Feb 20, 2016,SAVAN,66,HOWRD,56,W,0.0,,0.0,
Feb 13, 2016,SAVAN,60,SC.ST,57,W,0.0,,0.0,
Feb 8, 2016,COPIN,63,SAVAN,72,W,0.0,,0.0,
Feb 6, 2016,MORGN,49,SAVAN,57,W,0.0,,0.0,
Feb 2, 2016,SAVAN,59,BCOOK,62,L,0.0,,0.0,
Feb 28, 2015,SAVAN,68,SC.ST,57,W,0.0,,0.0,
Feb 25, 2015,BCOOK,49,SAVAN,58,W,0.0,,0.0,
Feb 23, 2015,FLA&M,52,SAVAN,63,W,0.0,,0.0,
Feb 21, 2015,HOWRD,50,SAVAN,48,L,0.0,,0.0,
Feb 14, 2015,SC.ST,56,SAVAN,53,L,0.0,,0.0,
Feb 9, 2015,SAVAN,73,COPIN,70,W,0.0,,0.0,
Feb 7, 2015,SAVAN,57,MORGN,67,L,0.0,,0.0,
Feb 22, 2014,SAVAN,75,SC.ST,65,W,0.0,,0.0,
Feb 17, 2014,NCCEN,76,SAVAN,62,L,0.0,,0.0,
