Jan 29, 2018,SC.ST,74,MORGN,59,L,0.0,,0.0,
Jan 22, 2018,DELST,47,MORGN,61,W,0.0,,0.0,
Jan 20, 2018,MORGN,73,COPIN,80,L,0.0,,0.0,
Jan 15, 2018,MORGN,63,NCCEN,77,L,0.0,,0.0,
Jan 13, 2018,MORGN,67,NCA&T,69,L,0.0,,0.0,
Jan 8, 2018,SAVAN,88,MORGN,89,W,0.0,,0.0,
Jan 6, 2018,FLA&M,68,MORGN,87,W,0.0,,0.0,
Jan 3, 2018,MD-ES,82,MORGN,85,W,0.0,,0.0,
Jan 30, 2017,FLA&M,60,MORGN,77,W,0.0,,0.0,
Jan 28, 2017,MORGN,76,COPIN,74,W,0.0,,0.0,
Jan 23, 2017,MORGN,77,SC.ST,75,W,0.0,,0.0,
Jan 21, 2017,MORGN,61,SAVAN,74,L,0.0,,0.0,
Jan 16, 2017,NCA&T,53,MORGN,82,W,0.0,,0.0,
Jan 10, 2017,MORGN,62,FLA&M,59,W,0.0,,0.0,
Jan 7, 2017,MORGN,69,BCOOK,63,W,0.0,,0.0,
Jan 4, 2017,NORFK,56,MORGN,58,W,0.0,,0.0,
Jan 30, 2016,HOWRD,63,MORGN,83,W,0.0,,0.0,
Jan 18, 2016,MORGN,50,BCOOK,62,L,0.0,,0.0,
Jan 16, 2016,MORGN,65,FLA&M,72,L,0.0,,0.0,
Jan 11, 2016,MORGN,65,MD-ES,69,L,0.0,,0.0,
Jan 9, 2016,DELST,58,MORGN,63,W,0.0,,0.0,
Jan 6, 2016,HAMPT,83,MORGN,80,L,0.0,,0.0,
Jan 2, 2016,MORGN,74,CSNOR,88,L,0.0,,0.0,
Jan 31, 2015,MORGN,48,HOWRD,64,L,0.0,,0.0,
Jan 19, 2015,BCOOK,65,MORGN,58,L,0.0,,0.0,
Jan 17, 2015,FLA&M,65,MORGN,75,W,0.0,,0.0,
Jan 12, 2015,MD-ES,78,MORGN,53,L,0.0,,0.0,
Jan 10, 2015,MORGN,73,DELST,69,W,0.0,,0.0,
Jan 6, 2015,MORGN,52,STMAR,78,L,0.0,,0.0,
Jan 2, 2015,MORGN,62,CSNOR,78,L,0.0,,0.0,
