Dec 29, 2017,AMERN,55,BUCKN,84,W,0.0,,0.0,
Dec 22, 2017,LASAL,81,BUCKN,88,W,0.0,,0.0,
Dec 19, 2017,BUCKN,86,RICHM,78,W,0.0,,0.0,
Dec 16, 2017,BUCKN,79,VACOM,85,L,0.0,,0.0,
Dec 5, 2017,BUCKN,64,NEAST,82,L,0.0,,0.0,
Dec 2, 2017,VERMT,77,BUCKN,81,W,0.0,,0.0,
Dec 30, 2016,BUCKN,59,NAVY,55,W,0.0,,0.0,
Dec 22, 2016,PRNCE,72,BUCKN,70,L,0.0,,0.0,
Dec 19, 2016,MTSTM,65,BUCKN,81,W,0.0,,0.0,
Dec 17, 2016,BUCKN,68,SIENA,71,L,0.0,,0.0,
Dec 6, 2016,BUCKN,75,FAIRF,64,W,0.0,,0.0,
Dec 3, 2016,BUCKN,73,LASAL,83,L,0.0,,0.0,
Dec 30, 2015,NAVY,58,BUCKN,88,W,0.0,,0.0,
Dec 27, 2015,FAIRF,101,BUCKN,91,L,0.0,,0.0,
Dec 22, 2015,BUCKN,77,PRNCE,89,L,0.0,,0.0,
Dec 8, 2015,BUCKN,73,MTSTM,81,L,0.0,,0.0,
Dec 5, 2015,BUCKN,86,NCST,99,L,0.0,,0.0,
Dec 2, 2015,COLUM,72,BUCKN,61,L,0.0,,0.0,
Dec 31, 2014,AMERN,47,BUCKN,57,W,0.0,,0.0,
Dec 28, 2014,BUCKN,71,SIENA,73,L,0.0,,0.0,
Dec 22, 2014,BUCKN,53,WAKE,60,L,0.0,,0.0,
Dec 19, 2014,CASEWR,65,BUCKN,88,W,0.0,,0.0,
Dec 8, 2014,ALBNY,58,BUCKN,61,W,0.0,,0.0,
Dec 6, 2014,BUCKN,39,COLUM,62,L,0.0,,0.0,
Dec 1, 2014,BUCKN,72,FAIRF,66,W,0.0,,0.0,
Dec 28, 2013,FAIRF,73,BUCKN,64,L,0.0,,0.0,
Dec 20, 2013,BUCKN,51,MARST,69,L,0.0,,0.0,
Dec 7, 2013,COLUM,52,BUCKN,57,W,0.0,,0.0,
Dec 4, 2013,BUCKN,66,KENT,59,W,0.0,,0.0,
Dec 28, 2012,BUCKN,66,LOYOL,46,W,0.0,,0.0,
