Jan 30, 2018,SAMHO,67,MCNEE,57,W,0.0,,0.0,
Jan 27, 2018,SAMHO,66,SFA,82,L,0.0,,0.0,
Jan 24, 2018,SELA,65,SAMHO,75,W,0.0,,0.0,
Jan 20, 2018,SAMHO,77,LAMAR,84,L,0.0,,0.0,
Jan 17, 2018,NWST,52,SAMHO,75,W,0.0,,0.0,
Jan 13, 2018,HOUBPT,68,SAMHO,81,W,0.0,,0.0,
Jan 10, 2018,SAMHO,82,TEXCC,50,W,0.0,,0.0,
Jan 6, 2018,SAMHO,85,INCAR,74,W,0.0,,0.0,
Jan 3, 2018,SAMHO,82,C.ARK,76,W,0.0,,0.0,
Jan 28, 2017,SELA,69,SAMHO,71,W,0.0,,0.0,
Jan 21, 2017,TEXCC,62,SAMHO,76,W,0.0,,0.0,
Jan 19, 2017,LAMAR,65,SAMHO,87,W,0.0,,0.0,
Jan 14, 2017,SAMHO,77,NWST,68,W,0.0,,0.0,
Jan 12, 2017,SAMHO,70,NEWOR,68,W,0.0,,0.0,
Jan 7, 2017,NICHL,61,SAMHO,74,W,0.0,,0.0,
Jan 5, 2017,SAMHO,74,MCNEE,67,W,0.0,,0.0,
Jan 30, 2016,SAMHO,69,HOUBPT,70,L,0.0,,0.0,
Jan 25, 2016,ABILE,51,SAMHO,72,W,0.0,,0.0,
Jan 23, 2016,SAMHO,64,SFA,76,L,0.0,,0.0,
Jan 18, 2016,NICHL,76,SAMHO,87,W,0.0,,0.0,
Jan 16, 2016,SAMHO,68,MCNEE,72,L,0.0,,0.0,
Jan 11, 2016,SELA,63,SAMHO,70,W,0.0,,0.0,
Jan 9, 2016,NEWOR,70,SAMHO,73,W,0.0,,0.0,
Jan 4, 2016,NWST,79,SAMHO,94,W,0.0,,0.0,
Jan 2, 2016,SAMHO,78,INCAR,72,W,0.0,,0.0,
Jan 31, 2015,HOUBPT,52,SAMHO,63,W,0.0,,0.0,
Jan 26, 2015,SAMHO,80,ABILE,63,W,0.0,,0.0,
Jan 24, 2015,SFA,79,SAMHO,68,L,0.0,,0.0,
Jan 20, 2015,SAMHO,62,NICHL,39,W,0.0,,0.0,
Jan 17, 2015,MCNEE,60,SAMHO,69,W,0.0,,0.0,
