Jan 31, 2018,LAMAR,69,ABILE,74,L,0.0,,0.0,
Jan 27, 2018,MCNEE,80,LAMAR,86,W,0.0,,0.0,
Jan 24, 2018,NICHL,79,LAMAR,74,L,0.0,,0.0,
Jan 20, 2018,SAMHO,77,LAMAR,84,W,0.0,,0.0,
Jan 17, 2018,LAMAR,90,INCAR,69,W,0.0,,0.0,
Jan 10, 2018,SELA,63,LAMAR,58,L,0.0,,0.0,
Jan 6, 2018,LAMAR,91,C.ARK,100,L,0.0,,0.0,
Jan 3, 2018,LAMAR,62,NEWOR,72,L,0.0,,0.0,
Jan 28, 2017,NWST,64,LAMAR,85,W,0.0,,0.0,
Jan 25, 2017,TEXCC,69,LAMAR,66,L,0.0,,0.0,
Jan 21, 2017,LAMAR,87,NICHL,76,W,0.0,,0.0,
Jan 19, 2017,LAMAR,65,SAMHO,87,L,0.0,,0.0,
Jan 14, 2017,LAMAR,64,ABILE,67,L,0.0,,0.0,
Jan 11, 2017,INCAR,72,LAMAR,87,W,0.0,,0.0,
Jan 7, 2017,SELA,54,LAMAR,74,W,0.0,,0.0,
Jan 5, 2017,NEWOR,66,LAMAR,62,L,0.0,,0.0,
Jan 2, 2017,LAMAR,78,C.ARK,75,W,0.0,,0.0,
Jan 30, 2016,LAMAR,71,ABILE,80,L,0.0,,0.0,
Jan 25, 2016,LAMAR,52,SFA,86,L,0.0,,0.0,
Jan 23, 2016,HOUBPT,92,LAMAR,79,L,0.0,,0.0,
Jan 18, 2016,LAMAR,70,SELA,98,L,0.0,,0.0,
Jan 16, 2016,NWST,82,LAMAR,86,W,0.0,,0.0,
Jan 11, 2016,TEXCC,91,LAMAR,82,L,0.0,,0.0,
Jan 9, 2016,LAMAR,76,C.ARK,93,L,0.0,,0.0,
Jan 4, 2016,NEWOR,68,LAMAR,64,L,0.0,,0.0,
Jan 2, 2016,LAMAR,79,NICHL,67,W,0.0,,0.0,
Jan 31, 2015,ABILE,74,LAMAR,84,W,0.0,,0.0,
Jan 26, 2015,SFA,82,LAMAR,65,L,0.0,,0.0,
Jan 24, 2015,LAMAR,77,HOUBPT,79,L,0.0,,0.0,
Jan 19, 2015,SELA,50,LAMAR,57,W,0.0,,0.0,
