Feb 28, 2018,ABILE,56,SFA,76,L,0.0,,0.0,
Feb 24, 2018,C.ARK,74,ABILE,72,L,0.0,,0.0,
Feb 22, 2018,TEXCC,76,ABILE,67,L,0.0,,0.0,
Feb 17, 2018,ABILE,54,SELA,68,L,0.0,,0.0,
Feb 10, 2018,INCAR,69,ABILE,80,W,0.0,,0.0,
Feb 7, 2018,NICHL,69,ABILE,65,L,0.0,,0.0,
Feb 3, 2018,ABILE,77,SAMHO,84,L,0.0,,0.0,
Feb 25, 2017,ABILE,84,SAMHO,81,W,0.0,,0.0,
Feb 22, 2017,TEXCC,56,ABILE,44,L,0.0,,0.0,
Feb 16, 2017,ABILE,82,MCNEE,78,W,0.0,,0.0,
Feb 11, 2017,NWST,72,ABILE,76,W,0.0,,0.0,
Feb 9, 2017,ABILE,73,C.ARK,84,L,0.0,,0.0,
Feb 4, 2017,SAMHO,64,ABILE,71,W,0.0,,0.0,
Feb 1, 2017,NEWOR,69,ABILE,70,W,0.0,,0.0,
Feb 27, 2016,NEWOR,84,ABILE,87,W,0.0,,0.0,
Feb 23, 2016,TEXCC,65,ABILE,59,L,0.0,,0.0,
Feb 21, 2016,SELA,80,ABILE,91,W,0.0,,0.0,
Feb 18, 2016,ABILE,71,HOUBPT,73,L,0.0,,0.0,
Feb 15, 2016,SAMHO,84,ABILE,71,L,0.0,,0.0,
Feb 8, 2016,ABILE,71,LAMAR,67,W,0.0,,0.0,
Feb 6, 2016,ABILE,60,SELA,81,L,0.0,,0.0,
Feb 2, 2016,HOUBPT,72,ABILE,79,W,0.0,,0.0,
Feb 28, 2015,ABILE,55,NEWOR,75,L,0.0,,0.0,
Feb 24, 2015,TEXCC,67,ABILE,44,L,0.0,,0.0,
Feb 21, 2015,ABILE,54,SELA,55,L,0.0,,0.0,
Feb 16, 2015,ABILE,49,SAMHO,71,L,0.0,,0.0,
Feb 9, 2015,LAMAR,80,ABILE,61,L,0.0,,0.0,
Feb 7, 2015,SELA,65,ABILE,52,L,0.0,,0.0,
Feb 2, 2015,ABILE,61,HOUBPT,77,L,0.0,,0.0,
Feb 27, 2014,ABILE,60,NICHL,79,L,0.0,,0.0,
