Feb 28, 2018,SELA,68,NEWOR,64,W,0.0,,0.0,
Feb 24, 2018,SELA,86,NWST,62,W,0.0,,0.0,
Feb 17, 2018,ABILE,54,SELA,68,W,0.0,,0.0,
Feb 14, 2018,NEWOR,64,SELA,71,W,0.0,,0.0,
Feb 10, 2018,SELA,74,MCNEE,67,W,0.0,,0.0,
Feb 7, 2018,SELA,86,INCAR,68,W,0.0,,0.0,
Feb 3, 2018,C.ARK,84,SELA,89,W,0.0,,0.0,
Feb 25, 2017,SELA,71,NICHL,77,L,0.0,,0.0,
Feb 22, 2017,C.ARK,70,SELA,87,W,0.0,,0.0,
Feb 18, 2017,SFA,60,SELA,52,L,0.0,,0.0,
Feb 16, 2017,SELA,73,NWST,66,W,0.0,,0.0,
Feb 11, 2017,NEWOR,60,SELA,52,L,0.0,,0.0,
Feb 8, 2017,SELA,75,TEXCC,80,L,0.0,,0.0,
Feb 4, 2017,SELA,66,C.ARK,68,L,0.0,,0.0,
Feb 1, 2017,NICHL,44,SELA,72,W,0.0,,0.0,
Feb 29, 2016,NWST,82,SELA,84,W,0.0,,0.0,
Feb 27, 2016,C.ARK,56,SELA,75,W,0.0,,0.0,
Feb 24, 2016,NEWOR,81,SELA,93,W,0.0,,0.0,
Feb 21, 2016,SELA,80,ABILE,91,L,0.0,,0.0,
Feb 15, 2016,SELA,79,MCNEE,76,W,0.0,,0.0,
Feb 13, 2016,NICHL,61,SELA,69,W,0.0,,0.0,
Feb 9, 2016,SELA,72,C.ARK,88,L,0.0,,0.0,
Feb 6, 2016,ABILE,60,SELA,81,W,0.0,,0.0,
Feb 1, 2016,MCNEE,80,SELA,82,W,0.0,,0.0,
Feb 28, 2015,SELA,72,C.ARK,74,L,0.0,,0.0,
Feb 23, 2015,NEWOR,74,SELA,73,L,0.0,,0.0,
Feb 21, 2015,ABILE,54,SELA,55,W,0.0,,0.0,
Feb 16, 2015,SELA,69,MCNEE,74,L,0.0,,0.0,
Feb 14, 2015,SELA,65,NICHL,59,W,0.0,,0.0,
Feb 10, 2015,C.ARK,58,SELA,83,W,0.0,,0.0,
