Jan 31, 2018,LAMAR,69,ABILE,74,W,0.0,,0.0,
Jan 24, 2018,ABILE,66,TEXCC,80,L,0.0,,0.0,
Jan 20, 2018,ABILE,80,C.ARK,63,W,0.0,,0.0,
Jan 17, 2018,SFA,76,ABILE,66,L,0.0,,0.0,
Jan 13, 2018,ABILE,69,NWST,58,W,0.0,,0.0,
Jan 10, 2018,ABILE,82,HOUBPT,74,W,0.0,,0.0,
Jan 6, 2018,SELA,72,ABILE,70,L,0.0,,0.0,
Jan 3, 2018,MCNEE,74,ABILE,79,W,0.0,,0.0,
Jan 28, 2017,ABILE,60,TEXCC,72,L,0.0,,0.0,
Jan 26, 2017,ABILE,79,INCAR,82,L,0.0,,0.0,
Jan 19, 2017,ABILE,59,NICHL,62,L,0.0,,0.0,
Jan 14, 2017,LAMAR,64,ABILE,67,W,0.0,,0.0,
Jan 12, 2017,SELA,56,ABILE,50,L,0.0,,0.0,
Jan 7, 2017,SFA,60,ABILE,69,W,0.0,,0.0,
Jan 5, 2017,C.ARK,81,ABILE,76,L,0.0,,0.0,
Jan 30, 2016,LAMAR,71,ABILE,80,W,0.0,,0.0,
Jan 25, 2016,ABILE,51,SAMHO,72,L,0.0,,0.0,
Jan 23, 2016,ABILE,60,INCAR,74,L,0.0,,0.0,
Jan 19, 2016,MCNEE,67,ABILE,75,W,0.0,,0.0,
Jan 16, 2016,ABILE,62,SFA,97,L,0.0,,0.0,
Jan 12, 2016,NWST,72,ABILE,87,W,0.0,,0.0,
Jan 9, 2016,ABILE,62,NICHL,63,L,0.0,,0.0,
Jan 2, 2016,ABILE,62,C.ARK,61,W,0.0,,0.0,
Jan 31, 2015,ABILE,74,LAMAR,84,L,0.0,,0.0,
Jan 26, 2015,SAMHO,80,ABILE,63,L,0.0,,0.0,
Jan 24, 2015,INCAR,77,ABILE,61,L,0.0,,0.0,
Jan 20, 2015,ABILE,56,MCNEE,63,L,0.0,,0.0,
Jan 17, 2015,SFA,82,ABILE,64,L,0.0,,0.0,
Jan 13, 2015,ABILE,95,NWST,81,W,0.0,,0.0,
Jan 10, 2015,NICHL,54,ABILE,71,W,0.0,,0.0,
