Jan 29, 2018,JAXVL,68,STETS,67,W,0.0,,0.0,
Jan 27, 2018,JAXVL,62,FLAGC,68,L,0.0,,0.0,
Jan 24, 2018,STETS,69,JAXVL,76,W,0.0,,0.0,
Jan 20, 2018,JAXVL,63,NJIT,61,W,0.0,,0.0,
Jan 18, 2018,JAXVL,85,USCUP,91,L,0.0,,0.0,
Jan 13, 2018,LIPSC,69,JAXVL,87,W,0.0,,0.0,
Jan 11, 2018,KENNE,58,JAXVL,65,W,0.0,,0.0,
Jan 6, 2018,JAXVL,90,N.FLA,86,W,0.0,,0.0,
Jan 2, 2018,TRINBP,48,JAXVL,105,W,0.0,,0.0,
Jan 30, 2017,JAXVL,89,STETS,86,W,0.0,,0.0,
Jan 28, 2017,JAXVL,56,FLAGC,78,L,0.0,,0.0,
Jan 25, 2017,STETS,92,JAXVL,103,W,0.0,,0.0,
Jan 21, 2017,KENNE,81,JAXVL,71,L,0.0,,0.0,
Jan 19, 2017,LIPSC,112,JAXVL,95,L,0.0,,0.0,
Jan 14, 2017,JAXVL,66,USCUP,73,L,0.0,,0.0,
Jan 12, 2017,JAXVL,82,NJIT,81,W,0.0,,0.0,
Jan 7, 2017,N.FLA,80,JAXVL,64,L,0.0,,0.0,
Jan 3, 2017,MIDGA,85,JAXVL,124,W,0.0,,0.0,
Jan 30, 2016,STETS,60,JAXVL,75,W,0.0,,0.0,
Jan 27, 2016,JAXVL,78,FLAGC,69,W,0.0,,0.0,
Jan 23, 2016,JAXVL,77,USCUP,68,W,0.0,,0.0,
Jan 21, 2016,JAXVL,63,NJIT,83,L,0.0,,0.0,
Jan 16, 2016,LIPSC,73,JAXVL,76,W,0.0,,0.0,
Jan 14, 2016,KENNE,70,JAXVL,83,W,0.0,,0.0,
Jan 9, 2016,JAXVL,68,N.FLA,83,L,0.0,,0.0,
Jan 5, 2016,TRINBP,45,JAXVL,84,W,0.0,,0.0,
Jan 2, 2016,JAXVL,72,WMICH,76,L,0.0,,0.0,
Jan 31, 2015,KENNE,51,JAXVL,50,L,0.0,,0.0,
Jan 29, 2015,USCUP,78,JAXVL,65,L,0.0,,0.0,
Jan 24, 2015,JAXVL,59,N.KENT,81,L,0.0,,0.0,
