Feb 28, 2018,MCNEE,70,TEXCC,82,L,0.0,,0.0,
Feb 24, 2018,HOUBPT,79,MCNEE,88,W,0.0,,0.0,
Feb 21, 2018,NICHL,96,MCNEE,79,L,0.0,,0.0,
Feb 17, 2018,MCNEE,74,NEWOR,90,L,0.0,,0.0,
Feb 14, 2018,MCNEE,76,C.ARK,72,W,0.0,,0.0,
Feb 10, 2018,SELA,74,MCNEE,67,L,0.0,,0.0,
Feb 8, 2018,SFA,99,MCNEE,95,L,0.0,,0.0,
Feb 3, 2018,MCNEE,75,NWST,62,W,0.0,,0.0,
Feb 25, 2017,MCNEE,70,TEXCC,81,L,0.0,,0.0,
Feb 23, 2017,HOUBPT,81,MCNEE,79,L,0.0,,0.0,
Feb 16, 2017,ABILE,82,MCNEE,78,L,0.0,,0.0,
Feb 11, 2017,TEXCC,73,MCNEE,66,L,0.0,,0.0,
Feb 9, 2017,NEWOR,69,MCNEE,63,L,0.0,,0.0,
Feb 4, 2017,MCNEE,57,LAMAR,77,L,0.0,,0.0,
Feb 2, 2017,MCNEE,87,INCAR,79,W,0.0,,0.0,
Feb 29, 2016,MCNEE,77,LAMAR,74,W,0.0,,0.0,
Feb 27, 2016,NICHL,69,MCNEE,71,W,0.0,,0.0,
Feb 22, 2016,C.ARK,88,MCNEE,82,L,0.0,,0.0,
Feb 20, 2016,LAMAR,87,MCNEE,76,L,0.0,,0.0,
Feb 15, 2016,SELA,79,MCNEE,76,L,0.0,,0.0,
Feb 13, 2016,MCNEE,78,NWST,87,L,0.0,,0.0,
Feb 11, 2016,NEWOR,76,MCNEE,87,W,0.0,,0.0,
Feb 6, 2016,MCNEE,56,NICHL,71,L,0.0,,0.0,
Feb 1, 2016,MCNEE,80,SELA,82,L,0.0,,0.0,
Feb 28, 2015,NICHL,78,MCNEE,83,W,0.0,,0.0,
Feb 24, 2015,MCNEE,77,C.ARK,60,W,0.0,,0.0,
Feb 21, 2015,MCNEE,53,LAMAR,58,L,0.0,,0.0,
Feb 16, 2015,SELA,69,MCNEE,74,W,0.0,,0.0,
Feb 14, 2015,NWST,75,MCNEE,72,L,0.0,,0.0,
Feb 9, 2015,MCNEE,71,NEWOR,81,L,0.0,,0.0,
