Year,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
2017,MIAOH,72,BOWLG,83,L,-4.0,L,144.0,O
2017,EMICH,74,MIAOH,57,L,+4.0,L,147.0,U
2017,BUFF,74,MIAOH,75,W,+3.5,W,148.0,O
2017,MIAOH,92,CMICH,101,L,-8.5,L,167.0,O
2017,MIAOH,58,N.ILL,62,L,-10.0,W,136.0,U
2017,AKRON,74,MIAOH,70,L,+7.5,W,148.0,U
2017,MIAOH,74,BALL,85,L,-8.0,L,147.0,O
2017,MIAOH,76,TOLDO,91,L,-12.0,L,147.0,O
2017,N.ILL,67,MIAOH,69,W,+3.5,W,135.0,O
2016,N.ILL,59,MIAOH,72,W,+5.5,W,124.5,O
2016,CMICH,68,MIAOH,51,L,+4.5,L,141.0,U
2016,MIAOH,46,AKRON,75,L,-10.0,L,131.0,U
2016,BUFF,77,MIAOH,60,L,-1.0,L,138.5,U
2016,MIAOH,46,BALL,48,L,-6.5,W,135.5,U
2016,MIAOH,68,KENT,76,L,-9.0,W,140.0,O
2016,TOLDO,84,MIAOH,76,L,+3.0,L,143.5,O
2016,MIAOH,62,BOWLG,73,L,-3.5,L,132.0,O
2016,SC.ST,71,MIAOH,67,L,0.0,,0.0,
2015,BALL,73,MIAOH,79,W,-2.5,W,132.0,O
2015,MIAOH,65,TOLDO,70,L,-14.0,W,142.5,U
2015,MIAOH,60,N.ILL,55,W,-7.0,W,128.0,U
2017,GRAMB,76,MIAOH,78,W,0.0,,0.0,
2017,W.ILL,72,MIAOH,81,W,-4.0,W,135.0,O
2017,N.KENT,79,MIAOH,70,L,-1.5,L,144.0,O
2017,APEAY,70,MIAOH,76,W,-5.0,W,148.5,U
2017,DELA,68,MIAOH,66,L,-4.0,L,138.5,U
2017,MIAOH,87,WRIGH,89,L,-7.5,W,145.0,O
2017,MUSKIN,57,MIAOH,84,W,0.0,,0.0,
2016,UCF,63,MIAOH,64,W,-3.0,L,135.5,U
2016,IU-FW,57,MIAOH,53,L,-3.0,L,146.0,U
2016,NEAST,61,MIAOH,67,W,+2.0,W,140.5,U
2016,FLAAT,75,MIAOH,69,L,-7.5,L,141.0,O
2016,LIPSC,68,MIAOH,70,W,-9.0,L,149.0,U
