Year,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
2017,YALE,58,PRNCE,66,W,-6.5,W,140.0,U
2017,BROWN,66,PRNCE,97,W,-15.5,W,150.5,O
2017,PENN,52,PRNCE,61,W,-8.5,W,135.0,U
2016,PRNCE,75,YALE,79,L,-4.0,P,137.5,O
2016,PRNCE,83,BROWN,59,W,+9.5,W,153.0,U
2016,BRNATH,44,PRNCE,100,W,0.0,,0.0,
2016,PRNCE,73,PENN,71,W,+7.0,L,140.5,O
2016,PRNCE,83,NORFK,74,W,0.0,,0.0,
2016,PRNCE,89,HAMPT,59,W,0.0,,0.0,
2015,DART,53,PRNCE,64,W,-3.5,W,126.0,U
2015,HARVD,75,PRNCE,72,L,+4.0,W,125.0,O
2015,ROWAN,48,PRNCE,96,W,0.0,,0.0,
2015,PENN,74,PRNCE,78,W,-8.5,L,128.0,O
2015,NORFK,61,PRNCE,71,W,0.0,,0.0,
2014,PRNCE,76,HARVD,82,L,-8.0,W,135.5,O
2014,KEAN,54,PRNCE,84,W,0.0,,0.0,
2014,PRNCE,74,PENN,77,L,+8.5,L,141.5,O
2014,PRNCE,80,LIBRT,74,W,0.0,,0.0,
2013,COLLNJ,33,PRNCE,71,W,0.0,,0.0,
2013,PENN,53,PRNCE,65,W,-16.0,L,120.5,U
2013,PRNCE,74,ELON,64,W,+1.5,W,119.0,O
2012,PRNCE,67,PENN,82,L,-1.5,L,125.5,O
2012,PRNCE,62,COLUM,58,W,+1.5,W,144.5,U
2012,PRNCE,59,CORNL,67,L,+2.5,L,126.0,P
2012,COLLNJ,68,PRNCE,79,W,0.0,,0.0,
2012,PRNCE,76,FLA&M,61,W,0.0,,0.0,
2017,PRNCE,70,VACOM,81,L,-6.0,L,138.0,O
2017,ROWAN,46,PRNCE,108,W,0.0,,0.0,
2017,PRNCE,71,LAFAY,55,W,0.0,,0.0,
2017,PRNCE,67,LEHIH,76,L,0.0,,0.0,
2017,PRNCE,73,BYU,82,L,-3.5,L,159.5,U
2016,FDU,61,PRNCE,91,W,0.0,,0.0,
2016,LAFAY,52,PRNCE,104,W,0.0,,0.0,
2016,STPET,72,PRNCE,75,W,-11.5,L,134.0,O
2016,PRNCE,64,RIDER,56,W,0.0,W,137.0,U
2015,PRNCE,69,SJ.ST,54,W,+5.0,W,0.0,
2015,PRNCE,65,SD,75,L,-5.0,L,0.0,
2015,PRNCE,56,UTEP,62,L,-7.5,W,127.5,U
2015,INCAR,79,PRNCE,68,L,0.0,,0.0,
2015,PRNCE,66,LAFAY,83,L,0.0,,0.0,
2015,PRNCE,60,GMASN,63,L,-1.5,L,0.0,
2015,RIDER,58,PRNCE,64,W,-8.5,L,0.0,
2014,PRNCE,66,BUCKN,53,W,0.0,,0.0,
2014,GMASN,66,PRNCE,71,W,-6.5,L,126.5,O
2014,PRNCE,70,RICE,56,W,+6.0,W,159.5,U
2014,PRNCE,81,LAFAY,80,W,0.0,,0.0,
2014,PRNCE,67,BUTLR,70,L,-7.0,W,139.0,U
2014,FLA&M,50,PRNCE,67,W,0.0,,0.0,
2013,PRNCE,42,WAGNR,48,L,0.0,,0.0,
2013,PRNCE,72,LAFAY,53,W,0.0,,0.0,
2017,CALPO,52,PRNCE,81,W,-15.0,W,135.0,U
2017,HAMPT,49,PRNCE,77,W,0.0,,0.0,
2017,PRNCE,72,BUCKN,70,W,0.0,,0.0,
2017,PRNCE,90,MONMO,96,L,-4.0,L,153.0,O
2017,STJOE,76,PRNCE,68,L,-8.5,L,140.0,O
2017,PRNCE,67,LIBRT,64,W,0.0,,0.0,
2017,PRNCE,75,HAWAI,62,W,+10.0,W,134.0,O
2017,PRNCE,51,CAL,62,L,0.0,L,134.5,U
2016,PRNCE,64,MIAMI,76,L,-15.5,W,147.0,U
2016,BUCKN,77,PRNCE,89,W,0.0,,0.0,
2016,PRNCE,61,MARYL,82,L,-12.5,L,142.0,O
2016,LIBRT,72,PRNCE,77,W,0.0,,0.0,
2016,PRNCE,78,LIPSC,64,W,0.0,,0.0,
2016,PRNCE,50,STJOE,62,L,-3.5,L,152.0,U
