Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 31 2018,SJ.ST,67,UNLV,76,L,-18.5,W,148.5,U
Jan 27 2018,WYOM,90,SJ.ST,86,L,+11.5,W,141.5,O
Jan 24 2018,SJ.ST,71,BOISE,94,L,-20.0,L,134.5,O
Jan 17 2018,NEV,71,SJ.ST,54,L,+17.0,P,142.5,U
Jan 13 2018,AIRFO,78,SJ.ST,71,L,0.0,L,129.5,O
Jan 9 2018,SJ.ST,49,SD.ST,85,L,-21.5,L,135.0,U
Jan 6 2018,SJ.ST,47,NEWMX,80,L,-10.0,L,141.0,U
Jan 3 2018,UNLV,82,SJ.ST,76,L,+13.5,W,149.5,O
Nov 29 2017,SJ.ST,79,BOWLG,85,L,-10.5,W,146.0,O
Nov 22 2017,ID.ST,54,SJ.ST,62,W,-4.0,W,146.0,U
Nov 19 2017,STMAR,79,SJ.ST,61,L,+23.5,W,142.0,U
Nov 16 2017,SJ.ST,69,SUTAH,81,L,+1.0,L,162.0,U
Nov 12 2017,SD,81,SJ.ST,64,L,+2.5,L,138.5,O
Nov 10 2017,ALPVLY,45,SJ.ST,97,W,0.0,,0.0,
Dec 30 2017,COLST,59,SJ.ST,52,L,+3.5,L,137.5,U
Dec 27 2017,SJ.ST,72,UT.ST,86,L,-12.5,L,135.5,O
Dec 21 2017,SJ.ST,75,SACLA,63,W,-8.0,W,131.0,O
Dec 17 2017,SDKOTA,76,SJ.ST,62,L,+12.5,L,139.0,U
Dec 9 2017,SJ.ST,55,PORTL,64,L,-3.5,L,141.0,U
Dec 5 2017,SJ.ST,56,DENVR,58,L,-8.5,W,140.0,U
Dec 2 2017,SJ.ST,58,S.ILL,76,L,-12.5,L,137.5,U
Feb 28 2018,UT.ST,62,SJ.ST,64,W,+8.5,W,139.0,U
Feb 24 2018,SD.ST,71,SJ.ST,59,L,+13.5,W,142.0,U
Feb 21 2018,SJ.ST,67,NEV,80,L,-21.0,W,148.5,U
Feb 17 2018,SJ.ST,75,WYOM,89,L,-17.0,W,145.0,O
Feb 14 2018,FRSNO,77,SJ.ST,57,L,+13.5,L,139.0,U
Feb 10 2018,SJ.ST,79,COLST,90,L,-9.0,L,138.0,O
Feb 3 2018,NEWMX,71,SJ.ST,68,L,+9.5,W,143.5,U
Mar 7 2018,SJ.ST,61,WYOM,74,L,-14.0,W,148.0,U
Mar 3 2018,SJ.ST,61,AIRFO,83,L,-9.5,L,133.0,O
