Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 28 2017,IDAHO,85,MONTA,77,W,-7.0,W,138.5,O
Jan 26 2017,IDAHO,91,MONST,94,L,-4.5,W,145.5,O
Jan 21 2017,NARIZ,49,IDAHO,65,W,-13.5,W,141.5,U
Jan 19 2017,SUTAH,67,IDAHO,79,W,-11.0,W,150.0,U
Jan 14 2017,IDAHO,77,ID.ST,62,W,+1.0,W,139.0,P
Jan 12 2017,IDAHO,66,WEBER,91,L,-10.5,L,132.0,O
Jan 7 2017,MONST,81,IDAHO,83,W,-3.5,L,146.5,O
Jan 5 2017,MONTA,70,IDAHO,57,L,+1.5,L,136.0,U
Jan 30 2016,PORST,55,IDAHO,56,W,-2.0,L,138.5,U
Jan 28 2016,SACRA,65,IDAHO,63,L,-4.5,L,133.0,U
Jan 23 2016,IDAHO,68,MONST,70,L,-1.5,L,144.5,U
Jan 21 2016,IDAHO,63,MONTA,58,W,-9.0,W,131.0,U
Jan 16 2016,SUTAH,85,IDAHO,83,L,-9.0,L,141.0,O
Jan 14 2016,NARIZ,76,IDAHO,83,W,-9.0,L,138.0,O
Jan 9 2016,IDAHO,60,EWASH,74,L,-3.0,L,143.0,U
Jan 2 2016,IDAHO,75,NCOLO,70,W,+3.0,W,146.5,U
Jan 31 2015,IDAHO,95,EWASH,98,L,-11.0,W,166.5,O
Jan 24 2015,NCOLO,79,IDAHO,83,W,-3.5,W,157.0,O
Jan 22 2015,NDAKOT,71,IDAHO,63,L,-8.0,L,151.0,U
Jan 17 2015,IDAHO,73,PORST,85,L,-2.0,L,161.0,U
Jan 15 2015,IDAHO,76,SACRA,79,L,-4.5,W,153.5,O
Jan 10 2015,EWASH,89,IDAHO,86,L,+4.0,W,163.0,O
Jan 3 2015,WEBER,84,IDAHO,86,W,-1.5,W,145.0,O
Nov 29 2016,SJ.ST,58,IDAHO,49,L,-6.5,L,134.5,U
Nov 25 2016,IDAHO,62,SAMHO,69,L,0.0,,0.0,
Nov 21 2016,SD.ST,89,IDAHO,96,W,-4.0,W,136.0,O
Nov 18 2016,IDAHO,65,ARKLR,57,W,-8.5,W,135.0,U
Nov 16 2016,IDAHO,49,N.ILL,63,L,-5.5,L,143.5,U
Nov 12 2016,CORBAN,67,IDAHO,90,W,0.0,,0.0,
Nov 28 2015,N.ILL,66,IDAHO,59,L,+2.5,L,133.5,U
Nov 25 2015,IDAHO,58,SAMFD,75,L,+1.0,L,148.0,U
Nov 24 2015,TROY,63,IDAHO,69,W,+1.5,W,150.0,U
Nov 23 2015,IDAHO,65,N.TEX,63,W,-5.5,W,149.5,U
Nov 21 2015,LINFLD,59,IDAHO,85,W,0.0,,0.0,
Nov 17 2015,IDAHO,45,CSBAK,68,L,0.0,,0.0,
Nov 14 2015,IDAHO,74,SJ.ST,54,W,-1.5,W,144.0,U
Nov 29 2014,N.KENT,79,IDAHO,74,L,0.0,,0.0,
Nov 25 2014,IDAHO,75,BOISE,86,L,-15.0,W,0.0,
Nov 20 2014,IDAHO,67,N.ILL,78,L,-8.5,L,0.0,
Nov 17 2014,SD.ST,77,IDAHO,82,W,+1.0,W,0.0,
Nov 14 2014,E.ORE,65,IDAHO,77,W,0.0,,0.0,
Nov 30 2013,IDAHO,80,UCDAV,76,W,0.0,,0.0,
Nov 27 2013,IDAHO,89,BOISE,98,L,0.0,,0.0,
