Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 27 2018,C.ARK,95,NWST,78,W,0.0,,0.0,
Jan 24 2018,SFA,92,C.ARK,100,W,0.0,,0.0,
Jan 20 2018,ABILE,80,C.ARK,63,L,0.0,,0.0,
Jan 17 2018,C.ARK,81,NEWOR,57,W,0.0,,0.0,
Jan 13 2018,C.ARK,79,NICHL,86,L,0.0,,0.0,
Jan 10 2018,INCAR,76,C.ARK,92,W,0.0,,0.0,
Jan 6 2018,LAMAR,91,C.ARK,100,W,0.0,,0.0,
Jan 3 2018,SAMHO,82,C.ARK,76,L,0.0,,0.0,
Nov 29 2017,C.ARK,65,ARKLR,71,L,0.0,,0.0,
Nov 27 2017,MORHD,78,C.ARK,82,W,0.0,,0.0,
Nov 25 2017,C.ARK,72,TULSA,92,L,0.0,,0.0,
Nov 21 2017,C.ARK,73,SC.ST,64,W,0.0,,0.0,
Nov 19 2017,ALCRN,76,C.ARK,102,W,0.0,,0.0,
Nov 15 2017,C.ARK,101,UCLA,106,L,-27.5,W,163.5,O
Nov 12 2017,OZARK,51,C.ARK,99,W,0.0,,0.0,
Nov 10 2017,C.ARK,66,BAYLR,107,L,0.0,,0.0,
Dec 31 2017,SELA,73,C.ARK,69,L,0.0,,0.0,
Dec 28 2017,TEXCC,69,C.ARK,81,W,0.0,,0.0,
Dec 20 2017,C.ARK,82,OREG,96,L,-21.0,W,164.0,O
Dec 17 2017,C.ARK,94,MORHD,98,L,0.0,,0.0,
Dec 9 2017,ARKLR,54,C.ARK,69,W,0.0,,0.0,
Dec 6 2017,C.ARK,96,CAL,69,W,0.0,,0.0,
Dec 4 2017,C.ARK,76,SF,78,L,0.0,,0.0,
Feb 28 2018,SAMHO,70,C.ARK,88,W,0.0,,0.0,
Feb 24 2018,C.ARK,74,ABILE,72,W,0.0,,0.0,
Feb 21 2018,C.ARK,62,SFA,97,L,0.0,,0.0,
Feb 17 2018,NICHL,87,C.ARK,83,L,0.0,,0.0,
Feb 14 2018,MCNEE,76,C.ARK,72,L,0.0,,0.0,
Feb 7 2018,C.ARK,100,HOUBPT,80,W,0.0,,0.0,
Feb 3 2018,C.ARK,84,SELA,89,L,0.0,,0.0,
Mar 8 2018,C.ARK,64,SFA,86,L,-7.0,L,155.5,U
Mar 7 2018,LAMAR,57,C.ARK,67,W,+1.5,W,153.0,U
Mar 3 2018,NWST,58,C.ARK,61,W,0.0,,0.0,
