Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 28 2017,FLAST,72,SYRA,82,L,+2.5,L,150.0,O
Jan 25 2017,FLAST,56,GATEC,78,L,+10.0,L,143.0,U
Jan 21 2017,LOUIS,68,FLAST,73,W,-5.5,L,149.0,U
Jan 18 2017,ND,80,FLAST,83,W,-5.5,L,155.0,O
Jan 14 2017,FLAST,83,UNC,96,L,-8.5,L,164.5,O
Jan 10 2017,DUKE,72,FLAST,88,W,-1.5,W,158.5,O
Jan 7 2017,VATEC,78,FLAST,93,W,-9.0,W,160.0,O
Jan 30 2016,CLEMS,65,FLAST,76,W,-4.5,W,139.0,O
Jan 26 2016,FLAST,72,BC,62,W,+10.0,P,139.0,U
Jan 23 2016,PITT,74,FLAST,72,L,-2.5,L,149.5,U
Jan 20 2016,FLAST,65,LOUIS,84,L,-10.0,L,143.5,O
Jan 17 2016,VIRGA,62,FLAST,69,W,+3.5,W,137.0,U
Jan 13 2016,FLAST,85,NCST,78,W,-2.0,W,146.5,O
Jan 9 2016,FLAST,59,MIAMI,72,L,-9.5,L,147.5,U
Jan 4 2016,UNC,106,FLAST,90,L,+3.5,L,162.5,O
Jan 2 2016,FLAST,75,CLEMS,84,L,+2.5,L,132.0,O
Jan 28 2015,WAKE,76,FLAST,82,W,-4.5,W,140.0,O
Jan 24 2015,FLAST,74,UNC,78,L,-15.0,W,144.5,O
Jan 19 2015,FLAST,59,CLEMS,55,W,-4.5,W,124.5,U
Jan 17 2015,NCST,72,FLAST,63,L,+1.0,L,138.5,U
Jan 14 2015,FLAST,64,PITT,73,L,-6.5,L,126.0,O
Nov 28 2016,MINN,67,FLAST,75,W,-9.0,L,154.5,U
Nov 25 2016,FLAST,72,ILL,61,W,+7.5,W,157.0,U
Nov 24 2016,TEMPL,89,FLAST,86,L,-9.5,L,150.5,O
Nov 20 2016,DETRT,71,FLAST,100,W,-24.5,W,167.5,O
Nov 18 2016,WINTH,86,FLAST,100,W,-13.5,W,0.0,
Nov 15 2016,IONA,78,FLAST,99,W,-14.0,W,171.5,O
Nov 12 2016,CHASO,67,FLAST,88,W,-19.5,W,145.5,O
Nov 23 2015,OHIO,81,FLAST,90,W,-11.5,L,160.5,O
Nov 21 2015,FLAST,83,DPAUL,67,W,+9.5,W,152.5,U
Nov 20 2015,HOFST,82,FLAST,77,L,-8.0,L,168.0,U
Nov 17 2015,JAXVL,79,FLAST,98,W,0.0,,0.0,
Nov 15 2015,NICHL,62,FLAST,109,W,0.0,,0.0,
Nov 28 2014,CHASO,47,FLAST,58,W,0.0,,0.0,
Nov 25 2014,CITDL,55,FLAST,66,W,-20.0,L,0.0,
Nov 23 2014,FLAST,69,UMASS,75,L,-2.0,L,146.0,U
Nov 22 2014,PROV,80,FLAST,54,L,-1.5,L,0.0,
Nov 18 2014,NEAST,76,FLAST,73,L,-9.5,L,0.0,
Nov 15 2014,MANHT,66,FLAST,81,W,-11.0,W,0.0,
Nov 29 2013,FLAST,66,FLA,67,L,-8.5,W,138.0,U
Nov 24 2013,NEAST,60,FLAST,62,W,-11.5,L,146.5,U
Nov 22 2013,FLAST,80,MICH,82,L,-3.0,W,149.5,O
Nov 21 2013,FLAST,85,VACOM,67,W,-8.0,W,156.0,U
Nov 17 2013,TNMAR,61,FLAST,89,W,-23.5,W,154.5,U
Nov 13 2013,FLAST,80,UCF,68,W,-1.0,W,148.5,U
Dec 31 2016,FLAST,60,VIRGA,58,W,-9.0,W,127.0,U
Dec 28 2016,WAKE,72,FLAST,88,W,-7.5,W,163.0,U
