Year,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
2017,TEXSA,66,W.KEN,81,L,-7.5,L,137.0,O
2017,TEXSA,71,MARSH,92,L,-15.0,L,163.0,P
2017,TEXSA,39,UTEP,59,L,-3.0,L,132.5,U
2017,FLAIN,55,TEXSA,57,W,-4.5,L,130.0,U
2017,FLAAT,63,TEXSA,68,W,-1.0,W,134.5,U
2017,TEXSA,69,LATEC,68,W,-17.0,W,135.0,O
2017,TEXSA,59,S.MISS,77,L,+2.0,L,127.0,O
2017,UTEP,55,TEXSA,67,W,-2.0,W,135.0,U
2016,TEXSA,70,S.MISS,86,L,-6.0,L,140.0,O
2016,TEXSA,75,LATEC,85,L,-17.0,W,159.0,O
2016,FLAAT,86,TEXSA,71,L,0.0,L,140.5,O
2016,FLAIN,72,TEXSA,56,L,+3.0,L,152.5,U
2016,UTEP,67,TEXSA,71,W,+6.0,W,159.0,U
2016,TEXSA,71,MIDTN,79,L,-19.5,W,153.5,U
2016,TEXSA,82,UAB,104,L,-20.5,L,152.5,O
2016,RICE,80,TEXSA,85,W,+5.5,W,158.0,O
2016,N.TEX,70,TEXSA,66,L,+2.5,L,161.5,U
2015,UAB,65,TEXSA,57,L,-1.0,L,142.0,U
2015,MIDTN,58,TEXSA,69,W,+1.0,W,130.0,U
2015,TEXSA,74,W.KEN,83,L,-10.5,W,145.5,O
2015,TEXSA,82,MARSH,68,W,-1.0,W,144.0,O
2015,UTEP,73,TEXSA,55,L,+9.0,L,134.5,U
2015,TEXSA,68,TEXPA,43,W,0.0,,0.0,
2017,TEXST,48,TEXSA,63,W,+5.0,W,136.5,U
2017,TEXSA,58,LAMAR,78,L,0.0,,0.0,
2017,PVA&M,59,TEXSA,69,W,0.0,,0.0,
2017,TEXSA,78,ILCHI,86,L,-7.5,L,156.0,O
2017,TEXSA,64,OREST,72,L,-17.0,W,151.0,U
2017,TEXSA,66,FRSNO,69,L,-15.0,W,146.5,U
2016,TEXPB,90,TEXSA,85,L,0.0,,0.0,
2016,TEXSA,80,TEXSO,91,L,0.0,,0.0,
2016,TEXSA,84,C.ARK,98,L,0.0,,0.0,
2016,TEXSA,82,SUTAH,79,W,-7.5,W,155.5,O
2016,TEXSA,78,CREIG,103,L,-19.0,L,153.0,O
2016,TEXSA,45,CLEMS,78,L,-18.0,L,135.0,U
2016,TEXSA,64,LOYCH,76,L,-14.0,W,138.5,O
2015,SUTAH,93,TEXSA,92,L,-8.5,L,0.0,
2015,LOYCH,71,TEXSA,57,L,+2.5,L,0.0,
2015,TEXST,67,TEXSA,80,W,+2.5,W,0.0,
2015,TEXPA,63,TEXSA,62,L,0.0,,0.0,
2015,HUSTN,74,TEXSA,92,W,0.0,,0.0,
2014,TEXSA,64,TEXTK,94,L,-16.5,L,139.5,O
2014,TEXSA,73,NICHL,79,L,0.0,,0.0,
2014,TEXCC,76,TEXSA,87,W,0.0,,0.0,
2014,TEXPA,70,TEXSA,55,L,0.0,,0.0,
2017,ECU,75,TEXSA,79,W,0.0,,0.0,
2017,UTVAL,60,TEXSA,66,W,0.0,,0.0,
2017,TEXSA,69,TEXCC,73,L,0.0,,0.0,
2017,SEOKST,69,TEXSA,88,W,0.0,,0.0,
2017,TEXSA,50,TEXTK,87,L,-23.0,L,131.5,O
2017,TEXSA,71,UTVAL,75,L,0.0,,0.0,
2017,TEXSA,47,CALPO,59,L,-8.0,L,137.5,U
2016,CALPO,88,TEXSA,73,L,+10.0,L,155.5,O
2016,UTVAL,83,TEXSA,78,L,0.0,,0.0,
2016,ECU,61,TEXSA,75,W,0.0,,0.0,
2016,TEXCC,85,TEXSA,79,L,0.0,,0.0,
2016,TEXSA,50,TEXAS,116,L,-23.0,L,149.0,O
2016,TEXSA,53,TEXST,76,L,-10.0,L,144.5,U
2015,CAMRN,68,TEXSA,79,W,0.0,,0.0,
2015,TEXSA,57,TCU,88,L,-15.5,L,0.0,
2015,TEXSA,73,TEXCC,60,W,0.0,,0.0,
2015,TEXSA,71,WASST,91,L,-9.0,L,147.0,O
2015,TEXSA,88,NARIZ,83,W,-9.5,W,0.0,
2014,CAMRN,56,TEXSA,64,W,0.0,,0.0,
2014,GAST,99,TEXSA,68,L,+12.0,L,148.0,O
2014,CSBAK,90,TEXSA,64,L,0.0,,0.0,
2014,TEXSA,72,TEXPA,65,W,0.0,,0.0,
2014,HUSTN,62,TEXSA,90,W,0.0,,0.0,
2017,TEXSA,66,FLAAT,73,L,-5.5,L,139.0,P
2017,TEXSA,69,FLAIN,67,W,-3.5,W,134.5,O
2017,TEXSA,73,N.TEX,83,L,-1.5,L,139.5,O
2017,TEXSA,68,RICE,80,L,-12.5,W,147.5,O
2017,LATEC,72,TEXSA,66,L,+8.5,W,136.0,O
2017,S.MISS,51,TEXSA,57,W,-6.0,P,127.5,U
2017,UAB,67,TEXSA,82,W,+8.0,W,137.5,O
2017,MIDTN,69,TEXSA,59,L,+13.5,W,129.5,U
2016,TEXSA,56,OLDDO,78,L,-16.5,L,139.5,U
2016,TEXSA,108,CHARL,114,L,-15.5,W,162.0,O
