Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 30 2018,WMICH,71,EMICH,57,L,-2.0,L,136.0,U
Jan 27 2018,EMICH,58,MIAOH,48,W,-1.5,W,132.0,U
Jan 23 2018,EMICH,69,BUFF,83,L,-11.5,L,149.5,O
Jan 20 2018,OHIO,72,EMICH,66,L,-6.0,L,140.0,U
Jan 16 2018,AKRON,49,EMICH,63,W,-6.5,W,141.0,U
Jan 13 2018,EMICH,66,N.ILL,72,L,+1.5,L,140.5,U
Jan 9 2018,CMICH,74,EMICH,79,W,-4.0,W,138.5,O
Jan 6 2018,BOWLG,75,EMICH,71,L,-10.5,L,150.5,U
Jan 2 2018,EMICH,62,BALL,72,L,-5.5,L,149.0,U
Nov 29 2017,EMICH,81,N.FLA,84,L,0.0,,0.0,
Nov 26 2017,EMICH,65,S.FLA,47,W,+4.5,W,130.5,U
Nov 24 2017,EMICH,67,INDY,87,L,-10.0,L,142.5,O
Nov 18 2017,HOWRD,66,EMICH,76,W,0.0,,0.0,
Nov 16 2017,ARKST,59,EMICH,76,W,-8.5,W,146.0,U
Nov 12 2017,MCHDRB,73,EMICH,97,W,0.0,,0.0,
Nov 10 2017,ARBOR,60,EMICH,92,W,0.0,,0.0,
Dec 29 2017,ROCCO,48,EMICH,67,W,0.0,,0.0,
Dec 27 2017,EMICH,47,SYRA,62,L,-13.5,L,135.5,U
Dec 22 2017,EMICH,81,OAKLN,86,L,-7.0,W,160.5,O
Dec 16 2017,EMICH,85,LONGB,80,W,+2.0,W,151.5,O
Dec 9 2017,CENTST,65,EMICH,80,W,0.0,,0.0,
Dec 6 2017,OAKLN,89,EMICH,95,W,+2.0,W,148.5,O
Feb 27 2018,EMICH,74,WMICH,58,W,-3.5,W,136.0,U
Feb 24 2018,N.ILL,53,EMICH,82,W,-7.5,W,136.0,U
Feb 20 2018,TOLDO,79,EMICH,85,W,-2.5,W,140.5,O
Feb 17 2018,EMICH,72,CMICH,67,W,-3.5,W,138.0,O
Feb 13 2018,MIAOH,57,EMICH,58,W,-5.5,L,126.5,U
Feb 10 2018,EMICH,63,BOWLG,70,L,+2.0,L,138.0,U
Feb 6 2018,EMICH,71,KENT,67,W,-3.5,W,136.5,O
Feb 3 2018,BALL,41,EMICH,58,W,0.0,W,138.0,U
Mar 9 2018,EMICH,63,TOLDO,64,L,-2.5,W,142.5,U
Mar 8 2018,AKRON,58,EMICH,67,W,-6.0,W,131.5,U
Mar 2 2018,EMICH,71,TOLDO,69,W,-5.5,W,143.5,U
