Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 27 2018,CLEST,47,WISML,70,L,-9.5,L,134.0,U
Jan 25 2018,CLEST,44,WISGB,66,L,-5.0,L,148.0,U
Jan 20 2018,ILCHI,87,CLEST,80,L,+2.0,L,141.0,O
Jan 18 2018,IUPUI,67,CLEST,70,W,+1.5,W,136.5,O
Jan 15 2018,CLEST,55,N.KENT,70,L,-17.5,W,144.5,U
Jan 12 2018,CLEST,68,OAKLN,81,L,-15.5,W,157.0,U
Jan 10 2018,CLEST,84,DETRT,85,L,-4.0,W,156.5,O
Jan 6 2018,WISML,67,CLEST,63,L,+3.0,L,137.5,U
Jan 4 2018,WISGB,79,CLEST,80,W,-1.5,L,147.0,O
Jan 1 2018,YOUNG,80,CLEST,77,L,-7.5,L,152.0,O
Nov 29 2017,ARKST,72,CLEST,75,W,-1.5,W,141.5,O
Nov 24 2017,CCONN,74,CLEST,73,L,0.0,,0.0,
Nov 20 2017,CLEST,69,E.CAR,72,L,-5.0,W,129.0,O
Nov 17 2017,COPIN,56,CLEST,80,W,0.0,,0.0,
Nov 14 2017,CLEST,38,RUTGR,70,L,-13.0,L,138.0,U
Nov 11 2017,CLEST,57,AKRON,67,L,-6.0,L,139.5,U
Dec 29 2017,CLEST,61,MICHS,111,L,-33.0,L,139.5,O
Dec 23 2017,TOLDO,77,CLEST,62,L,+4.0,L,148.0,U
Dec 21 2017,CLEST,62,CINCY,81,L,-28.0,W,137.0,O
Dec 19 2017,CLEST,77,NIAGR,79,L,-9.0,W,155.5,O
Dec 10 2017,ND-OH,56,CLEST,89,W,0.0,,0.0,
Dec 6 2017,CLEST,67,WMICH,78,L,-13.5,W,139.5,O
Dec 2 2017,CLEST,62,KENT,72,L,-7.0,L,142.5,U
Feb 24 2018,CLEST,99,YOUNG,94,W,-3.5,W,153.0,O
Feb 19 2018,CLEST,63,WRIGH,72,L,-13.5,W,136.0,U
Feb 16 2018,OAKLN,82,CLEST,66,L,+5.0,L,151.0,U
Feb 14 2018,DETRT,72,CLEST,75,W,-3.0,P,153.5,U
Feb 10 2018,CLEST,86,ILCHI,78,W,-11.5,W,142.5,O
Feb 8 2018,CLEST,73,IUPUI,78,L,-5.5,W,138.0,O
Feb 3 2018,N.KENT,78,CLEST,61,L,+12.5,L,143.5,U
Feb 1 2018,WRIGH,74,CLEST,77,W,+8.5,W,133.0,O
Mar 6 2018,CLEST,57,WRIGH,74,L,-9.5,L,126.5,O
Mar 5 2018,CLEST,44,OAKLN,43,W,-9.0,W,145.0,U
Mar 3 2018,CLEST,89,N.KENT,80,W,-13.5,W,140.0,O
Mar 2 2018,YOUNG,71,CLEST,72,W,+2.0,W,153.5,U
