Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 27 2018,CALPO,56,UCDAV,80,W,-9.5,W,135.0,O
Jan 25 2018,CSNOR,56,UCDAV,63,W,-13.5,L,130.0,U
Jan 20 2018,UCDAV,72,HAWAI,77,L,-4.5,L,136.0,O
Jan 17 2018,LONGB,75,UCDAV,84,W,-7.0,W,145.0,O
Jan 13 2018,UCDAV,70,FULLR,85,L,-1.5,L,137.0,O
Jan 11 2018,UCDAV,75,UCRIV,65,W,+3.5,W,130.0,O
Jan 4 2018,UCI,53,UCDAV,64,W,-4.5,W,131.5,U
Nov 29 2017,NCOLO,51,UCDAV,56,W,-5.5,L,134.5,U
Nov 26 2017,UCDAV,70,WASH,77,L,-8.5,W,142.5,O
Nov 21 2017,SACRA,47,UCDAV,64,W,-7.5,W,131.5,U
Nov 18 2017,UCDAV,71,UTVAL,80,L,0.0,,0.0,
Nov 15 2017,UCDAV,62,PACIF,58,W,-3.5,W,147.5,U
Nov 13 2017,UCDAV,74,NCOLO,59,W,-7.0,W,145.5,U
Dec 30 2017,HOLYN,62,UCDAV,89,W,0.0,,0.0,
Dec 23 2017,RADFD,72,UCDAV,62,L,-4.0,L,129.5,O
Dec 22 2017,LAMAR,68,UCDAV,77,W,-3.0,W,130.5,O
Dec 19 2017,UCDAV,73,NEV,88,L,-16.5,W,140.5,O
Dec 15 2017,UCDAV,61,SF,74,L,-3.5,L,131.0,O
Dec 9 2017,WILJS,52,UCDAV,86,W,0.0,,0.0,
Dec 6 2017,PACIF,67,UCDAV,71,W,-4.0,P,135.5,O
Dec 2 2017,UCDAV,81,WASST,67,W,-7.5,W,136.0,O
Feb 24 2018,UCRIV,63,UCDAV,64,W,-10.5,L,133.5,U
Feb 17 2018,UCDAV,71,SABAR,54,W,-6.0,W,142.5,U
Feb 15 2018,UCDAV,92,CALPO,84,W,+4.5,W,136.5,O
Feb 10 2018,FULLR,68,UCDAV,66,L,-3.5,L,138.5,U
Feb 8 2018,SABAR,90,UCDAV,81,L,0.0,L,142.5,O
Feb 3 2018,UCDAV,105,LONGB,104,W,-4.5,W,147.5,O
Feb 1 2018,UCDAV,63,CSNOR,56,W,+8.0,L,132.0,U
Mar 9 2018,FULLR,55,UCDAV,52,L,-1.0,L,136.5,U
Mar 8 2018,UCRIV,66,UCDAV,70,W,-7.0,L,128.0,O
Mar 3 2018,UCDAV,90,UCI,84,W,-6.0,W,130.0,O
Mar 1 2018,HAWAI,59,UCDAV,70,W,-5.5,W,134.5,U
