Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 28 2017,LATEC,61,MIDTN,71,L,-9.5,L,136.5,U
Jan 26 2017,LATEC,70,UAB,79,L,-2.0,L,143.5,O
Jan 21 2017,N.TEX,57,LATEC,81,W,-16.5,W,138.0,P
Jan 19 2017,RICE,64,LATEC,74,W,-5.5,W,155.0,U
Jan 14 2017,LATEC,75,OLDDO,63,W,0.0,W,123.5,O
Jan 12 2017,LATEC,79,CHARL,73,W,+4.0,W,156.5,U
Jan 7 2017,TEXSA,69,LATEC,68,L,-17.0,L,135.0,O
Jan 5 2017,UTEP,44,LATEC,64,W,-15.0,W,141.0,U
Jan 1 2017,LATEC,79,S.MISS,55,W,+13.5,W,135.0,U
Jan 31 2016,UTEP,70,LATEC,78,W,-8.5,L,147.5,O
Jan 28 2016,TEXSA,75,LATEC,85,W,-17.0,L,159.0,O
Jan 23 2016,LATEC,70,S.MISS,59,W,+7.0,W,137.0,U
Jan 16 2016,LATEC,61,FLAAT,63,L,+7.0,L,141.0,U
Jan 14 2016,LATEC,74,FLAIN,88,L,+4.0,L,145.0,O
Jan 9 2016,CHARL,90,LATEC,93,W,-11.5,L,153.5,O
Jan 7 2016,OLDDO,56,LATEC,53,L,-3.0,L,136.5,U
Jan 2 2016,S.MISS,57,LATEC,87,W,-17.0,W,131.5,O
Jan 31 2015,MARSH,57,LATEC,81,W,-17.5,W,145.0,U
Jan 29 2015,W.KEN,56,LATEC,69,W,-8.5,W,144.5,U
Jan 24 2015,LATEC,58,RICE,45,W,+8.5,W,134.0,U
Jan 22 2015,LATEC,66,N.TEX,73,L,+10.0,L,136.0,O
Jan 17 2015,MIDTN,68,LATEC,75,W,-11.5,L,126.5,O
Jan 15 2015,UAB,71,LATEC,74,W,-14.5,L,141.5,O
Nov 30 2016,LATEC,59,CAL,68,L,-12.0,W,138.0,U
Nov 27 2016,MD-ES,53,LATEC,74,W,0.0,,0.0,
Nov 23 2016,OKLBAP,63,LATEC,79,W,0.0,,0.0,
Nov 19 2016,LATEC,54,NEBRS,65,L,-8.5,L,150.0,U
Nov 16 2016,ALAST,56,LATEC,87,W,0.0,,0.0,
Nov 11 2016,LATEC,76,S.CAR,85,L,-10.0,W,154.0,O
Nov 27 2015,NCCEN,50,LATEC,71,W,0.0,,0.0,
Nov 24 2015,LATEC,82,OHIOS,74,W,-8.5,W,148.0,O
Nov 21 2015,LATEC,86,GRAMB,67,W,0.0,,0.0,
