Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 29 2018,NEBRS,74,WISCN,63,W,-4.0,W,130.5,O
Jan 27 2018,IOWA,84,NEBRS,98,W,-4.5,W,148.5,O
Jan 24 2018,NEBRS,60,RUTGR,54,W,-2.5,W,127.5,U
Jan 22 2018,NEBRS,59,OHIOS,64,L,-11.5,W,138.5,U
Jan 18 2018,MICH,52,NEBRS,72,W,+5.0,W,135.0,U
Jan 15 2018,ILL,63,NEBRS,64,W,-4.5,L,144.5,U
Jan 12 2018,NEBRS,74,PENST,76,L,-8.0,W,140.5,O
Jan 9 2018,WISCN,59,NEBRS,63,W,-1.5,W,132.0,U
Jan 6 2018,NEBRS,62,PURDU,74,L,-20.5,W,147.5,U
Jan 2 2018,NEBRS,70,NWEST,55,W,-7.5,W,140.0,U
Nov 29 2017,BC,62,NEBRS,71,W,-3.0,W,146.0,U
Nov 26 2017,LONGB,80,NEBRS,85,W,-9.5,L,147.0,O
Nov 24 2017,NEBRS,84,MARST,59,W,+11.5,W,144.0,U
Nov 23 2017,UCF,68,NEBRS,59,L,+4.5,L,138.0,U
Nov 19 2017,NDAKOT,70,NEBRS,92,W,-9.5,W,150.5,O
Nov 16 2017,NEBRS,56,STJON,79,L,-6.5,L,151.0,U
Nov 13 2017,N.TEX,67,NEBRS,86,W,-15.0,W,146.5,O
Nov 11 2017,E.ILL,68,NEBRS,72,W,-11.0,L,146.5,U
Dec 29 2017,STETS,62,NEBRS,71,W,0.0,,0.0,
Dec 22 2017,DELST,68,NEBRS,85,W,0.0,,0.0,
Dec 20 2017,TEXSA,94,NEBRS,104,W,-9.5,W,155.5,O
Dec 16 2017,KANSA,73,NEBRS,72,L,+12.0,W,146.5,U
Dec 9 2017,NEBRS,65,CREIG,75,L,-12.5,W,157.5,U
Dec 5 2017,MINN,68,NEBRS,78,W,+9.0,W,151.5,U
Dec 3 2017,NEBRS,57,MICHS,86,L,-19.0,L,141.0,O
Feb 25 2018,PENST,64,NEBRS,76,W,-2.5,W,137.5,O
Feb 20 2018,INDY,57,NEBRS,66,W,-3.0,W,139.0,U
Feb 18 2018,NEBRS,66,ILL,72,L,-1.0,L,144.5,U
Feb 13 2018,MARYL,66,NEBRS,70,W,-2.0,W,143.0,U
Feb 10 2018,RUTGR,55,NEBRS,67,W,-8.5,W,129.5,U
Feb 6 2018,NEBRS,91,MINN,85,W,-3.5,W,145.5,O
Mar 2 2018,MICH,77,NEBRS,58,L,+5.0,L,133.0,O
