Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 27 2018,DAYTN,65,STL,75,L,-2.0,L,133.0,O
Jan 23 2018,DAVID,64,DAYTN,65,W,-1.5,L,144.5,U
Jan 20 2018,RHODEI,88,DAYTN,74,L,+3.5,L,145.5,O
Jan 17 2018,DAYTN,65,STJOE,81,L,-1.5,L,148.0,U
Jan 12 2018,VACOM,79,DAYTN,106,W,-3.0,W,146.5,O
Jan 9 2018,DAYTN,87,RICHM,81,W,+2.5,W,136.0,O
Jan 6 2018,UMASS,62,DAYTN,60,L,-8.0,L,138.5,U
Jan 3 2018,STBON,72,DAYTN,82,W,+1.5,W,139.0,O
Nov 29 2017,AUBRN,73,DAYTN,60,L,+4.0,L,153.5,U
Nov 25 2017,AKRON,60,DAYTN,73,W,-9.0,W,139.0,U
Nov 19 2017,OLDDO,75,DAYTN,67,L,+2.0,L,127.5,O
Nov 17 2017,OHIO,65,DAYTN,79,W,-3.5,W,142.0,O
Nov 16 2017,DAYTN,69,HOFST,72,L,+3.0,L,145.5,U
Nov 10 2017,BALL,77,DAYTN,78,W,-6.0,L,155.5,U
Dec 30 2017,DAYTN,62,DUQU,70,L,+3.0,L,136.0,U
Dec 23 2017,WAGNR,67,DAYTN,79,W,-10.0,W,136.5,O
Dec 19 2017,DAYTN,54,STMAR,69,L,-9.0,L,139.0,U
Dec 16 2017,GAST,83,DAYTN,88,W,-6.0,L,130.5,O
Dec 9 2017,PENN,78,DAYTN,70,L,-6.5,L,137.5,O
Dec 6 2017,TNTEC,66,DAYTN,79,W,-9.0,W,143.0,O
Dec 3 2017,DAYTN,59,MISST,61,L,-9.5,W,138.0,U
Feb 28 2018,DAYTN,53,LASAL,71,L,-3.0,L,145.0,U
Feb 23 2018,DAYTN,56,RHODEI,81,L,-10.5,L,144.0,U
Feb 20 2018,STL,50,DAYTN,53,W,-5.0,L,135.0,U
Feb 17 2018,FORDM,70,DAYTN,80,W,-12.5,L,135.0,O
Feb 14 2018,DAYTN,67,GMASN,85,L,+4.5,L,148.5,O
Feb 10 2018,DAYTN,84,VACOM,88,L,-3.0,L,149.5,O
Feb 7 2018,DUQU,73,DAYTN,88,W,-8.0,W,141.0,O
Feb 3 2018,DAYTN,82,UMASS,86,L,+2.0,L,142.5,O
Mar 8 2018,DAYTN,72,VACOM,77,L,-1.5,L,147.0,O
Mar 3 2018,GWASH,78,DAYTN,88,W,-5.5,W,138.0,O
