Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 28 2017,KANSA,79,KENTY,73,W,-7.0,W,168.0,U
Jan 24 2017,KANSA,69,W.VA,85,L,-3.0,L,159.0,U
Jan 21 2017,TEXAS,67,KANSA,79,W,-16.5,L,149.0,U
Jan 16 2017,KANSA,76,IOWAS,72,W,+2.5,W,154.5,U
Jan 14 2017,OKST,80,KANSA,87,W,-13.5,L,169.0,U
Jan 10 2017,KANSA,81,OKLA,70,W,+12.5,L,151.5,U
Jan 7 2017,TEXTK,68,KANSA,85,W,-11.5,W,145.5,O
Jan 3 2017,KANST,88,KANSA,90,W,-13.5,L,139.0,O
Jan 30 2016,KENTY,84,KANSA,90,W,-5.5,W,150.0,O
Jan 25 2016,KANSA,72,IOWAS,85,L,-1.0,L,161.0,U
Jan 23 2016,TEXAS,67,KANSA,76,W,-12.5,L,143.0,P
Jan 19 2016,KANSA,67,OKST,86,L,+9.0,L,142.0,O
Jan 16 2016,TCU,63,KANSA,70,W,-23.0,L,146.0,U
Jan 12 2016,KANSA,63,W.VA,74,L,+1.0,L,156.0,U
Jan 9 2016,KANSA,69,TEXTK,59,W,+7.0,W,149.5,U
Jan 4 2016,OKLA,106,KANSA,109,W,-7.0,L,159.5,O
Jan 2 2016,BAYLR,74,KANSA,102,W,-12.0,W,146.5,O
Jan 31 2015,KANST,57,KANSA,68,W,-11.5,L,135.5,U
Jan 28 2015,KANSA,64,TCU,61,W,+4.0,L,135.5,U
Jan 24 2015,KANSA,75,TEXAS,62,W,-4.0,W,133.5,O
Jan 19 2015,OKLA,78,KANSA,85,W,-5.5,W,138.0,O
Nov 29 2016,LONGB,61,KANSA,91,W,-25.5,W,149.0,O
Nov 25 2016,NCASH,57,KANSA,95,W,0.0,,0.0,
Nov 22 2016,GA,54,KANSA,65,W,-13.5,L,146.5,U
Nov 21 2016,KANSA,83,UAB,63,W,+18.5,W,150.5,U
Nov 18 2016,SIENA,65,KANSA,86,W,-23.0,L,160.0,U
Nov 15 2016,DUKE,75,KANSA,77,W,+2.0,W,168.0,U
Nov 11 2016,INDY,103,KANSA,99,L,-6.0,L,153.0,O
Nov 25 2015,VANDY,63,KANSA,70,W,-2.5,W,156.5,U
Nov 24 2015,KANSA,92,UCLA,73,W,+9.0,W,162.0,O
Nov 23 2015,KANSA,123,CHAMI,72,W,+29.0,W,169.0,O
Nov 17 2015,KANSA,73,MICHS,79,L,+4.5,L,152.5,U
Nov 13 2015,NCOLO,72,KANSA,109,W,-29.0,W,147.5,O
Nov 30 2014,MICHS,56,KANSA,61,W,-1.5,W,136.5,U
Nov 28 2014,TENN,67,KANSA,82,W,-9.0,W,129.0,O
Nov 27 2014,KANSA,76,RHODEI,60,W,+8.5,W,132.0,O
Nov 24 2014,RIDER,60,KANSA,87,W,-17.5,W,135.0,O
Nov 18 2014,KENTY,72,KANSA,40,L,+7.0,L,140.0,U
Nov 14 2014,SABAR,59,KANSA,69,W,-16.5,L,0.0,
Nov 30 2013,UTEP,63,KANSA,67,W,-14.0,L,144.0,U
Nov 29 2013,VILLA,63,KANSA,59,L,-4.5,L,154.5,U
Nov 28 2013,KANSA,87,WAKE,78,W,+14.0,L,152.5,O
Nov 22 2013,TOWSN,58,KANSA,88,W,-18.5,W,152.5,U
Nov 19 2013,IONA,66,KANSA,86,W,-16.5,W,162.5,U
Nov 12 2013,KANSA,94,DUKE,83,W,-5.5,W,158.5,O
Dec 30 2016,KANSA,86,TCU,80,W,+6.5,L,143.5,O
Dec 22 2016,KANSA,71,UNLV,53,W,+22.5,L,150.5,U
Dec 17 2016,DAVID,71,KANSA,89,W,-15.0,W,152.0,O
Dec 10 2016,NEBRS,72,KANSA,89,W,-19.5,L,139.5,O
Dec 6 2016,UMKC,62,KANSA,105,W,0.0,,0.0,
Dec 3 2016,STANF,74,KANSA,89,W,-18.0,L,136.5,O
Dec 29 2015,UCI,53,KANSA,78,W,-16.5,W,142.5,U
Dec 22 2015,KANSA,70,SD.ST,57,W,+7.0,W,135.5,U
Dec 19 2015,MONTA,46,KANSA,88,W,-24.5,W,146.0,U
Dec 12 2015,OREST,67,KANSA,82,W,-13.5,W,146.0,O
Dec 9 2015,HOLYC,59,KANSA,92,W,0.0,,0.0,
Dec 5 2015,HARVD,69,KANSA,75,W,-23.0,L,146.0,U
Dec 1 2015,LOYOL,61,KANSA,94,W,0.0,,0.0,
Dec 30 2014,KENT,62,KANSA,78,W,-14.0,W,132.0,O
Dec 22 2014,KANSA,52,TEMPL,77,L,+8.0,L,134.0,U
Dec 20 2014,LAFAY,69,KANSA,96,W,0.0,,0.0,
Dec 13 2014,UTAH,60,KANSA,63,W,-4.0,L,131.0,U
Dec 10 2014,KANSA,75,GTOWN,70,W,-2.0,W,131.0,O
Dec 5 2014,FLA,65,KANSA,71,W,-8.0,L,127.0,O
Dec 30 2013,TOLDO,83,KANSA,93,W,-15.0,L,151.0,O
Dec 21 2013,GTOWN,64,KANSA,86,W,-8.0,W,138.5,O
Dec 14 2013,NEWMX,63,KANSA,80,W,-7.5,W,143.0,P
Dec 10 2013,KANSA,61,FLA,67,L,-3.0,L,137.0,U
Feb 27 2017,OKLA,63,KANSA,73,W,-14.5,L,152.0,U
Feb 25 2017,KANSA,77,TEXAS,67,W,+8.5,W,144.5,U
Feb 22 2017,TCU,68,KANSA,87,W,-12.0,W,150.0,O
Feb 18 2017,KANSA,67,BAYLR,65,W,-2.0,W,141.0,U
Feb 13 2017,W.VA,80,KANSA,84,W,-5.0,L,155.5,O
Feb 11 2017,KANSA,80,TEXTK,79,W,+4.5,L,142.5,O
Feb 6 2017,KANSA,74,KANST,71,W,+3.0,P,146.5,U
Feb 4 2017,IOWAS,92,KANSA,89,L,-10.0,L,154.5,O
Feb 1 2017,BAYLR,68,KANSA,73,W,-6.5,L,143.0,U
Feb 29 2016,KANSA,86,TEXAS,56,W,+3.5,W,142.5,U
Feb 27 2016,TEXTK,58,KANSA,67,W,-13.5,L,144.5,U
Feb 23 2016,KANSA,66,BAYLR,60,W,+2.5,W,150.0,U
Feb 20 2016,KANSA,72,KANST,63,W,+5.0,W,143.5,U
Feb 15 2016,OKST,67,KANSA,94,W,-14.5,W,136.0,O
Feb 13 2016,KANSA,76,OKLA,72,W,-3.0,W,156.0,U
Feb 9 2016,W.VA,65,KANSA,75,W,-7.0,W,149.0,U
Feb 6 2016,KANSA,75,TCU,56,W,+13.0,W,144.0,U
Feb 3 2016,KANST,59,KANSA,77,W,-12.0,W,144.0,U
Feb 28 2015,TEXAS,64,KANSA,69,W,-7.5,L,137.0,U
Feb 23 2015,KANSA,63,KANST,70,L,+5.0,L,128.0,O
Feb 21 2015,TCU,72,KANSA,81,W,-13.0,L,131.5,O
Feb 16 2015,KANSA,61,W.VA,62,L,+1.5,L,148.0,U
Mar 25 2017,OREG,74,KANSA,60,L,-6.5,L,157.5,U
Mar 23 2017,PURDU,66,KANSA,98,W,-5.0,W,155.5,O
Mar 19 2017,MICHS,70,KANSA,90,W,-7.5,W,148.5,O
Mar 17 2017,UCDAV,62,KANSA,100,W,-22.5,W,144.0,O
Mar 9 2017,TCU,85,KANSA,82,L,-8.5,L,149.0,O
Mar 4 2017,KANSA,90,OKST,85,W,+1.5,W,162.0,O
Mar 26 2016,VILLA,64,KANSA,59,L,-2.0,L,145.0,U
Mar 24 2016,MARYL,63,KANSA,79,W,-5.5,W,143.5,U
Mar 19 2016,UCONN,61,KANSA,73,W,-7.5,W,140.0,U
Mar 17 2016,APEAY,79,KANSA,105,W,-24.5,W,151.0,O
Mar 12 2016,W.VA,71,KANSA,81,W,-5.0,W,144.5,O
Mar 11 2016,BAYLR,66,KANSA,70,W,-7.0,L,145.0,U
Mar 10 2016,KANST,63,KANSA,85,W,-12.5,W,140.0,O
Mar 5 2016,IOWAS,78,KANSA,85,W,-11.0,L,157.5,O
Mar 22 2015,WICHI,78,KANSA,65,L,0.0,L,134.0,O
Mar 20 2015,NMXST,56,KANSA,75,W,-9.5,W,132.5,U
Mar 14 2015,IOWAS,70,KANSA,66,L,-2.5,L,149.0,U
Mar 13 2015,BAYLR,52,KANSA,62,W,-1.5,W,135.0,U
Mar 12 2015,TCU,59,KANSA,64,W,-8.5,L,135.5,U
Mar 7 2015,KANSA,73,OKLA,75,L,-6.0,W,142.0,O
Mar 3 2015,W.VA,69,KANSA,76,W,-9.5,L,139.5,O
Mar 23 2014,STANF,60,KANSA,57,L,-6.0,L,143.0,U
Mar 21 2014,EKENT,69,KANSA,80,W,-13.0,L,152.5,U
Mar 14 2014,IOWAS,94,KANSA,83,L,-5.0,L,154.0,O
Mar 13 2014,OKST,70,KANSA,77,W,-3.5,W,149.5,U
Mar 8 2014,KANSA,86,W.VA,92,L,+5.0,L,149.5,O
Apr 2 2012,KANSA,59,KENTY,67,L,-6.0,L,138.5,U
Apr 7 2008,KANSA,75,MEMPH,68,W,-2.0,W,147.5,U
Apr 5 2008,KANSA,84,UNC,66,W,-3.0,W,158.0,U
Apr 7 2003,KANSA,78,SYRA,81,L,+5.5,L,156.0,O
Apr 5 2003,MARQ,61,KANSA,94,W,-4.5,W,153.5,O
