Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 27 2018,BOISE,70,AIRFO,64,W,+9.0,L,140.0,U
Jan 24 2018,SJ.ST,71,BOISE,94,W,-20.0,W,134.5,O
Jan 20 2018,BOISE,68,NEV,74,L,-6.0,P,148.5,U
Jan 17 2018,UT.ST,67,BOISE,71,W,-9.5,L,143.5,U
Jan 13 2018,SD.ST,80,BOISE,83,W,-3.5,L,143.5,O
Jan 9 2018,BOISE,70,FRSNO,64,W,-3.5,W,142.5,U
Jan 6 2018,BOISE,78,WYOM,79,L,+1.0,L,150.5,O
Jan 3 2018,NEWMX,62,BOISE,90,W,-9.0,W,148.5,O
Nov 28 2017,LOYCH,53,BOISE,87,W,-4.0,W,138.0,O
Nov 25 2017,LOYMA,48,BOISE,68,W,-9.5,W,144.0,U
Nov 19 2017,BOISE,64,IOWAS,75,L,-2.5,L,150.5,U
Nov 17 2017,ILLST,64,BOISE,82,W,+1.5,W,143.5,O
Nov 16 2017,BOISE,58,UTEP,56,W,+3.0,L,146.5,U
Nov 12 2017,SUTAH,69,BOISE,90,W,-21.5,L,162.5,U
Nov 10 2017,E.ORE,65,BOISE,104,W,0.0,,0.0,
Dec 30 2017,BOISE,83,UNLV,74,W,-4.5,W,156.5,O
Dec 27 2017,COLST,71,BOISE,93,W,-11.0,W,139.5,O
Dec 18 2017,BOISE,63,SMU,86,L,-9.0,L,133.5,O
Dec 13 2017,GRCNYN,80,BOISE,85,W,-9.5,L,134.0,O
Dec 9 2017,SACRA,54,BOISE,77,W,-21.0,W,135.5,U
Dec 3 2017,PORTL,54,BOISE,77,W,-19.0,W,142.5,U
Dec 1 2017,BOISE,73,OREG,70,W,-7.0,W,145.0,U
Feb 27 2018,BOISE,64,SD.ST,72,L,-5.0,L,144.0,U
Feb 21 2018,BOISE,87,COLST,54,W,+7.0,W,147.0,U
Feb 17 2018,AIRFO,52,BOISE,76,W,-14.0,W,143.5,U
Feb 14 2018,NEV,77,BOISE,72,L,-3.0,L,149.5,U
Feb 10 2018,BOISE,65,UT.ST,71,L,+3.0,L,142.5,U
Feb 6 2018,BOISE,73,NEWMX,71,W,+1.5,W,150.5,U
Feb 3 2018,UNLV,91,BOISE,93,W,-7.0,L,153.5,O
Mar 8 2018,UT.ST,78,BOISE,75,L,-8.0,L,141.0,O
Mar 3 2018,WYOM,87,BOISE,95,W,-9.0,L,150.5,O
