Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 27 2018,HARVD,86,BROWN,77,W,+3.0,W,133.0,O
Jan 26 2018,HARVD,54,YALE,52,W,-4.5,W,134.5,U
Jan 20 2018,HARVD,62,DART,57,W,+4.0,W,132.0,U
Jan 10 2018,HARVD,62,WOFFD,63,L,-6.0,W,136.0,U
Jan 6 2018,DART,51,HARVD,61,W,-10.5,L,138.0,U
Jan 2 2018,VERMT,62,HARVD,56,L,0.0,,0.0,
Nov 30 2017,HARVD,61,NEAST,77,L,+1.0,L,140.5,U
Nov 26 2017,HARVD,61,FULLR,70,L,+6.5,L,137.5,U
Nov 24 2017,HARVD,77,STJOE,71,W,-3.0,W,145.0,O
Nov 23 2017,STMAR,89,HARVD,71,L,+12.0,L,139.5,O
Nov 18 2017,HARVD,69,MANHT,73,L,+3.5,L,143.5,U
Nov 16 2017,HARVD,69,HOLYC,73,L,0.0,,0.0,
Nov 12 2017,UMASS,67,HARVD,70,W,-8.0,L,141.5,U
Nov 10 2017,MIT,64,HARVD,73,W,0.0,,0.0,
Dec 30 2017,HARVD,55,MINN,65,L,-14.0,W,145.5,U
Dec 23 2017,HARVD,48,GWASH,58,L,-5.0,L,128.5,U
Dec 21 2017,BOSTU,63,HARVD,74,W,0.0,,0.0,
Dec 6 2017,HARVD,47,FORDM,45,W,+1.5,W,135.0,U
Dec 2 2017,HARVD,70,KENTY,79,L,-18.5,W,145.5,O
Feb 24 2018,HARVD,71,PENN,74,L,-4.0,W,129.5,O
Feb 23 2018,HARVD,72,PRNCE,66,W,-1.5,W,129.5,O
Feb 17 2018,YALE,49,HARVD,64,W,-4.5,W,132.5,U
Feb 16 2018,BROWN,58,HARVD,65,W,-9.0,L,142.5,U
Feb 10 2018,PENN,67,HARVD,76,W,-2.0,W,126.0,O
Feb 9 2018,PRNCE,51,HARVD,66,W,-2.0,W,131.5,U
Feb 3 2018,HARVD,76,CORNL,73,W,+3.5,L,138.5,O
Feb 2 2018,HARVD,76,COLUM,83,L,0.0,L,138.5,O
Mar 10 2018,CORNL,55,HARVD,74,W,-5.5,W,138.5,U
Mar 3 2018,COLUM,74,HARVD,93,W,-8.0,W,142.0,O
Mar 2 2018,CORNL,88,HARVD,98,W,-9.0,W,141.0,O
