Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 31 2018,LOYCH,67,BRAD,69,L,+2.0,L,129.5,O
Jan 28 2018,NIOWA,47,LOYCH,70,W,-6.5,W,124.5,U
Jan 24 2018,LOYCH,80,DRAKE,57,W,+2.0,W,138.5,U
Jan 21 2018,LOYCH,70,VALPO,54,W,+1.0,W,137.5,U
Jan 17 2018,S.ILL,65,LOYCH,79,W,-7.5,W,136.5,O
Jan 13 2018,BRAD,65,LOYCH,81,W,-6.5,W,128.5,O
Jan 10 2018,LOYCH,68,ILLST,61,W,-1.5,W,139.5,U
Jan 7 2018,LOYCH,56,NIOWA,50,W,-5.5,W,123.5,U
Jan 3 2018,INDST,61,LOYCH,57,L,-6.0,L,138.5,U
Nov 28 2017,LOYCH,53,BOISE,87,L,-4.0,L,138.0,O
Nov 25 2017,KENT,60,LOYCH,75,W,-6.5,W,148.0,U
Nov 24 2017,NCWIL,78,LOYCH,102,W,-3.5,W,147.5,O
Nov 21 2017,MSVAL,50,LOYCH,63,W,0.0,,0.0,
Nov 19 2017,SAMFD,67,LOYCH,88,W,-6.5,W,151.5,O
Nov 16 2017,LOYCH,66,UMKC,56,W,0.0,,0.0,
Nov 12 2017,EUREKA,69,LOYCH,96,W,0.0,,0.0,
Nov 10 2017,WRIGH,80,LOYCH,84,W,-12.5,L,139.5,O
Dec 30 2017,EVANS,59,LOYCH,66,W,-8.0,L,129.0,U
Dec 22 2017,LOYCH,59,MIZST,64,L,-5.5,W,134.5,U
Dec 16 2017,LOYCH,56,WISML,73,L,+2.5,L,133.5,U
Dec 9 2017,NORFK,52,LOYCH,80,W,0.0,,0.0,
Dec 6 2017,LOYCH,65,FLA,59,W,-16.5,W,151.0,U
Dec 2 2017,ILCHI,61,LOYCH,85,W,-8.0,W,144.5,O
Feb 24 2018,ILLST,61,LOYCH,68,W,-12.0,L,142.0,U
Feb 21 2018,LOYCH,75,S.ILL,56,W,+2.5,W,138.0,U
Feb 18 2018,LOYCH,76,EVANS,66,W,+5.5,W,127.0,O
Feb 14 2018,VALPO,71,LOYCH,80,W,-12.0,L,135.5,O
Feb 10 2018,LOYCH,75,INDST,71,W,+3.0,W,139.0,O
Feb 7 2018,DRAKE,57,LOYCH,72,W,-11.0,W,140.5,U
Feb 3 2018,MIZST,75,LOYCH,97,W,-8.5,W,131.0,O
Mar 4 2018,ILLST,49,LOYCH,65,W,-8.5,W,136.5,U
Mar 3 2018,BRAD,54,LOYCH,62,W,-6.5,W,127.0,U
Mar 2 2018,NIOWA,50,LOYCH,54,W,-6.0,L,121.5,U
