Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 30 2017,ARKST,88,ULLAF,69,W,-3.0,W,155.0,O
Jan 28 2017,ARKST,73,ULMON,63,W,+4.5,W,136.0,P
Jan 23 2017,S.ALA,62,ARKST,74,W,-8.5,W,143.5,U
Jan 21 2017,TROY,80,ARKST,82,W,-5.5,L,148.5,O
Jan 14 2017,ARKST,77,ARKLR,72,W,-1.5,W,135.0,O
Jan 9 2017,ARKST,57,APPST,70,L,+4.0,L,146.5,U
Jan 7 2017,ARKST,65,COCAR,80,L,+5.0,L,142.5,O
Jan 2 2017,ULMON,45,ARKST,76,W,-11.0,W,138.5,U
Jan 30 2016,GASOU,71,ARKST,66,L,-3.5,L,152.0,U
Jan 28 2016,GAST,69,ARKST,75,W,+2.5,W,136.0,O
Jan 23 2016,ARKST,68,TEXST,78,L,-2.0,L,137.0,O
Jan 21 2016,ARKST,64,TEXAR,91,L,-13.5,L,159.0,U
Jan 18 2016,ARKLR,73,ARKST,76,W,+7.0,W,134.0,O
Jan 16 2016,APPST,86,ARKST,72,L,-8.0,L,150.5,O
Jan 9 2016,ULLAF,69,ARKST,71,W,+4.0,W,164.0,U
Jan 7 2016,ULMON,65,ARKST,68,W,-1.5,W,145.0,U
Jan 2 2016,ARKST,89,S.ALA,67,W,-4.0,W,151.5,O
Jan 31 2015,ARKST,43,GAST,74,L,-15.5,L,134.5,U
Jan 29 2015,ARKLR,75,ARKST,65,L,-3.5,L,130.5,O
Jan 24 2015,ARKST,64,TROY,55,W,-2.0,W,131.5,U
Jan 22 2015,ARKST,59,ULLAF,96,L,-8.0,L,141.5,O
Jan 19 2015,GAST,60,ARKST,54,L,+5.0,L,135.5,U
Jan 17 2015,TEXST,73,ARKST,78,W,-1.5,W,116.0,O
Nov 30 2016,CLEST,51,ARKST,78,W,-7.5,W,136.0,U
Nov 27 2016,LEHIH,89,ARKST,97,W,0.0,,0.0,
Nov 22 2016,SIUED,57,ARKST,75,W,-7.5,W,142.0,U
Nov 20 2016,ARKST,73,CHATT,67,W,0.0,,0.0,
Nov 19 2016,ARKST,60,ARMY,57,W,0.0,,0.0,
Nov 17 2016,ARKST,78,GTOWN,72,W,-22.0,W,159.5,U
Nov 14 2016,CENBAP,57,ARKST,100,W,0.0,,0.0,
Nov 11 2016,ARKST,66,ND.ST,76,L,-12.0,W,141.0,O
Nov 27 2015,ARKST,72,BAYLR,94,L,-23.5,W,152.0,O
Nov 25 2015,ARKST,68,OREG,91,L,-22.0,L,150.0,O
Nov 22 2015,JACKS,69,ARKST,78,W,0.0,,0.0,
Nov 18 2015,ARKST,75,SAVAN,76,L,0.0,,0.0,
Nov 16 2015,LYON,37,ARKST,81,W,0.0,,0.0,
Nov 13 2015,ARKST,70,SIUED,79,L,+4.5,L,140.5,O
Nov 25 2014,LAMAR,63,ARKST,58,L,0.0,,0.0,
Nov 17 2014,TNMAR,75,ARKST,73,L,-4.5,L,0.0,
Nov 30 2013,ARKST,95,LAMAR,89,W,0.0,,0.0,
Nov 24 2013,C.ARK,56,ARKST,99,W,0.0,,0.0,
Nov 18 2013,ARKST,70,COLO,93,L,-16.5,L,144.0,O
Nov 16 2013,ARKST,64,WYOM,85,L,-8.5,L,132.5,O
Nov 13 2013,TNMAR,62,ARKST,72,W,-16.5,L,151.0,U
Nov 11 2013,ARKST,65,JACKS,61,W,0.0,,0.0,
Nov 29 2012,ARKST,61,FLAIN,80,L,+7.5,L,0.0,
Dec 31 2016,ULLAF,71,ARKST,74,W,-1.0,W,157.5,U
Dec 23 2016,ARKST,75,MINN,82,L,-13.5,W,143.5,O
Dec 21 2016,ARKST,52,ALA,67,L,-6.5,L,134.0,U
Dec 16 2016,ARKST,89,C.ARK,77,W,0.0,,0.0,
Dec 14 2016,ARKST,87,TNMAR,68,W,+2.5,W,147.5,O
Dec 3 2016,ARKST,54,TCU,77,L,-13.5,L,140.0,U
Dec 30 2015,ARKST,84,TROY,81,W,-4.0,W,157.0,O
Dec 22 2015,C.ARK,67,ARKST,77,W,0.0,,0.0,
