Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 30 2018,S.ILL,78,DRAKE,67,L,-3.0,L,143.0,O
Jan 27 2018,DRAKE,73,EVANS,77,L,-5.5,W,134.0,O
Jan 24 2018,LOYCH,80,DRAKE,57,L,+2.0,L,138.5,U
Jan 20 2018,MIZST,58,DRAKE,61,W,+2.0,W,138.5,U
Jan 16 2018,DRAKE,54,NIOWA,68,L,-6.5,L,132.5,U
Jan 13 2018,EVANS,65,DRAKE,81,W,-2.0,W,134.0,O
Jan 10 2018,DRAKE,60,VALPO,77,L,-5.0,L,144.5,U
Jan 6 2018,DRAKE,75,INDST,72,W,-4.5,W,144.0,O
Jan 3 2018,ILLST,62,DRAKE,87,W,-3.5,W,147.0,O
Nov 29 2017,DRAKE,73,NEBOM,75,L,+4.5,L,163.0,U
Nov 26 2017,CHIST,67,DRAKE,79,W,0.0,,0.0,
Nov 19 2017,DREXL,88,DRAKE,90,W,-2.0,P,151.5,O
Nov 18 2017,COLO,86,DRAKE,81,L,+7.5,W,142.5,O
Nov 17 2017,DRAKE,77,WAKE,74,W,-9.5,W,158.5,U
Nov 11 2017,COE,54,DRAKE,101,W,0.0,,0.0,
Dec 31 2017,DRAKE,70,S.ILL,67,W,-7.5,W,141.5,U
Dec 28 2017,BRAD,64,DRAKE,66,W,+1.0,W,139.0,U
Dec 22 2017,MD-ES,57,DRAKE,81,W,0.0,,0.0,
Dec 19 2017,DRAKE,74,SD.ST,87,L,-9.5,L,155.5,O
Dec 16 2017,DRAKE,64,IOWA,90,L,-7.0,L,151.5,O
Dec 11 2017,DRAKE,67,MINN,68,L,-20.5,W,156.5,U
Dec 9 2017,NEBOM,74,DRAKE,93,W,-7.0,W,157.0,O
Dec 6 2017,DRAKE,65,SDKOTA,93,L,-10.0,L,149.5,O
Dec 2 2017,DRAKE,89,WYOM,96,L,-10.0,W,147.5,O
Feb 24 2018,VALPO,69,DRAKE,64,L,-4.5,L,146.0,U
Feb 21 2018,DRAKE,81,ILLST,89,L,-3.5,L,149.0,O
Feb 18 2018,DRAKE,67,MIZST,63,W,-8.0,W,140.5,U
Feb 14 2018,INDST,76,DRAKE,90,W,-1.0,W,147.0,O
Feb 10 2018,NIOWA,64,DRAKE,71,W,-1.0,W,131.0,O
Feb 7 2018,DRAKE,57,LOYCH,72,L,-11.0,L,140.5,U
Feb 3 2018,DRAKE,78,BRAD,68,W,-7.0,W,136.0,O
Mar 2 2018,BRAD,63,DRAKE,61,L,+3.0,W,137.0,U
