Date,Away,Score,Home,Score,Result,Home Spread,ATS,Total,OU
Jan 31 2017,VANDY,68,TEXAM,54,L,-5.0,L,135.5,U
Jan 28 2017,TEXAM,77,W.VA,81,L,-15.0,W,146.0,O
Jan 25 2017,TEXAM,80,MISS,76,W,-1.5,W,139.0,O
Jan 21 2017,GA,62,TEXAM,63,W,-3.5,L,133.0,U
Jan 17 2017,ARK,62,TEXAM,60,L,-4.5,L,145.0,U
Jan 14 2017,TEXAM,59,MISST,67,L,+2.5,L,139.5,U
Jan 11 2017,LSU,62,TEXAM,92,W,-12.0,W,149.0,O
Jan 7 2017,TEXAM,68,S.CAR,79,L,-5.5,L,127.0,O
Jan 3 2017,TEXAM,58,KENTY,100,L,-14.5,L,150.0,O
Jan 30 2016,IOWAS,62,TEXAM,72,W,-5.0,W,156.0,U
Jan 27 2016,TEXAM,71,ARK,74,L,+3.5,L,150.0,U
Jan 23 2016,MIZZU,53,TEXAM,66,W,-18.5,L,138.5,U
Jan 19 2016,LSU,57,TEXAM,71,W,-7.5,W,152.5,U
Jan 16 2016,TEXAM,79,GA,45,W,+3.0,W,139.5,U
Jan 12 2016,FLA,68,TEXAM,71,W,-6.0,L,141.5,U
Jan 9 2016,TEXAM,92,TENN,88,W,+4.0,P,149.5,O
Jan 6 2016,TEXAM,61,MISST,60,W,+6.5,L,145.5,U
Jan 2 2016,ARK,69,TEXAM,92,W,-11.0,W,152.5,O
Jan 31 2015,VANDY,58,TEXAM,69,W,-5.0,W,127.0,P
Jan 27 2015,TEXAM,71,AUBRN,61,W,+2.5,W,129.5,O
Jan 24 2015,TEXAM,67,TENN,61,W,-3.5,W,121.0,O
Nov 27 2016,TEXAM,67,UCLA,74,L,-5.5,L,149.5,U
Nov 25 2016,TEXAM,68,VATEC,65,W,+2.0,W,145.0,U
Nov 24 2016,TEXAM,95,CSNOR,73,W,+14.5,W,148.5,O
Nov 18 2016,USC,65,TEXAM,63,L,-6.5,L,141.5,U
Nov 14 2016,AMERN,53,TEXAM,76,W,0.0,,0.0,
Nov 11 2016,NWST,44,TEXAM,72,W,-21.0,W,159.0,U
Nov 27 2015,SYRA,74,TEXAM,67,L,-6.0,L,138.0,O
Nov 26 2015,TEXAM,62,GONZG,61,W,-4.5,W,151.0,U
Nov 25 2015,TEXAM,84,TEXAS,73,W,+4.0,W,143.0,O
Nov 21 2015,NCASH,47,TEXAM,75,W,0.0,,0.0,
Nov 19 2015,TEXCC,70,TEXAM,95,W,0.0,,0.0,
Nov 16 2015,SELA,58,TEXAM,100,W,0.0,,0.0,
Nov 13 2015,USCUP,64,TEXAM,104,W,0.0,,0.0,
Nov 28 2014,NEWOR,65,TEXAM,87,W,-26.0,L,0.0,
Nov 23 2014,NEWMX,51,TEXAM,64,W,-4.0,W,123.5,U
Nov 21 2014,COLCH,50,TEXAM,59,W,-8.0,W,118.0,U
Nov 20 2014,TEXAM,53,DAYTN,55,L,+1.5,L,133.5,U
Nov 14 2014,NWST,68,TEXAM,109,W,-11.5,W,150.5,O
