Nov 30, 2017,CARVER,60,SAVAN,98,W,0.0,,0.0,
Nov 28, 2017,SAVAN,66,WICHI,112,L,0.0,,0.0,
Nov 25, 2017,SAVAN,69,TEXTK,103,L,0.0,,0.0,
Nov 21, 2017,SAVAN,101,ALAST,97,W,0.0,,0.0,
Nov 20, 2017,JAXST,86,SAVAN,71,L,0.0,,0.0,
Nov 17, 2017,SAVAN,82,ULLAF,115,L,0.0,,0.0,
Nov 15, 2017,MIDGA,80,SAVAN,114,W,0.0,,0.0,
Nov 13, 2017,E.TEN,76,SAVAN,61,L,0.0,,0.0,
Nov 10, 2017,SAVAN,77,CINCY,107,L,0.0,,0.0,
Nov 28, 2016,SAVAN,67,SD.ST,100,L,0.0,,0.0,
Nov 26, 2016,SAVAN,104,GRAMB,110,L,0.0,,0.0,
Nov 25, 2016,SAVAN,91,STFNY,97,L,0.0,,0.0,
Nov 21, 2016,FTVAL,101,SAVAN,118,W,0.0,,0.0,
Nov 19, 2016,SAVAN,86,MEMPH,99,L,0.0,,0.0,
Nov 17, 2016,MIDGA,93,SAVAN,101,W,0.0,,0.0,
Nov 13, 2016,SAVAN,84,IOWA,116,L,0.0,,0.0,
Nov 11, 2016,SAVAN,71,IOWAS,113,L,0.0,,0.0,
Nov 29, 2015,SAVAN,57,S.FLA,67,L,0.0,,0.0,
Nov 27, 2015,SAVAN,42,JACKS,69,L,0.0,,0.0,
Nov 23, 2015,SAVAN,61,BAYLR,100,L,0.0,,0.0,
Nov 20, 2015,SAVAN,59,OREG,77,L,0.0,,0.0,
Nov 18, 2015,ARKST,75,SAVAN,76,W,0.0,,0.0,
Nov 16, 2015,CAMBP,57,SAVAN,59,W,0.0,,0.0,
Nov 13, 2015,FLANAT,69,SAVAN,87,W,0.0,,0.0,
Nov 28, 2014,SAVAN,71,JAXST,74,L,0.0,,0.0,
Nov 24, 2014,SAVAN,26,LOUIS,87,L,0.0,,0.0,
Nov 22, 2014,CLEST,83,SAVAN,87,W,0.0,,0.0,
Nov 20, 2014,WINTH,58,SAVAN,59,W,0.0,,0.0,
Nov 16, 2014,SAVAN,47,MARSH,66,L,0.0,,0.0,
Nov 14, 2014,SAVAN,53,EKENT,76,L,0.0,,0.0,
