Jan 27, 2018,STFNY,72,MTSTM,86,L,0.0,,0.0,
Jan 25, 2018,STFNY,76,FDU,70,W,0.0,,0.0,
Jan 20, 2018,BRYANT,80,STFNY,85,W,0.0,,0.0,
Jan 18, 2018,MTSTM,73,STFNY,81,W,0.0,,0.0,
Jan 13, 2018,SACRD,92,STFNY,52,L,0.0,,0.0,
Jan 11, 2018,CCONN,60,STFNY,77,W,0.0,,0.0,
Jan 6, 2018,STFNY,87,STFPA,91,L,0.0,,0.0,
Jan 4, 2018,STFNY,79,ROBMO,80,L,0.0,,0.0,
Jan 28, 2017,STFNY,64,WAGNR,66,L,0.0,,0.0,
Jan 26, 2017,FDU,79,STFNY,73,L,0.0,,0.0,
Jan 21, 2017,MTSTM,55,STFNY,47,L,0.0,,0.0,
Jan 19, 2017,STFNY,40,FDU,57,L,0.0,,0.0,
Jan 14, 2017,STFNY,58,LIU,63,L,0.0,,0.0,
Jan 12, 2017,SACRD,87,STFNY,75,L,0.0,,0.0,
Jan 7, 2017,STFNY,58,ROBMO,62,L,0.0,,0.0,
Jan 5, 2017,STFNY,56,STFPA,81,L,0.0,,0.0,
Jan 30, 2016,STFNY,60,CCONN,49,W,0.0,,0.0,
Jan 28, 2016,STFNY,61,WAGNR,64,L,0.0,,0.0,
Jan 23, 2016,STFNY,64,LIU,49,W,0.0,,0.0,
Jan 21, 2016,WAGNR,83,STFNY,59,L,0.0,,0.0,
Jan 16, 2016,SACRD,67,STFNY,85,W,0.0,,0.0,
Jan 14, 2016,STFNY,59,BRYANT,61,L,0.0,,0.0,
Jan 9, 2016,ROBMO,49,STFNY,56,W,0.0,,0.0,
Jan 7, 2016,STFPA,56,STFNY,73,W,0.0,,0.0,
Jan 4, 2016,STFNY,40,MTSTM,44,L,0.0,,0.0,
Jan 2, 2016,STFNY,77,FDU,86,L,0.0,,0.0,
Jan 31, 2015,LIU,64,STFNY,81,W,0.0,,0.0,
Jan 29, 2015,MTSTM,67,STFNY,73,W,0.0,,0.0,
Jan 24, 2015,ROBMO,67,STFNY,65,L,0.0,,0.0,
Jan 21, 2015,CCONN,51,STFNY,63,W,0.0,,0.0,
