Jan 30, 2018,SAMHO,67,MCNEE,57,L,0.0,,0.0,
Jan 27, 2018,MCNEE,80,LAMAR,86,L,0.0,,0.0,
Jan 20, 2018,MCNEE,86,HOUBPT,81,W,0.0,,0.0,
Jan 13, 2018,MCNEE,71,SELA,62,W,0.0,,0.0,
Jan 10, 2018,MCNEE,80,NICHL,85,L,0.0,,0.0,
Jan 6, 2018,NEWOR,82,MCNEE,75,L,0.0,,0.0,
Jan 3, 2018,MCNEE,74,ABILE,79,L,0.0,,0.0,
Jan 28, 2017,MCNEE,74,NICHL,78,L,0.0,,0.0,
Jan 26, 2017,MCNEE,56,NEWOR,75,L,0.0,,0.0,
Jan 21, 2017,NWST,78,MCNEE,65,L,0.0,,0.0,
Jan 18, 2017,C.ARK,72,MCNEE,82,W,0.0,,0.0,
Jan 15, 2017,MCNEE,75,SELA,79,L,0.0,,0.0,
Jan 7, 2017,MCNEE,49,HOUBPT,60,L,0.0,,0.0,
Jan 5, 2017,SAMHO,74,MCNEE,67,L,0.0,,0.0,
Jan 2, 2017,SFA,54,MCNEE,69,W,0.0,,0.0,
Jan 30, 2016,MCNEE,64,NEWOR,76,L,0.0,,0.0,
Jan 25, 2016,INCAR,76,MCNEE,79,W,0.0,,0.0,
Jan 23, 2016,NWST,74,MCNEE,75,W,0.0,,0.0,
Jan 19, 2016,MCNEE,67,ABILE,75,L,0.0,,0.0,
Jan 16, 2016,SAMHO,68,MCNEE,72,W,0.0,,0.0,
Jan 9, 2016,TEXCC,77,MCNEE,68,L,0.0,,0.0,
Jan 5, 2016,HOUBPT,82,MCNEE,73,L,0.0,,0.0,
Jan 2, 2016,MCNEE,57,SFA,86,L,0.0,,0.0,
Jan 31, 2015,NEWOR,61,MCNEE,68,W,0.0,,0.0,
Jan 26, 2015,MCNEE,84,INCAR,86,L,0.0,,0.0,
Jan 24, 2015,MCNEE,67,NWST,93,L,0.0,,0.0,
Jan 20, 2015,ABILE,56,MCNEE,63,W,0.0,,0.0,
Jan 17, 2015,MCNEE,60,SAMHO,69,L,0.0,,0.0,
Jan 10, 2015,MCNEE,61,TEXCC,71,L,0.0,,0.0,
Jan 5, 2015,HOUBPT,68,MCNEE,56,L,0.0,,0.0,
