UC Irvine 13,106.3,99.2
Colorado,107.5,100.5
Marquette,105.3,98.5
South Dakota St.,108.8,102.0
Sam Houston St.,103.4,96.5
Wofford 12,105.2,98.5
UTEP,106.2,99.6
New Mexico St. 15,107.4,100.8
Florida St.,105.6,99.3
Iona,113.6,107.4
UC Davis,112.3,106.2
UNLV,107.9,101.7
La Salle,101.3,95.3
North Carolina Central,105.4,99.4
UC Santa Barbara,109.3,103.3
San Diego,104.0,98.0
Oregon St.,100.0,94.1
Akron,105.1,99.4
Wyoming 12,104.8,99.1
Boston College,107.9,102.3
Hofstra,112.0,106.6
St. Bonaventure,105.4,100.1
California,104.2,99.0
Evansville,106.6,101.3
Bowling Green,105.9,100.7
William & Mary,113.9,108.8
Northeastern 14,108.3,103.1
Kent St.,107.4,102.3
Washington,108.8,103.8
Wake Forest,106.6,101.8
Nebraska,99.6,95.0
Northwestern,107.8,103.2
Vermont,103.3,99.0
Utah St.,107.5,103.2
Massachusetts,106.5,102.3
Pepperdine,100.5,96.4
Hawaii,105.1,101.4
Louisiana Lafayette,106.0,102.4
Eastern Kentucky,106.3,102.8
Stony Brook,102.8,99.5
Albany 14,107.2,103.9
Loyola Chicago,105.9,102.6
Eastern Washington 13,112.9,109.6
Portland,109.0,105.8
UAB 14,104.9,101.9
Long Beach St.,104.0,100.9
New Mexico,101.6,98.7
Eastern Michigan,101.8,99.2
Auburn,105.8,103.3
Coastal Carolina 16,106.7,104.3
Western Kentucky,105.0,102.7
Belmont 15,110.2,107.9
North Florida 16,108.4,106.2
San Francisco,105.7,103.5
High Point,108.4,106.4
Charlotte,109.9,108.0
Georgia Southern,100.5,98.6
Tennessee Martin,109.2,107.3
Canisius,103.6,101.8
DePaul,108.6,106.8
USC,101.6,100.1
North Dakota St. 15,103.8,102.4
Cal Poly,102.9,101.7
Morehead St.,104.1,103.1
Texas Tech,102.3,101.3
Western Michigan,108.0,107.1
St. Francis NY,103.6,103.0
Middle Tennessee,102.3,101.7
Mississippi St.,100.7,100.1
Princeton,107.4,106.9
Saint Joseph's,100.3,100.0
Manhattan 16,101.9,101.6
Rider,101.2,101.0
Montana,106.0,105.8
Columbia,107.5,107.4
Chattanooga,105.6,105.5
Oakland,111.4,111.3
Dartmouth,102.0,102.7
Indiana St.,102.7,103.4
Louisiana Monroe,99.0,99.7
Radford,105.6,106.3
IPFW,107.7,108.5
NJIT,105.5,106.4
UNC Wilmington,101.5,102.4
Virginia Tech,106.3,107.2
Winthrop,104.8,105.7
Quinnipiac,103.0,104.1
Northern Arizona,102.2,103.4
Northern Illinois,102.8,104.0
Colgate,108.0,109.2
USC Upstate,103.5,104.7
Detroit,103.3,104.6
Monmouth,100.8,102.1
Robert Morris 16,103.1,104.5
Mercer,104.5,106.0
Washington St.,109.1,110.8
Saint Peter's,100.0,101.7
American,102.5,104.2
New Hampshire,100.9,102.8
Florida Gulf Coast,101.6,103.6
Norfolk St.,105.5,107.5
Missouri,102.0,104.1
Lafayette 16,112.9,115.1
Santa Clara,105.9,108.0
Charleston Southern,107.0,109.2
Sacramento St.,109.0,111.3
UT Arlington,103.4,105.9
Rutgers,98.7,101.1
James Madison,105.5,108.2
Bucknell,105.8,108.6
Lehigh,99.9,102.7
Cornell,96.9,99.7
Fresno St.,102.8,105.7
Air Force,108.1,111.2
George Mason,102.9,106.0
Oral Roberts,106.2,109.4
Maryland Eastern Shore,104.5,107.8
Fordham,102.0,105.5
UTSA,106.4,110.0
Rice,102.0,105.6
Milwaukee,103.1,106.9
Gardner Webb,107.6,111.4
Texas Southern 15,104.1,107.9
Houston,101.4,105.2
Miami OH,102.5,106.6
UC Riverside,98.5,102.8
Duquesne,108.6,112.9
East Tennessee St.,103.2,107.5
South Dakota,103.4,107.8
Tulane,99.8,104.2
St. Francis PA,99.8,104.4
Denver,106.0,110.6
Southern Illinois,98.8,103.6
East Carolina,103.7,108.6
Eastern Illinois,100.3,105.2
Mount St. Mary's,98.5,103.4
Texas A&M Corpus Chris,100.8,105.9
Incarnate Word,107.5,112.6
Northwestern St.,112.5,117.6
Texas St.,93.7,98.9
Idaho,107.7,112.9
Ohio,103.0,108.5
Southeast Missouri St.,102.8,108.4
Western Carolina,101.9,107.5
Arkansas Little Rock,104.3,109.9
Bryant,104.1,109.9
UNC Asheville,102.4,108.6
Sacred Heart,103.4,109.6
Boston University,106.4,112.7
Pacific,103.1,109.5
Cal St. Bakersfield,99.7,106.2
Holy Cross,101.2,107.7
Wright St.,99.0,105.5
Seattle,98.3,104.9
North Texas,98.6,105.2
Northern Kentucky,104.2,110.9
Tennessee Tech,104.2,111.1
SIU Edwardsville,97.9,104.8
Elon,98.5,105.7
Drexel,99.3,106.5
Hampton 16,96.6,104.0
Northern Colorado,110.4,117.9
Army,100.2,107.8
Bradley,93.7,101.3
Missouri St.,98.9,106.5
Nebraska Omaha,102.9,110.5
Ball St.,100.4,108.0
Portland St.,102.9,110.7
Howard,93.9,101.9
Delaware,101.7,109.6
Marshall,96.3,104.3
Delaware St.,101.5,109.7
Grand Canyon,106.5,114.8
Alabama St.,97.8,106.1
Siena,105.7,114.0
Weber St.,99.9,108.3
Towson,100.9,109.3
Brown,99.4,107.8
Cal St. Northridge,100.8,109.2
Nevada,97.8,106.4
Loyola Marymount,103.0,111.6
FIU,96.0,104.6
Youngstown St.,106.0,114.9
South Florida,99.2,108.3
Drake,105.3,114.3
Lamar,100.0,109.1
Navy,98.9,107.9
Southern,94.0,103.1
College of Charleston,96.1,105.5
IUPUI,94.0,103.4
UCF,102.7,112.3
Illinois Chicago,101.2,110.8
Appalachian St.,98.3,107.9
Hartford,97.4,107.1
UNC Greensboro,99.8,109.5
UMKC,98.2,107.9
Troy,99.8,109.5
LIU Brooklyn,97.0,106.8
Saint Louis,95.9,105.8
Florida Atlantic,98.7,109.0
Penn,97.7,108.2
Cal St. Fullerton,99.1,109.7
Samford,102.0,112.6
VMI,98.4,109.2
Arkansas St.,96.2,107.0
Fairfield,95.4,106.3
South Alabama,101.0,112.2
Lipscomb,100.7,112.0
Niagara,99.8,111.2
McNeese St.,100.6,112.1
Campbell,97.7,109.5
Prairie View A&M,97.4,109.4
UMass Lowell,94.1,106.6
Wagner,98.9,111.4
Marist,94.6,107.4
Southeastern Louisiana,95.9,108.8
Southern Utah,98.7,111.8
Loyola MD,93.2,106.4
Furman,98.3,111.5
New Orleans,96.9,110.2
Jacksonville St.,95.2,108.4
Jackson St.,91.2,104.7
Idaho St.,97.5,111.3
North Dakota,96.9,110.6
Southern Miss,97.3,111.0
Longwood,97.4,111.2
Austin Peay,94.8,109.0
Houston Baptist,101.3,115.5
Fairleigh Dickinson,97.4,112.5
Montana St.,95.7,110.8
Utah Valley,92.9,109.0
Binghamton,94.0,110.4
Western Illinois,91.5,108.1
Arkansas Pine Bluff,92.5,109.4
Coppin St.,99.1,116.1
Presbyterian,96.6,114.7
Chicago St.,89.3,107.5
Nicholls St.,90.0,108.3
The Citadel,103.2,121.8
Bethune Cookman,91.2,109.9
South Carolina St.,90.4,109.1
Morgan St.,94.3,113.2
Liberty,90.8,109.7
Tennessee St.,89.5,108.4
Texas Pan American,93.5,112.5
Alabama A&M,95.0,114.1
North Carolina A&T,93.5,112.9
Stetson,96.6,116.3
Savannah St.,87.4,107.1
Jacksonville,96.3,116.1
Kennesaw St.,93.7,114.3
Abilene Christian,93.2,113.8
UMBC,89.2,109.9
Central Connecticut,92.9,113.6
Maine,93.7,115.5
Alcorn St.,92.9,117.3
San Jose St.,86.5,111.0
Mississippi Valley St.,91.6,117.3
Central Arkansas,91.0,118.7
Florida A&M,85.4,117.1
Grambling St.,78.9,116.6
