Kentucky 1,121.3,84.4
Wisconsin 1,129.0,95.2
Duke 1,124.5,92.0
Arizona 2,119.9,87.5
Villanova 1,122.7,92.0
Virginia 2,115.6,85.5
Gonzaga 2,121.7,93.9
Utah 5,116.4,89.2
Notre Dame 3,125.4,100.4
North Carolina 4,119.1,95.3
Oklahoma 3,112.5,89.7
Kansas 2,114.5,91.8
Wichita St. 7,115.8,93.6
Baylor 3,116.6,94.5
Michigan St. 7,116.6,94.9
Iowa St. 3,119.0,97.5
Louisville 4,110.2,88.9
Northern Iowa 5,116.3,95.3
Ohio St. 10,115.6,94.8
Butler 6,110.2,90.1
Xavier 6,116.6,97.1
Georgetown 4,114.3,95.1
Iowa 7,114.2,95.1
Texas 11,112.4,93.4
West Virginia 5,112.6,94.9
SMU 6,113.1,95.6
Providence 6,112.6,95.9
BYU 11,119.4,102.7
Arkansas 5,114.7,98.3
VCU 7,111.1,94.9
San Diego St. 8,104.9,89.0
North Carolina St. 8,114.9,98.9
Maryland 4,111.3,95.7
Florida,107.3,91.9
Georgia 10,109.6,94.5
Davidson 10,119.7,104.7
Vanderbilt,115.6,100.6
Oklahoma St. 9,111.8,96.8
Stanford,113.6,98.9
UCLA 11,112.9,98.2
Miami FL,112.5,98.1
Dayton 11,109.2,95.0
Cincinnati 8,108.2,94.0
Purdue 9,110.9,97.0
Oregon 8,115.2,101.3
Mississippi 11,114.5,100.6
Boise St. 11,111.9,98.1
Indiana 10,119.8,106.0
LSU 9,108.9,95.1
St. John's 9,110.7,97.0
Stephen F. Austin 12,113.9,100.3
Minnesota,112.7,99.7
Syracuse,107.0,94.2
Texas A&M,109.4,97.1
Alabama,111.6,99.3
TCU,108.8,96.6
Murray St.,116.5,104.5
Buffalo 12,111.3,99.4
Richmond,108.6,96.8
Rhode Island,103.9,92.2
Illinois,108.3,96.7
Illinois St.,107.7,96.1
South Carolina,105.6,94.3
Valparaiso 13,107.4,96.3
Arizona St.,109.8,98.7
Temple,105.3,94.2
Saint Mary's,110.9,100.6
Georgia St. 14,111.6,101.3
George Washington,108.4,98.2
Old Dominion,106.5,96.3
Green Bay,104.7,94.6
Colorado St.,111.6,101.6
Connecticut,107.7,97.7
Michigan,110.0,100.5
Harvard 13,104.8,95.6
Louisiana Tech,109.0,99.8
Yale,107.3,98.6
Pittsburgh,113.5,104.8
Creighton,111.0,102.6
Central Michigan,114.9,106.6
Kansas St.,106.6,98.4
Penn St.,105.3,97.2
Seton Hall,109.3,101.3
Clemson,104.5,96.7
Tulsa,102.6,94.9
Georgia Tech,103.7,96.0
Memphis,105.5,98.0
Toledo,113.3,105.8
Cleveland St.,108.3,100.9
Tennessee,109.5,102.3
