Nov 29, 2017,WILEY,69,SUTHR,92,W,0.0,,0.0,
Nov 22, 2017,TNMAR,66,SUTHR,69,W,0.0,,0.0,
Nov 19, 2017,SUTHR,67,NCCEN,80,L,0.0,,0.0,
Nov 17, 2017,SUTHR,61,DUKE,78,L,0.0,,0.0,
Nov 15, 2017,SUTHR,58,MIZST,86,L,0.0,,0.0,
Nov 13, 2017,SUTHR,74,MARSH,83,L,0.0,,0.0,
Nov 10, 2017,SUTHR,55,ILL,102,L,0.0,,0.0,
Nov 29, 2016,PQUIN,79,SUTHR,91,W,0.0,,0.0,
Nov 22, 2016,TNTEC,68,SUTHR,80,W,0.0,,0.0,
Nov 17, 2016,SUTHR,83,SAMHO,91,L,0.0,,0.0,
Nov 14, 2016,SUTHR,62,GATEC,77,L,0.0,,0.0,
Nov 12, 2016,SUTHR,67,OHIO,77,L,0.0,,0.0,
Nov 30, 2015,PQUIN,63,SUTHR,96,W,0.0,,0.0,
Nov 24, 2015,DILLAR,65,SUTHR,79,W,0.0,,0.0,
Nov 19, 2015,TULAN,82,SUTHR,90,W,0.0,,0.0,
Nov 16, 2015,SUTHR,76,MISST,72,W,0.0,,0.0,
Nov 13, 2015,SUTHR,68,ARK,86,L,0.0,,0.0,
Nov 29, 2014,SUTHR,43,E.ILL,54,L,-1.0,L,0.0,
Nov 28, 2014,SUTHR,63,NARIZ,70,L,-6.5,L,0.0,
Nov 25, 2014,SUTHR,59,TULAN,74,L,0.0,,0.0,
Nov 22, 2014,SUTHR,48,MIDTN,66,L,0.0,,0.0,
Nov 20, 2014,SUTHR,38,MISS,69,L,0.0,,0.0,
Nov 17, 2014,LSUALX,65,SUTHR,76,W,0.0,,0.0,
Nov 14, 2014,LATEC,85,SUTHR,76,L,0.0,,0.0,
Nov 25, 2013,BLUMNT,59,SUTHR,76,W,0.0,,0.0,
Nov 22, 2013,ARKLR,85,SUTHR,82,L,0.0,,0.0,
Nov 18, 2013,SUTHR,53,FLA,67,L,0.0,,0.0,
Nov 16, 2013,SUTHR,87,N.FLA,78,W,0.0,,0.0,
Nov 13, 2013,TULAN,79,SUTHR,73,L,0.0,,0.0,
Nov 10, 2013,SUTHR,75,MIDTN,78,L,0.0,,0.0,
