Feb 26, 2018,MSVAL,79,GRAMB,74,L,0.0,,0.0,
Feb 24, 2018,ARKPB,75,GRAMB,66,L,0.0,,0.0,
Feb 17, 2018,JACKS,64,GRAMB,71,W,0.0,,0.0,
Feb 12, 2018,GRAMB,78,TEXSO,55,W,0.0,,0.0,
Feb 10, 2018,GRAMB,90,PVA&M,85,W,0.0,,0.0,
Feb 5, 2018,ALCRN,72,GRAMB,81,W,0.0,,0.0,
Feb 3, 2018,SUTHR,68,GRAMB,69,W,0.0,,0.0,
Feb 27, 2017,GRAMB,80,MSVAL,84,L,0.0,,0.0,
Feb 25, 2017,GRAMB,78,ARKPB,58,W,0.0,,0.0,
Feb 18, 2017,GRAMB,62,JACKS,59,W,0.0,,0.0,
Feb 13, 2017,PVA&M,58,GRAMB,61,W,0.0,,0.0,
Feb 11, 2017,TEXSO,77,GRAMB,70,L,0.0,,0.0,
Feb 6, 2017,GRAMB,65,ALCRN,75,L,0.0,,0.0,
Feb 4, 2017,GRAMB,66,SUTHR,67,L,0.0,,0.0,
Feb 29, 2016,MSVAL,58,GRAMB,57,L,0.0,,0.0,
Feb 27, 2016,ARKPB,53,GRAMB,51,L,0.0,,0.0,
Feb 20, 2016,JACKS,61,GRAMB,58,L,0.0,,0.0,
Feb 15, 2016,GRAMB,72,TEXSO,79,L,0.0,,0.0,
Feb 13, 2016,GRAMB,56,PVA&M,60,L,0.0,,0.0,
Feb 8, 2016,ALCRN,66,GRAMB,63,L,0.0,,0.0,
Feb 6, 2016,SUTHR,79,GRAMB,66,L,0.0,,0.0,
Feb 1, 2016,GRAMB,59,MSVAL,72,L,0.0,,0.0,
Feb 28, 2015,GRAMB,57,ARKPB,66,L,0.0,,0.0,
Feb 21, 2015,GRAMB,33,JACKS,72,L,0.0,,0.0,
Feb 16, 2015,PVA&M,95,GRAMB,44,L,0.0,,0.0,
Feb 14, 2015,TEXSO,81,GRAMB,58,L,0.0,,0.0,
Feb 9, 2015,GRAMB,77,ALCRN,91,L,0.0,,0.0,
Feb 7, 2015,GRAMB,50,SUTHR,58,L,0.0,,0.0,
Feb 2, 2015,MSVAL,68,GRAMB,65,L,0.0,,0.0,
Feb 22, 2014,JACKS,79,GRAMB,59,L,0.0,,0.0,
